name,graduation_count,college_bound,two_or_four_year_college_or_university,total_postsecondary_bound,non_degree_granting_postsecondary_school,specialized_associate_degree_granting_institution
Palmerton Area HS,108,71,67,73,2,4
Palmerton Area SD,3,1,1,1,0,0
Palmyra Area SD,3,0,0,0,0,0
Palmyra Area SHS,273,179,178,179,0,1
Panther Valley JSHS,79,36,36,38,2,0
Parkland HS,777,643,642,654,11,1
Parkland SD,2,0,0,0,0,0
Parkway Center City Middle College,110,92,92,94,2,0
Parkway Northwest,51,37,33,38,1,4
Parkway West,55,41,38,44,3,3
Passport Academy CS,80,25,25,41,16,0
Paul Robeson HS for Human Services,79,61,54,63,2,7
Pen Argyl Area HS,122,95,95,97,2,0
Penn Cambria HS,125,64,60,69,5,4
Penn Cambria SD,6,0,0,0,0,0
Penn Hills SHS,209,93,90,99,6,3
Penn Manor HS,402,230,223,240,10,7
Penn Manor SD,6,2,2,2,0,0
Penn Trafford HS,323,255,252,255,0,3
Penn Treaty Sch,44,26,24,29,3,2
Penn Wood HS,308,163,138,163,0,25
Penncrest HS,293,246,246,246,0,0
Penncrest SD,2,0,0,0,0,0
Penn-Delco SD,3,0,0,0,0,0
Pennridge HS,556,425,422,429,4,3
Pennridge SD,2,0,0,0,0,0
Penns Manor Area JSHS,54,28,27,29,1,1
Penns Manor Area SD,4,1,1,1,0,0
Penns Valley Area JSHS,110,71,71,71,0,0
Pennsbury HS,742,584,582,605,21,2
Pennsbury SD,6,0,0,0,0,0
Pennsylvania Cyber CS,1145,445,383,464,19,62
Pennsylvania Cyber CS,2,0,0,0,0,0
Pennsylvania Distance Learning CS,83,34,34,44,10,0
Pennsylvania Leadership CS,336,233,220,242,9,13
Pennsylvania Virtual CS,209,78,77,89,11,1
Penn-Trafford SD,2,0,0,0,0,0
People for People CS,18,0,0,0,0,0
Pequea Valley HS,123,44,38,54,10,6
Pequea Valley SD,6,1,1,1,0,0
Perkiomen Valley HS,464,368,366,374,6,2
Perkiomen Valley SD,4,0,0,0,0,0
Perseus House CS of Excellence,74,41,40,48,7,1
Peters Township SD,2,1,1,1,0,0
Peters Twp HS,357,331,327,332,1,4
Philadelphia Academy CS,96,69,69,74,5,0
Philadelphia Academy CS,1,0,0,0,0,0
Philadelphia City SD,414,156,114,182,26,42
Philadelphia Electrical & Tech CHS,156,64,63,65,1,1
Philadelphia Learning Academy - North,1,0,0,0,0,0
Philadelphia Learning Academy - South,13,7,5,7,0,2
Philadelphia Military Acad at Elverson,61,35,32,41,6,3
Philadelphia Performing Arts CS,150,134,134,134,0,0
Philadelphia Performing Arts CS,1,0,0,0,0,0
Philipsburg-Osceola Area HS,110,60,60,60,0,0
Phoenix Academy,133,8,7,8,0,1
Phoenixville Area HS,306,245,245,246,1,0
Phoenixville Area SD,7,0,0,0,0,0
Pine Grove Area HS,118,52,52,58,6,0
Pine-Richland HS,367,315,315,318,3,0
Pine-Richland SD,1,0,0,0,0,0
Pittsburgh Allderdice HS,331,228,225,244,16,3
Pittsburgh Brashear HS,253,136,136,156,20,0
Pittsburgh CAPA 6-12,121,104,104,108,4,0
Pittsburgh Carrick HS,110,52,43,59,7,9
Pittsburgh Conroy,17,0,0,1,1,0
Pittsburgh Milliones 6-12,62,8,7,9,1,1
Pittsburgh Obama 6-12,100,86,83,93,7,3
Pittsburgh Oliver,10,0,0,0,0,0
Pittsburgh Online Academy,35,34,34,34,0,0
Pittsburgh Perry HS,63,36,28,38,2,8
Pittsburgh Pioneer,4,0,0,0,0,0
Pittsburgh Science and Technology Academ,100,80,80,80,0,0
Pittston Area SHS,245,180,179,183,3,1
Pleasant Valley HS,300,145,133,148,3,12
Pleasant Valley SD,5,2,2,2,0,0
Plum SHS,288,217,207,228,11,10
Plymouth-Whitemarsh SHS,355,291,288,294,3,3
Pocono Mountain East HS,325,204,202,208,4,2
Pocono Mountain SD,1,0,0,0,0,0
Pocono Mountain West HS,409,171,167,178,7,4
Port Allegany JSHS,58,28,28,29,1,0
Port Allegany SD,2,0,0,0,0,0
Portage Area JSHS,73,41,38,41,0,3
Pottsgrove SD,3,0,0,0,0,0
Pottsgrove SHS,234,71,71,74,3,0
Pottstown SHS,176,69,69,94,25,0
Pottsville Area HS,233,134,122,139,5,12
Pottsville Area SD,1,0,0,0,0,0
Preparatory CS of Mathematics Science Te,121,75,74,76,1,1
Price,2,0,0,0,0,0
Propel CS-Braddock Hills,42,32,25,32,0,7
Propel CS-Braddock Hills,4,0,0,0,0,0
Propel CS-Homestead,33,31,31,32,1,0
Propel CS-Homestead,1,0,0,1,1,0
Propel CS-Montour,25,22,22,24,2,0
Propel CS-Montour,1,1,1,1,0,0
Punxsutawney Area HS,115,60,50,60,0,10
Punxsutawney Area SD,7,0,0,0,0,0
Purchase Line JSHS,72,35,31,37,2,4
Purchase Line SD,1,0,0,0,0,0
Quaker Valley HS,169,135,134,137,2,1
Quaker Valley SD,4,0,0,1,1,0
Quakertown Community HS,415,274,274,282,8,0
Quakertown Community SD,2,0,0,0,0,0
Radnor SHS,309,284,284,285,1,0
Radnor Township SD,2,0,0,0,0,0
Randolph A. Philip AVT HS,45,20,11,25,5,9
Reach Cyber CS,756,228,228,312,84,0
Reading SD,18,0,0,0,0,0
Reading SHS,987,372,372,374,2,0
Red Land SHS,266,168,157,168,0,11
Red Lion Area SD,4,0,0,0,0,0
Red Lion Area SHS,349,194,191,206,12,3
Redbank Valley HS,81,40,40,41,1,0
Redbank Valley SD,1,0,0,0,0,0
Renaissance Academy CS,73,67,66,67,0,1
Renaissance Academy CS,2,1,1,1,0,0
Reynolds JSHS,82,54,48,57,3,6
Richland HS,108,82,82,91,9,0
Ridgway Area HS,51,32,32,32,0,0
Ridley HS,456,332,324,347,15,8
Ridley SD,1,0,0,0,0,0
Ringgold SD,6,0,0,0,0,0
Ringgold SHS,172,98,97,100,2,1
River Valley HS,101,43,42,47,4,1
River Valley SD,1,0,0,0,0,0
Riverside Beaver County SD,1,0,0,0,0,0
Riverside HS,109,73,70,76,3,3
Riverside JSHS,101,65,65,68,3,0
Riverside SD,2,0,0,0,0,0
Riverview JSHS,54,45,43,45,0,2
Riverview SD,2,0,0,0,0,0
Roberto Clemente CS,37,23,23,27,4,0
Rochester High School,50,19,19,20,1,0
Rockwood Area JSHS,43,27,26,28,1,1
Rocky Grove JSHS,64,29,29,29,0,0
Roosevelt Campus of the Norristown Area,52,10,9,10,0,1
Rose Tree Media SD,2,1,1,1,0,0
Roxborough HS,187,106,90,115,9,16
Saegertown JSHS,89,47,43,48,1,4
Salisbury SHS,108,81,79,81,0,2
Salisbury-Elk Lick JSHS,21,10,10,12,2,0
Sankofa Freedom Academy CS,37,30,30,34,4,0
Sankofa Freedom Academy CS,2,0,0,0,0,0
Saucon Valley SD,5,0,0,0,0,0
Saucon Valley SHS,188,142,142,142,0,0
Saul W B Agricultural School,82,49,44,49,0,5
Sayre Area HS,64,34,34,34,0,0
Sayre William L MS,87,45,38,54,9,7
School Lane CS,74,55,55,55,0,0
School Lane CS,1,0,0,0,0,0
School of the Future,134,54,51,59,5,3
Schuylkill Haven SHS,81,42,42,43,1,0
Schuylkill Valley HS,179,120,116,124,4,4
Schuylkill Valley SD,3,0,0,0,0,0
Science Leadership Academy,122,63,62,65,2,1
Scranton HS,381,185,175,187,2,10
Scranton SD,4,0,0,0,0,0
Selinsgrove Area HS,172,102,97,103,1,5
Selinsgrove Area SD,1,0,0,0,0,0
Seneca HS,93,37,36,40,3,1
Seneca Valley HS,586,492,476,495,3,16
Seneca Valley SD,5,1,1,2,1,0
Shade JSHS,40,19,18,20,1,1
Shaler Area HS,331,239,239,257,18,0
Shaler Area SD,3,0,0,0,0,0
Shamokin Area HS,176,70,70,70,0,0
Shanksville-Stonycreek HS,26,11,11,11,0,0
Sharon HS,103,56,56,56,0,0
Sharpsville Area SHS,113,74,74,75,1,0
Sheffield M/HS,40,19,19,20,1,0
Shenandoah Valley JSHS,74,37,36,41,4,1
Shenandoah Valley SD,1,0,0,0,0,0
Shenango Area SD,2,0,0,0,0,0
Shenango HS,78,56,56,66,10,0
Shikellamy HS,186,88,76,93,5,12
Shikellamy SD,1,0,0,0,0,0
Shippensburg Area SD,1,0,0,0,0,0
Shippensburg Area SHS,246,136,133,139,3,3
Slippery Rock Area HS,150,82,81,84,2,1
Slippery Rock Area SD,4,0,0,0,0,0
Smethport Area JSHS,42,34,34,34,0,0
Solanco HS,236,0,0,0,0,0
Solanco SD,3,0,0,0,0,0
Somerset Area Jr-Sr HS,138,69,65,70,1,4
Souderton Area SD,8,0,0,0,0,0
Souderton Area SHS,496,0,0,0,0,0
South Allegheny HS,125,84,82,84,0,2
South Allegheny SD,1,0,0,0,0,0
South Fayette Township SD,3,0,0,1,1,0
South Fayette Twp HS,262,228,228,241,13,0
South Middleton SD,1,0,0,0,0,0
South Park SD,1,0,0,0,0,0
South Park SHS,146,94,93,97,3,1
South Philadelphia HS,130,50,42,54,4,8
South Side Area SD,1,0,0,0,0,0
South Side HS,84,43,43,45,2,0
South Western SD,53,8,8,8,0,0
South Western SHS,292,168,164,175,7,4
South Williamsport Area JSHS,102,58,58,61,3,0
Southeast Delco SD,6,0,0,0,0,0
Southeastern Greene SD,7,2,2,2,0,0
Southern Columbia Area SD,8,0,0,0,0,0
Southern Columbia HS,106,73,73,73,0,0
Southern Fulton JSHS,45,19,19,19,0,0
Southern Huntingdon Co HS/MS,67,33,31,34,1,2
Southern Lehigh SD,4,3,3,3,0,0
Southern Lehigh SHS,264,207,206,212,5,1
Southern York County SD,10,0,0,0,0,0
Southmoreland SD,2,0,0,0,0,0
Southmoreland SHS,119,62,62,62,0,0
Spectrum CS,5,0,0,0,0,0
Spring Grove Area HS,285,159,154,164,5,5
Spring Grove Area SD,4,0,0,0,0,0
Springdale JSHS,69,50,47,50,0,3
Springfield HS,336,282,282,287,5,0
Springfield SD,3,1,1,1,0,0
Springfield Township SD,5,0,0,0,0,0
Springfield Twp HS,177,119,119,120,1,0
Spring-Ford Area SD,7,2,2,3,1,0
Spring-Ford SHS 9-12 Ctr,618,535,535,545,10,0
St Marys Area SHS,135,78,78,83,5,0
State College Area HS,582,429,429,432,3,0
Steel Valley SD,3,0,0,3,3,0
Steel Valley SHS,86,47,47,47,0,0
Steelton-Highspire HS,50,28,27,30,2,1
Steelton-Highspire SD,9,3,3,4,1,0
STEM at Showalter,83,62,59,65,3,3
Sto-Rox JSHS,73,34,34,38,4,0
Strath Haven HS,301,250,247,250,0,3
Strawberry Mansion HS,2,0,0,0,0,0
Stroudsburg HS,363,164,164,164,0,0
Sugar Valley Rural CS,37,21,18,23,2,3
Sullivan Co JSHS,30,16,16,18,2,0
Sun Valley HS,260,188,188,188,0,0
Susq-Cyber CS,25,9,7,15,6,2
Susquehanna Community JSHS,43,27,25,27,0,2
Susquehanna Community SD,13,2,2,2,0,0
Susquehanna Township SD,9,2,2,2,0,0
Susquehanna Twp HS,159,101,98,106,5,3
Susquehannock HS,249,170,162,176,6,8
Susquenita HS,80,44,44,44,0,0
Susquenita SD,1,0,0,0,0,0
Swenson Arts & Technology HS,131,78,70,89,11,8
Tacony Academy CS,83,54,54,56,2,0
Tacony Academy CS,2,0,0,0,0,0
Tamaqua Area SHS,134,121,119,124,3,2
TECH Freire CS,97,64,62,88,24,2
The Linc,29,15,14,19,4,1
The New Academy CS,19,5,5,5,0,0
The Science Leadership Academy at Beeber,105,72,71,73,1,1
The SD of Philadelphia Virtual Academy,121,41,33,44,3,8
The U School: Innovative Lab,31,14,14,15,1,0
The Workshop School,42,17,17,17,0,0
Thomas Jefferson HS,231,156,155,157,1,1
Tidioute Community CS,17,10,9,10,0,1
Titusville SHS,114,49,41,54,5,8
Towanda Area JSHS,89,37,37,40,3,0
Tredyffrin-Easttown SD,27,8,8,9,1,0
Trinity SHS,243,144,141,146,2,3
Tri-Valley JSHS,65,42,42,42,0,0
Tri-Valley SD,1,0,0,0,0,0
Troy Area JSHS,88,43,43,46,3,0
Truman SHS,391,215,215,215,0,0
Tulpehocken Area SD,2,0,0,0,0,0
Tulpehocken JSHS,103,46,46,48,2,0
Tunkhannock HS,164,81,73,82,1,8
Turkeyfoot Valley Area JSHS,22,7,7,10,3,0
Turkeyfoot Valley Area SD,1,0,0,0,0,0
Tussey Mountain HS,77,29,28,32,3,1
Twin Valley HS,248,180,168,180,0,12
Twin Valley SD,27,0,0,0,0,0
Tyrone Area HS,125,65,60,76,11,5
Union Area HS,44,28,28,30,2,0
Union Area SD,2,0,0,0,0,0
Union City HS,81,29,29,30,1,0
Union HS,40,18,17,19,1,1
Union SD,3,0,0,0,0,0
Uniontown Area SD,1,0,0,0,0,0
Uniontown Area SHS,145,80,71,85,5,9
Unionville HS,348,312,312,321,9,0
Unionville-Chadds Ford SD,2,0,0,0,0,0
United JSHS,75,39,38,39,0,1
United SD,4,0,0,0,0,0
Universal Audenried CS,74,30,30,30,0,0
Upper Adams SD,6,0,0,0,0,0
Upper Darby SD,6,0,0,0,0,0
Upper Darby SHS,924,666,666,666,0,0
Upper Dauphin Area HS,76,31,29,36,5,2
Upper Dublin HS,331,304,302,304,0,2
Upper Dublin SD,1,0,0,0,0,0
Upper Merion Area SD,17,2,2,2,0,0
Upper Merion HS,271,218,216,219,1,2
Upper Moreland HS,251,179,177,179,0,2
Upper Moreland Township SD,2,0,0,0,0,0
Upper Perkiomen HS,230,140,137,140,0,3
Upper Perkiomen SD,2,0,0,0,0,0
Upper Saint Clair HS,324,294,294,301,7,0
Upper St. Clair SD,6,0,0,0,0,0
Urban Pathways 6-12 CS,32,24,22,24,0,2
Urban Pathways 6-12 CS,1,1,1,1,0,0
Valley JSHS,93,53,53,59,6,0
Valley View HS,198,119,119,121,2,0
Vaux HS: A Big Picture School,94,67,60,72,5,7
Wallenpaupack Area HS,248,152,147,152,0,5
Warren Area HS,166,79,77,83,4,2
Warrior Run HS,105,56,54,59,3,2
Warrior Run SD,1,0,0,0,0,0
Warwick SHS,324,204,179,204,0,25
Washington George HS,263,147,135,158,11,12
Washington HS,81,31,31,39,8,0
Washington SD,2,0,0,0,0,0
Wayne Highlands SD,9,3,3,3,0,0
Waynesboro Area SD,15,0,0,0,0,0
Waynesboro Area SHS,296,156,155,167,11,1
Waynesburg Central HS,128,72,72,77,5,0
Weatherly Area SD,2,0,0,0,0,0
Weatherly Area SHS,25,17,17,17,0,0
Wellsboro Area HS,106,51,50,52,1,1
West Allegheny SHS,274,217,214,226,9,3
West Branch Area HS,80,32,32,32,0,0
West Chester Area SD,20,1,1,2,1,0
West Chester Bayard Rustin HS,306,272,264,279,7,8
West Chester East HS,298,267,262,271,4,5
West Chester Henderson HS,353,308,304,313,5,4
West Forest JSHS,15,10,10,10,0,0
West Greene JSHS,46,28,28,30,2,0
West Middlesex Area JSHS,68,36,33,37,1,3
West Mifflin Area HS,200,123,121,126,3,2
West Mifflin Area SD,4,0,0,0,0,0
West Perry SHS,154,81,79,83,2,2
West Philadelphia HS,76,35,33,38,3,2
West Scranton HS,273,106,105,127,21,1
West Shamokin JSHS,64,43,42,43,0,1
West Shore SD,4,0,0,1,1,0
West Side CTC,96,25,25,26,1,0
West York Area HS,209,111,106,114,3,5
West York Area SD,20,0,0,0,0,0
Western Beaver Co JSHS,48,37,36,38,1,1
Western Beaver County SD,3,0,0,0,0,0
Western Wayne HS,142,92,92,95,3,0
Westinghouse Arts Academy CS,49,22,22,24,2,0
Westmont Hilltop JSHS,135,86,86,89,3,0
Whitehall HS,385,260,244,260,0,16
Whitehall-Coplay SD,4,1,1,1,0,0
Widener Memorial Sch,10,0,0,0,0,0
Wilkes-Barre Area HS,487,247,231,247,0,16
Wilkes-Barre Area SD,29,2,2,2,0,0
Wilkes-Barre Area SD STEM Academy,20,20,20,20,0,0
Wilkinsburg Borough SD,1,0,0,0,0,0
William Allen HS,568,274,267,289,15,7
William Penn SD,4,0,0,0,0,0
William Penn SHS,228,98,98,98,0,0
William Tennent HS,456,316,298,316,0,18
Williams Valley JSHS,58,23,21,23,0,2
Williamsburg Community JSHS,31,19,19,20,1,0
Williamson SHS,79,31,31,33,2,0
Williamsport Area SD,4,0,0,0,0,0
Williamsport Area SHS,310,0,0,0,0,0
Wilmington Area HS,74,53,49,55,2,4
Wilson Area HS,169,120,120,124,4,0
Wilson Area SD,5,0,0,0,0,0
Wilson HS,467,301,301,312,11,0
Wilson SD,10,0,0,0,0,0
Windber Area HS,93,65,63,68,3,2
Windber Area SD,1,0,0,0,0,0
Wissahickon SD,3,0,0,0,0,0
Wissahickon SHS,350,305,305,306,1,0
Woodland Hills HS,224,129,127,147,18,2
Wyalusing Valley JSHS,88,33,32,39,6,1
Wyoming Area SD,2,0,0,0,0,0
Wyoming Area Sec Ctr,174,136,136,136,0,0
Wyoming Valley West SD,14,0,0,0,0,0
Wyoming Valley West SHS,328,175,175,181,6,0
Wyomissing Area JSHS,145,127,122,128,1,5
York Academy Regional CS,13,13,12,13,0,1
York City SD,1,0,0,0,0,0
York Co School of Technology,406,132,132,150,18,0
York Suburban SD,33,3,3,4,1,0
York Suburban SHS,211,150,150,152,2,0
Yough SD,4,0,0,0,0,0
Yough SHS,155,79,79,84,5,0
Youngsville MS/HS,32,10,10,14,4,0
Youth Build Phila CS,94,11,11,13,2,0
