name,graduation_count,college_bound,two_or_four_year_college_or_university,total_postsecondary_bound,non_degree_granting_postsecondary_school,specialized_associate_degree_granting_institution
,418,185,168,194,9,17
,20,16,12,16,0,4
,41,25,25,33,8,0
,113,70,65,75,5,5
,40,4,4,8,4,0
,163,99,96,109,10,3
,166,113,107,116,3,6
,43,26,26,26,0,0
,67,19,19,19,0,0
,80,46,46,51,5,0
,73,37,34,42,5,3
,105,58,58,60,2,0
,78,50,50,52,2,0
,61,36,33,36,0,3
,1050,599,575,643,44,24
,347,142,121,153,11,21
,347,142,121,153,11,21
,16,14,14,14,0,0
,579,276,273,280,4,3
,332,207,193,211,4,14
,740,381,379,389,8,2
,383,196,196,196,0,0
,2050,1074,1055,1090,16,19
,198,72,70,74,2,2
,629,495,492,513,18,3
,332,245,245,250,5,0
,367,307,306,312,5,1
,361,315,313,317,2,2
,62,57,57,57,0,0
,766,675,674,682,7,1
,219,188,188,189,1,0
,355,311,304,313,2,7
,508,2,2,2,0,0
,1043,807,804,813,6,3
,428,361,358,369,8,3
,234,161,154,162,1,7
,204,112,95,117,5,17
,533,0,0,0,0,0
,171,141,141,141,0,0
,603,497,487,508,11,10
,324,291,285,292,1,6
,332,254,253,256,2,1
,232,161,157,164,3,4
,232,151,144,152,1,7
,347,308,308,309,1,0
,480,173,160,198,25,13
,8960,6084,5997,6190,106,87
,150,102,102,102,0,0
,150,102,102,102,0,0
,93,80,80,81,1,0
,195,124,124,128,4,0
,1030,706,689,719,13,17
,141,113,112,113,0,1
,648,401,399,409,8,2
,362,305,301,306,1,4
,451,300,299,326,26,1
,117,75,75,80,5,0
,169,116,116,119,3,0
,165,102,102,104,2,0
,3371,2322,2297,2385,63,25
,79,38,35,42,4,3
,171,67,65,70,3,2
,122,63,62,71,8,1
,150,71,70,72,1,1
,199,79,76,81,2,3
,126,58,58,71,13,0
,847,376,366,407,31,10
,51,33,33,33,0,0
,70,40,40,42,2,0
,121,58,58,60,2,0
,162,86,85,89,3,1
,404,217,216,224,7,1
,83,8,8,9,1,0
,47,32,32,39,7,0
,88,63,61,69,6,2
,140,69,69,84,15,0
,77,51,51,59,8,0
,69,41,40,45,4,1
,131,0,0,0,0,0
,94,0,0,0,0,0
,90,73,73,81,8,0
,112,61,54,69,8,7
,122,80,80,86,6,0
,144,9,9,10,1,0
,129,67,67,80,13,0
,139,88,88,100,12,0
,53,46,46,50,4,0
,76,57,57,65,8,0
,108,94,94,97,3,0
,73,73,73,73,0,0
,100,75,71,78,3,4
,105,71,71,76,5,0
,95,59,59,69,10,0
,178,167,167,167,0,0
,189,144,138,151,7,6
,170,98,96,115,17,2
,257,213,189,215,2,24
,107,67,67,78,11,0
,183,0,0,0,0,0
,126,96,96,114,18,0
,8065,4690,4279,4961,271,411
,98,0,0,0,0,0
,108,58,58,69,11,0
,142,69,69,70,1,0
,94,61,57,64,3,4
,85,61,61,61,0,0
,11877,6841,6380,7304,463,461
,222,152,144,166,14,8
,321,206,203,214,8,3
,543,358,347,380,22,11
,16,8,8,8,0,0
,55,30,30,37,7,0
,24,9,9,11,2,0
,34,16,16,16,0,0
,28,14,14,18,4,0
,157,77,77,90,13,0
,191,114,113,128,14,1
,65,35,32,35,0,3
,75,37,36,38,1,1
,10,2,2,2,0,0
,166,88,88,91,3,0
,129,60,59,60,0,1
,187,94,94,103,9,0
,72,39,39,44,5,0
,79,43,39,44,1,4
,147,108,101,109,1,7
,63,38,38,40,2,0
,74,42,41,42,0,1
,1258,700,682,736,36,18
,131,34,34,37,3,0
,180,116,112,117,1,4
,311,150,146,154,4,4
,42,30,25,30,0,5
,66,43,43,46,3,0
,65,26,25,28,2,1
,76,35,32,39,4,3
,69,37,37,37,0,0
,17,7,7,7,0,0
,37,13,13,13,0,0
,19,14,14,14,0,0
,168,91,87,98,7,4
,19,8,7,9,1,1
,78,53,52,55,2,1
,656,357,342,376,19,15
,39,23,23,24,1,0
,39,23,23,24,1,0
,63,33,33,33,0,0
,76,37,37,39,2,0
,52,32,32,32,0,0
,93,56,52,57,1,4
,65,35,35,37,2,0
,47,27,27,28,1,0
,396,220,216,226,6,4
,120,57,57,57,0,0
,125,57,57,65,8,0
,97,50,50,53,3,0
,342,164,164,175,11,0
,159,113,113,115,2,0
,157,67,64,69,2,3
,316,180,177,184,4,3
,88,48,48,52,4,0
,125,63,47,67,4,16
,133,53,53,55,2,0
,117,52,49,68,16,3
,56,30,22,32,2,8
,519,246,219,274,28,27
,21,10,10,13,3,0
,292,158,152,177,19,6
,313,168,162,190,22,6
,36,13,13,19,6,0
,82,41,37,41,0,4
,81,29,29,41,12,0
,63,45,43,45,0,2
,71,42,42,44,2,0
,390,273,263,281,8,10
,104,59,54,60,1,5
,74,43,37,46,3,6
,65,35,34,39,4,1
,127,68,56,69,1,12
,293,257,257,263,6,0
,198,114,112,117,3,2
,247,161,156,167,6,5
,106,39,34,39,0,5
,1937,1219,1167,1271,52,52
,168,102,102,108,6,0
,124,79,79,81,2,0
,292,181,181,189,8,0
,155,90,84,92,2,6
,138,111,105,114,3,6
,147,36,33,37,1,3
,295,235,230,237,2,5
,20,7,7,8,1,0
,288,193,187,200,7,6
,167,116,108,117,1,8
,407,290,289,299,9,1
,66,37,34,38,1,3
,289,161,152,168,7,9
,92,53,49,59,6,4
,50,0,0,0,0,0
,130,71,71,75,4,0
,114,51,51,54,3,0
,348,274,271,278,4,3
,319,243,241,251,8,2
,132,66,66,67,1,0
,143,93,92,105,12,1
,3300,2127,2070,2199,72,57
,203,108,108,110,2,0
,70,44,44,44,0,0
,273,152,152,154,2,0
,430,299,286,309,10,13
,495,336,336,365,29,0
,228,115,114,120,5,1
,129,70,70,87,17,0
,135,70,70,76,6,0
,46,0,0,0,0,0
,255,155,147,159,4,8
,302,150,144,173,23,6
,161,96,87,102,6,9
,369,195,190,200,5,5
,218,156,148,156,0,8
,263,155,149,159,4,6
,239,130,123,136,6,7
,274,129,127,148,19,2
,372,124,110,125,1,14
,229,142,133,142,0,9
,577,352,352,355,3,0
,255,178,169,188,10,9
,19,19,18,19,0,1
,4996,2871,2773,3019,148,98
,125658,76470,74152,79496,3026,2318
