Cat,AUN,LEA Name,County,Total Local Revenue 6000 ,"Current Real Estate Taxes
6111",Interim Real Estate Taxes 6112,Public Utility Realty Tax 6113,Payment in Lieu State & Local 6114,Payment in Lieu Federal 6115,"Per Capita, Section 679 6120",Current Act 1 Earned Income Tax 6131,Current Act 511 Per Capita Taxes 6141,Current Act 511 Occupation Taxes-Flat Rate 6142,Current Act 511 Local Services Taxes 6143,Current Act 511 Business Privilege Taxes-Flat Rate 6145,Current Act 511 Mechanical Device Taxes-Flat Rate 6146,Current Act 511 Taxes-Other Flat Rate Assessments 6149,Current Act 511 Earned Income Taxes 6151,Current Act 511 Occupation Taxes 6152,Current Act 511 Real Estate Transfer Taxes 6153,Current Act 511 Amusement Taxes 6154,Current Act 511 Business Privilege Taxes 6155,Current Act 511 Mechanical Device Taxes-Percentage 6156,Current Act 511 Mercantile Taxes 6157,Current Act 511 Taxes-Other Proportional Assessments 6159,Earned Income Tax 6161,Liquor Sales Tax 6162,Cigarette Tax 6163,Sales and Use Tax 6164,General Business Taxes 6165,Business Use & Occupancy Tax 6166,Non-Business Income Tax 6167,Real Estate Transfer Tax 6168,Delinquent Taxes 6400,Earnings on Investments 6500,Food Service Revenue 6600,Revenue from LEA Activities 6700,Revenue from Local Gov't Units 6810,State Revenue from Other Public Schools 6821,State Revenue from Other Sources 6829,Federal Revenue from Other PA LEAs  6831,Federal IDEA Revenue Received as Pass Through 6832,Federal ARP Act IDEA Revenue Received as Pass Through for Other PA LEAs 6833,Federal ARP Act IDEA Preschool Revenue Received as Pass Through from Other PA LEAs 6834,Federal COVID Related Revenue Received as Pass Through 6837,Federal COVID Related Revenue Received as Pass Through from Other PA LEAs 6838,Federal Revenue from Other Sources 6839,Other Federal Revenue from Intermediary Sources 6890,Rentals 6910,Contributions from Private Sources 6920,Regular Day School Tuition 6941,Summer School Tuition 6942,Adult Education Tuition 6943,Receipts from Other LEAs in PA - Education 6944,Receipts from Out-of-State LEAs 6945,Receipts From Member Districts – AVTS / Special Program Jointure Only 6946,Other Tuition from Patrons 6949,Transportation Services Provided Other PA LEAs 6961,Other Services Provided Other PA LEAs 6962,All Other Services Provided Other Govt's 6969,Services Provided Other Funds 6970,Revenue from Community Services Activities 6980,Refunds of a Prior Year Expenditure 6991,Energy Efficiency Revenues and Incentives 6992,Other Revenues Not Specified Elsewhere 6999
1.0,105258303.0,North East SD,Erie,11072451.72,8401336.29,,9125.11,,,,,,,,,,,1295310.04,,191577.81,,,,,,,,,,,,,,353225.53,135330.77,,29052.35,,,8769.0,,303253.18,,,,,,,46322.0,,92329.2,,,40777.0,,,,21266.25,,123127.94,,,,,21649.25
1.0,105258503.0,Northwestern SD,Erie,7019795.47,4337889.02,10065.78,5346.93,7672.53,,,,,,,,,,1003691.38,,132864.9,,,,,,,,,,,,,,330295.89,538096.94,,37777.0,,,,,352447.07,,,,,,,63135.0,,,,,24641.32,,,,,,82800.9,,,3647.06,281.17,89142.58
1.0,105259103.0,Union City Area SD,Erie,4394174.09,2562904.92,4350.18,3577.21,913.92,,13874.9,,13874.9,,,,,,608107.78,,65657.87,,,,,,,,,,,,,,397584.16,132355.81,,18056.0,107740.11,,,,256016.46,47700.92,3132.0,,,103970.29,,3995.0,,2016.09,150.0,,,,,1800.0,,,,,28199.0,,4829.47,13367.1
1.0,105259703.0,Wattsburg Area SD,Erie,14364250.62,11493438.36,40704.89,12253.54,7006.47,3736.67,37194.6,,37194.6,,14731.92,,,,1417226.93,,123394.21,,,,,,,,,,,,,,503259.7,4976.77,,21564.48,,,,14461.62,326198.99,,,35901.17,,,,17252.67,,201418.78,,,,,,,,,,,,1084.34,46026.25,5223.66
1.0,101260303.0,Albert Gallatin Area SD,Fayette,15087725.35,8999780.87,,10381.25,8888.29,,27264.7,,27264.7,,28168.87,,,,2210922.58,,283609.94,,,,,,,,,,,,,,1363147.39,569538.49,,42327.0,,,,,823386.3,,,,,76182.83,,404258.67,47339.57,18774.56,840.0,,,,,,,16550.97,,,,105876.88,,23221.49
1.0,101260803.0,Brownsville Area SD,Fayette,7731978.79,5040185.25,,6467.75,7551.22,,11270.4,,11270.4,,17337.95,,,,1021258.5,,96611.38,,,,,,,,,,,,,,735249.86,83424.25,,31541.3,,,,108531.22,432442.0,,,,,,,1300.0,64442.3,,750.0,,,,,,,,,,,39490.78,5688.59,17165.64
1.0,101261302.0,Connellsville Area SD,Fayette,21189320.49,13594553.61,,18352.28,51618.56,,,,,,,,,,3108022.1,,485835.83,,,,,,,,,,,,,,1585728.78,513914.86,,113023.0,,,,,1121687.0,,,,,,,147642.79,13201.03,9181.98,1320.0,,256569.98,,,7540.0,,,,,,79941.65,9699.02,71488.02
1.0,101262903.0,Frazier SD,Fayette,7369789.69,5540260.41,,6659.91,1330.08,,16840.0,,16840.0,,6668.63,,,,933679.6,,82495.27,,,,,,,,,,,,,,377158.33,69926.84,,20247.0,751.03,,,,184410.0,,,,,,,,,10708.88,,,,,,,,,,,,957.0,,100856.71
1.0,101264003.0,Laurel Highlands SD,Fayette,26024806.29,18721684.75,,21960.51,17267.0,,,,,,86107.5,,20215.0,,2665244.45,,399360.23,,,,720529.44,,,,,,,,,,1994816.15,183994.9,,72098.96,,,172064.17,,713162.0,,,,,,,25530.1,64767.78,,,,,,,13269.2,,,,,,77320.43,,55413.72
1.0,101268003.0,Uniontown Area SD,Fayette,19390482.21,13026885.08,,17364.19,52577.64,,30734.53,,37660.2,,72182.73,,,,1563531.61,,390881.08,145248.25,,,510636.0,,,,,,,,,,2116465.05,295072.96,,25975.0,2270.85,155595.75,,,550027.0,,,,,160665.6,,35314.5,15148.0,,1500.0,,122988.21,,,,,,,,,41926.34,,19831.64
1.0,106272003.0,Forest Area SD,Forest,7698143.5,5562127.48,,6589.74,17187.34,647133.75,,,,,12344.41,,,,431442.96,,125141.16,,,,,,,,,,,,,,419250.45,161795.57,,4931.5,,,,,89849.1,21680.71,,,,,,2400.0,77082.24,39406.41,,,30330.9,,,,,,,,,10907.48,,38542.3
1.0,112281302.0,Chambersburg Area SD,Franklin,108956480.0,76379377.0,526623.0,95895.0,114179.0,,,13458562.0,,,274104.0,,,,9613258.0,,2022142.0,,,,,,,,,,,,,,1214715.0,2141222.0,,88755.0,,,,,1893662.0,,,,,,,82814.0,19828.0,,,,398054.0,,,,,10306.0,,,,18472.0,,604512.0
1.0,112282004.0,Fannett-Metal SD,Franklin,3908299.4,2861158.05,8300.38,3344.67,14391.74,,13677.8,,13677.75,,,,,,496648.53,,81604.87,,,,,,,,,,,,,,105441.62,122948.06,,24068.04,,,,,105871.13,,,,,,,,46574.86,400.0,,,,,,,,,,,,6719.39,,3472.51
1.0,112283003.0,Greencastle-Antrim SD,Franklin,31316684.89,24339762.56,98466.69,27250.24,,,,,,,45492.18,,,,3164014.25,,548579.28,,,,,,,,,,,,,,1253916.97,793609.5,,160452.22,,,,74078.87,573768.77,,,,,,,28830.0,82364.42,14724.76,,,,,,,,,28120.47,,,43689.08,15211.57,24353.06
1.0,112286003.0,Tuscarora SD,Franklin,24285721.0,20547713.0,307638.0,20853.0,16775.0,,,,,,,,,,2029685.0,,335324.0,,,,,,,,,,,,,,,496228.0,,52330.0,,,,,381212.0,,,,,,,14430.0,22000.0,,1396.0,,6869.0,,,7800.0,,,,,,5294.0,5561.0,34613.0
1.0,112289003.0,Waynesboro Area SD,Franklin,36854691.42,27565577.56,112265.03,29285.23,43652.66,,,,,-66.0,44083.3,,,,4202808.1,,733960.92,,,,,,,,,,,,,,794444.93,282873.83,,40801.62,,,,181107.29,805211.48,,,,,,,30193.0,150476.9,3596.87,,,1832307.0,,,385.0,,,,,,1726.7,,
1.0,111291304.0,Central Fulton SD,Fulton,6170648.47,4802793.15,,5684.22,15310.76,,12018.6,,12018.6,12034.05,4437.62,,,,739166.76,,72406.69,,,,,,,,,,,,,,194049.96,26481.36,,38346.32,,,,,134477.59,,,,,,1361.11,2304.34,,,,,,,,,57888.35,,,,,4884.91,540.06,34444.02
1.0,111292304.0,Forbes Road SD,Fulton,3099314.0,2176390.0,,2699.0,24457.0,,6242.0,,6902.0,6610.0,,,,,333138.0,,35077.0,,,,,,,,,,,,,,161642.0,127744.0,,10983.0,,,,,61129.0,,,,,,,6150.0,,,,,122628.0,,,,,,,,,,,17523.0
1.0,111297504.0,Southern Fulton SD,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,101301303.0,Carmichaels Area SD,Greene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,101301403.0,Central Greene SD,Greene,17017815.64,13511550.19,,16146.58,49771.38,,,,,,,,,,1487394.84,,265588.9,,,,,,,,,,,,,,559684.92,428119.93,,50576.98,,,,85403.18,364758.92,,,,,,,29587.5,24464.02,3147.76,,,,,,,,,,,,,,141620.54
1.0,101303503.0,Jefferson-Morgan SD,Greene,5681558.56,3798007.02,,,,,,,8708.3,3650.75,,,,,665801.78,,75526.01,,,,,,,,,,,,,,500070.71,39037.38,,28475.21,,4772.0,,,217042.0,,,,,,,,,,,,,,,,,,,,,,,340467.4
1.0,101306503.0,Southeastern Greene SD,Greene,3281302.29,2191422.22,,2972.44,5914.41,,,,,,4593.08,,,,478138.04,,56482.49,38679.25,,,,,,,,,,,,,242221.1,209516.67,,29265.59,,,4024.0,,1998.0,,,,,,,14150.0,,100.0,,,,,,,,,,,,1825.0,,
1.0,101308503.0,West Greene SD,Greene,11173632.0,8261215.41,,8991.01,9286.63,,,,,,,,,,539980.85,,316427.9,,,,,,,,,,,,,,248194.19,1002228.6,,695.0,,4208.0,,,178130.0,,,,,,,326355.44,44700.8,,,,14996.42,,,,,,,,,26680.94,,191540.81
1.0,111312503.0,Huntingdon Area SD,Huntingdon,15913578.52,10111438.2,,12914.31,84731.69,,36137.94,1606474.1,38620.35,,41043.08,,,,1606481.59,,316072.02,,,,,,,,,,,,,,1204058.6,226939.2,,66542.8,,,,,473417.22,,,,,,,2377.17,,9750.0,800.0,,2890.68,,,,,,,,,,,72889.57
1.0,111312804.0,Juniata Valley SD,Huntingdon,5048963.54,2678926.71,,4097.05,36775.95,,13335.9,778963.85,13335.9,,,,,,612043.07,,76401.94,,,,,,,,,,,,,,341557.53,238389.07,,40309.94,,,,,135451.29,,,,,,,700.0,10074.32,12318.42,1200.0,,,,,,,6935.0,,,,25281.66,,22865.94
1.0,111316003.0,Mount Union Area SD,Huntingdon,5751212.07,3731398.76,,5005.64,52317.34,,19341.85,,19340.6,,,,,,938084.06,,121823.13,,,,,,,,,,,,,,388358.19,54872.79,,49242.0,,,,,281043.35,,,,,,,8366.32,,,,,,,,,3873.58,,,,,,,78144.46
1.0,111317503.0,Southern Huntingdon County SD,Huntingdon,6095864.76,3784311.85,,4999.28,27421.49,,13953.45,,13953.45,,,,,,912119.55,,179255.06,,,,,,,,,,,,,,414486.98,246201.92,,65297.0,,,,3282.0,244514.03,,,,,,,2955.0,,,2800.0,,91025.84,,,,,,,,,77350.13,1566.69,10371.04
1.0,128323303.0,Homer-Center SD,Indiana,7189873.85,5065166.86,,6389.36,,,,,,,7848.58,,,,1216815.39,,65292.07,,,,,,,,,,,,,,305907.54,121862.43,,22493.0,,4312.28,,,161815.0,,,,,,,,,,,,,,,,,,,,,154596.65,,57374.69
1.0,128323703.0,Indiana Area SD,Indiana,35505382.25,27031404.39,,32427.53,199635.62,,,,,,,,,,4542965.36,,474440.75,,,,,,,,,,,,,,1350225.14,412856.55,,102453.2,,376000.0,,,446124.0,,,,,1236.45,,11460.0,109141.55,,22265.0,,269357.94,,,50.0,,,,,,62062.28,17084.28,44192.21
1.0,128325203.0,Marion Center Area SD,Indiana,8663337.81,5625750.41,,7638.32,4827.96,,,,,,,,,,1807524.5,,111333.63,,,,,,,,,,,,,,370153.54,380288.97,,25054.0,,,,,265326.0,,,,,,,1062.0,4348.48,,,,14097.46,,,,,,,,7478.0,38454.54,,
1.0,128326303.0,Penns Manor Area SD,Indiana,5543018.17,3751813.74,,4996.01,956.24,,13865.2,,13859.7,,,,,,922798.26,,58410.29,,,,,,,,,,,,,,373672.88,18594.13,,23907.0,,,,,172242.0,,,,,,,45.0,,,,,37700.71,,,,,,,,3206.85,99999.12,,46951.04
1.0,128327303.0,Purchase Line SD,Indiana,4355948.05,2242279.32,,3217.97,13407.83,,17113.25,,17113.25,,7897.68,,,,895565.74,,97414.61,,,,,,,,,,,,,,293456.08,251786.56,,20702.0,,184000.0,,9526.37,194901.0,,,,,,,,52957.72,,4080.0,,,,,,,,,,,40836.45,,9692.22
1.0,128321103.0,River Valley SD,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,128328003.0,United SD,Indiana,6574300.4,3977100.18,,5635.23,9242.84,,18580.8,,18580.8,,5890.32,,,,1381308.49,,67518.28,,,,,,,,,,,,,,425285.47,378619.21,,25300.25,,,,,185221.09,,,,,,,,,,,,,,,,,,,,,15629.0,,60388.44
1.0,106330703.0,Brockway Area SD,Jefferson,4786501.79,2876387.54,456.89,4138.07,26250.15,,16321.1,,17550.6,,13021.21,,,,848363.16,197523.65,104466.85,,,,,,,,,,,,,,220879.56,191452.0,,18599.0,,,,,161317.13,,,,,,,7200.0,58479.59,,,,,,,,,,,,,,,24095.29
1.0,106330803.0,Brookville Area SD,Jefferson,10410988.05,6882975.0,,8830.46,27339.13,,,,,,34582.45,,,,1301390.12,222872.4,434113.64,,,,,,,,,,,,,,720345.72,399879.67,,45815.5,,,,10064.54,279013.54,,,,,,,9415.0,19701.14,,3240.0,,6940.97,,,,,,,,,,,4468.77
1.0,106338003.0,Punxsutawney Area SD,Jefferson,12688846.15,7522514.25,,10866.46,16400.07,,47600.5,,47600.5,,,,,,2147797.63,439407.4,326485.82,,,,,,,,,,,,,,799835.93,439082.52,,34218.0,,,,,487259.93,,,,,,,5839.3,49492.0,,8900.0,,18274.26,,,,,,,,,72600.53,,214671.05
1.0,111343603.0,Juniata County SD,Juniata,20532068.16,15482733.07,47124.78,17485.39,48100.67,,68838.53,,69221.4,138326.6,,,,,2778025.08,,463869.36,72048.55,,,,,,,,,,,,,430840.45,114034.18,,71919.0,,,,,532600.33,,,,,,,3500.0,-1665.65,,,,,,,,,,,,,,,195066.42
1.0,119350303.0,Abington Heights SD,Lackawanna,36177551.0,27612975.62,,32285.98,12829.4,,,,,,51824.55,,,,5145985.61,,704363.64,,,,,,,,,,,,,,927782.81,656005.1,,243856.74,,,,7360.45,581692.67,115376.5,,,,,,25010.0,,,720.0,,,,,120.0,,,,,,25213.26,,34148.67
1.0,119351303.0,Carbondale Area SD,Lackawanna,9708384.77,5832794.32,,7198.53,61869.0,,,,,6190.0,,,,,1160769.29,,433748.05,,,,,,,,,,,,,,536884.01,49252.27,,,399202.5,,,,474382.9,,,,,,,,,,,,16543.05,,,,,,,,,673893.08,,55657.77
1.0,119352203.0,Dunmore SD,Lackawanna,14438178.44,10728562.0,,12261.27,18740.07,,,,,40306.95,,,,,2166042.87,,292279.0,,,,,,,,,,,,,,429543.11,202916.79,,65897.1,,,,,280373.69,607.0,,,,,,,163908.86,,,,23400.0,,,,,,,,,13339.73,,
1.0,119354603.0,Lakeland SD,Lackawanna,13399543.34,10033582.7,,,12221.85,,,,,,17258.35,,,,1763035.99,,239488.69,,,,,,,,,,,,,,796726.61,142530.53,,35902.76,,,,32147.35,241166.54,,,,,,,7000.0,34929.0,,,,,,,,,,,,,30827.53,,12725.44
1.0,119355503.0,Mid Valley SD,Lackawanna,20963797.59,16037291.19,,18125.49,,,,,,,54644.69,,,,2132721.42,,383132.65,,,,,,,,,,,,,,475512.23,168009.16,,20165.77,,,,7918.4,390001.5,,,,,,,19055.0,169856.6,,,,,,,,,,,,,1057579.83,,29783.66
1.0,119356503.0,North Pocono SD,Lackawanna,38305722.08,30628535.99,,34547.06,52770.57,,,,,,,,,,3408964.91,,657881.69,,,,,,,,,,,,,,2316499.98,427817.07,,,,,,,594235.39,1199.93,,,,,,,,,,,,,,,,,,,,71116.68,,112152.81
1.0,119356603.0,Old Forge SD,Lackawanna,9324308.49,6649994.23,,7560.08,,,,,,,10666.56,,,,1232140.66,,147710.87,,,,,,,,,,,,,,783877.55,138737.74,,26540.0,,,,,288358.63,,,,,,,,,,5658.0,,,,,,,,,,,,,33064.17
1.0,119357003.0,Riverside SD,Lackawanna,17649603.29,13481126.97,,16015.16,365.62,,,,,,42559.66,,,,1794566.19,,1104117.44,,,,,83020.0,,,,,,,,,519476.0,34953.0,,31224.0,,,,,324317.0,,,,,,,,54966.0,,470.0,,,,,,,,,,33735.25,,,128691.0
1.0,119357402.0,Scranton SD,Lackawanna,71423035.7,45706350.29,,61603.12,95214.04,,,,,168812.21,,,,,14021902.61,,1413687.55,,1385336.14,,,233912.94,,,,,,,,,4931414.48,363517.19,,58133.35,,,,,2284616.0,,,,,,,70214.41,7215.0,,33037.0,,286322.87,,,,,,,,,,,301746.5
1.0,119358403.0,Valley View SD,Lackawanna,21418075.0,16352963.0,,17053.0,285855.0,,,,,48636.0,,,,,2703771.0,,310074.0,,,,,,,,,,,,,,916326.0,160460.0,,85068.0,,,,,433350.0,,,,,,,6358.0,59645.0,,3785.0,,29880.0,,,,,,,,,,1358.0,3493.0
1.0,113361303.0,Cocalico SD,Lancaster,44442810.2,36133587.46,236308.58,38567.76,478.49,,,,,,,,,,4397788.13,,571419.55,,,,,,,,,,,,,,556149.06,1265309.74,,74789.55,,89475.69,,149507.21,739262.0,91112.23,,,,,,26158.75,7259.93,,4287.5,,12463.49,,,,,,,,,7072.86,9000.0,32812.22
1.0,113361503.0,Columbia Borough SD,Lancaster,13348885.55,10000362.36,31009.04,11580.07,15366.16,,,,,,13582.81,,,,1193144.24,,245509.72,,,,,,,,,,,,,,477458.12,540769.53,,29003.12,,,,30697.85,454775.0,48783.59,,,,,,23360.3,146440.34,,,,34965.39,,,,,,,,,12577.18,,39500.73
1.0,113361703.0,Conestoga Valley SD,Lancaster,62937388.61,50695670.71,127903.02,53216.28,,,,,,,275884.55,,,,5935810.76,,1484054.76,348867.0,,,,,,,,,,,,,555472.75,1178498.81,,106689.27,,,,,821574.0,99068.0,,,,68951.77,,128359.69,341162.98,17920.57,,,23078.08,33879.78,,,23621.4,,37085.0,,,80476.38,1094.42,499048.63
1.0,113362203.0,Donegal SD,Lancaster,37239422.8,30283560.08,171166.27,33030.77,,,,,,,45835.81,,,,3741722.19,,607837.35,,,,,,,,,,,,,,306926.33,874666.81,,37499.97,,,,150542.15,574969.0,75200.89,,,,,,18463.75,2000.0,,,,100393.32,,,,,,,,,152642.3,2456.96,60508.85
1.0,113362303.0,Eastern Lancaster County SD,Lancaster,47873389.12,36087625.95,239996.98,39028.4,198147.55,,,,,,179942.15,,,,5231686.56,,791947.77,,,,,,,,,,,,,,448640.39,1053653.25,,85712.49,,,,8917.64,594926.0,68896.3,,,,,,32352.82,26550.0,,-3420.0,,2350472.12,,,,23031.0,367431.96,,,,22472.45,1227.95,24149.39
1.0,113362403.0,Elizabethtown Area SD,Lancaster,51293540.18,40817492.09,234173.52,42555.36,997989.0,,,,,,,,,,5090717.52,,1085678.58,,,,,,,,,,,,,,411921.21,541983.12,,170445.22,,19754.63,,79485.22,776335.0,156298.0,,,,,59750.06,36806.41,36110.64,,,,484743.94,,,,,,,,,44093.18,,207207.48
1.0,113362603.0,Ephrata Area SD,Lancaster,54308371.92,43865414.36,151665.72,46018.7,123181.39,,81574.57,,81574.58,,,,,,5354196.7,,876350.58,,,,,,,,,,,,,,738527.27,1376052.14,,67845.0,,,,36463.82,1113944.0,,,,,,,33478.0,22977.81,,22155.0,,70279.59,,,,127527.26,,,,12228.0,36270.28,,70647.15
1.0,113363103.0,Hempfield SD,Lancaster,102042729.95,83137814.37,953754.79,84253.17,40000.0,,,,,,,,,,9298090.63,,2068889.26,,,,,,,,,,,,,,725845.51,1758628.52,,233699.77,53211.37,,,133666.95,1756236.4,,,,,,130099.79,127934.5,145664.42,,64650.0,,65392.72,,,30490.0,595527.16,,115107.73,,,210711.42,23083.46,289978.01
1.0,113363603.0,Lampeter-Strasburg SD,Lancaster,44523010.04,37776719.63,238474.01,39291.06,,,,,,,,,,,3955766.07,,744247.23,,,,,,,,,,,,,,482823.14,220099.9,,106941.04,,,,,521740.0,64243.82,,,,,258200.89,32776.75,,31480.59,3716.0,,,,,,,,,,,,,46489.91
1.0,113364002.0,Lancaster SD,Lancaster,102323859.0,75099862.0,77182.0,82726.0,1537033.0,,,,,,221472.0,,,,9878564.0,,2377631.0,,,,,,,,,,,,,,2780371.0,1794368.0,,77317.0,,,,,2583342.0,87117.0,,,,5089.0,,622579.0,1030245.0,-149360.0,500.0,,2482745.0,,,,,,,,,1483388.0,22837.0,228851.0
1.0,113364403.0,Manheim Central SD,Lancaster,45094753.52,35764132.61,187082.56,38078.93,227981.71,,,,,,,,,,4557679.48,,817595.54,,,,,,,,,,,,,,765570.07,1368157.6,,99559.91,,,,164147.23,533323.95,69197.05,,,,,,4830.0,,,,,245409.98,,,,,,,,,,,252006.9
1.0,113364503.0,Manheim Township SD,Lancaster,87503461.18,70456510.47,464920.71,77031.38,267653.7,,,,,,300041.98,,,,9619041.21,,1639978.84,,,,,,,,,,,,,,506189.08,1781388.22,,171241.73,,,,91056.87,1034140.0,126086.68,,,,,,313070.61,150590.22,,58627.42,,113953.97,,,,36592.2,,,,,89076.13,109695.81,96573.95
1.0,113365203.0,Penn Manor SD,Lancaster,66918398.21,54395029.06,273986.18,57525.69,204486.67,,,,,,,,,,6677089.35,,960790.11,,,,,,,,,,,,,,813158.09,1396782.52,,69321.2,,,,172471.55,1091890.69,134191.0,,,,,,56733.89,6180.75,,300.0,,148258.31,,,,,,,,,1983.17,,458219.98
1.0,113365303.0,Pequea Valley SD,Lancaster,33593575.51,26724816.1,249113.33,28224.85,,,,,,,,,,,3362576.5,,518357.33,,,,,,,,,,,,,,815460.56,1048060.03,,120547.09,,,,23246.76,433042.64,,,,,,,39887.5,15565.37,,600.0,,120349.58,,,,,60280.68,,,,,14796.68,18650.51
1.0,113367003.0,Solanco SD,Lancaster,41664492.3,28356306.85,258702.99,34505.01,109.2,,,,,,,,,,9601699.46,,791499.03,,,,,,,,,,,,,,484795.7,685836.27,,62903.68,,10000.0,,128212.21,814631.59,174002.0,,,,,,105073.02,77477.93,,,,,,,,,,,,,2130.0,,76607.36
1.0,113369003.0,Warwick SD,Lancaster,57822448.05,45434441.11,257891.65,51090.33,202314.35,,,,,,,,,,7361934.65,,1099392.31,,,,,,,,,,,,,,449830.83,1526572.99,,123964.39,,,,56172.85,655556.0,77002.37,,,,,,43170.75,306246.84,,,1255.0,153884.72,,,,,,,,,,,21726.91
1.0,104372003.0,Ellwood City Area SD,Lawrence,11272315.05,7542572.82,,,31232.7,,42172.86,,,,16072.18,,,,1657490.14,,182752.96,,,,,,,,,,,,,,677584.09,152716.19,,25680.11,,,,518249.47,355483.0,,,,,,,,,,,,,,,,,,,,,51503.0,,18805.53
1.0,104374003.0,Laurel SD,Lawrence,6652436.27,4438720.5,32690.65,5594.39,2945.19,,,,40032.52,,,,,,1091819.52,,100195.68,,,,,,,,,,,,,,279820.61,248974.24,,41905.56,,,,,120124.63,,,,,,,,,,,,210206.34,,,,30397.07,,,,,982.22,,8027.15
1.0,104375003.0,Mohawk Area SD,Lawrence,8966434.47,6240033.43,45987.34,7910.93,396.96,,25126.6,,25126.6,,,,,,1276177.31,,116858.25,,,,,,,,,,,,,,461720.36,296945.31,,33340.67,,,,,244601.75,,,,,,,32182.7,30990.08,,,,46576.17,,,,792.0,,,,,41067.05,,40600.96
1.0,104375203.0,Neshannock Township SD,Lawrence,15658385.8,12051101.57,,13212.25,196.56,,22830.11,,45660.24,,47321.05,,,,1657060.77,,203723.44,,,,,,,,,,,,,,604124.68,361095.26,,92241.18,,,,137005.54,183076.58,,,,,,,2719.84,13870.1,70376.02,,,7138.46,,,,,128790.24,,,,16515.05,,326.86
1.0,104375302.0,New Castle Area SD,Lawrence,11866731.95,7057986.01,,9502.64,15732.91,,34181.32,,69398.2,,,,,,1741191.61,,209763.25,,,,,,,,,,,,,,763983.25,89230.39,,80164.34,,,,,828686.8,,,,,,,124026.69,60835.2,111238.14,,,312925.07,,,,106784.72,,,,,221403.63,,29697.78
1.0,104376203.0,Shenango Area SD,Lawrence,7307701.38,4916079.99,63151.72,6179.72,,,16831.34,,18290.41,,27262.62,,,,1106797.68,,144442.74,,,,,,,,,,,,,,451036.71,86487.4,,28349.0,,,,,223071.3,,,,,,,72320.99,,10974.61,,,14039.93,,,,,,,,,45497.03,159.7,76728.49
1.0,104377003.0,Union Area SD,Lawrence,4783232.0,3128803.0,,3944.0,,,10804.0,,10804.0,,11393.0,,,,573318.0,,76939.0,,,,,,,,,,,,,,324986.0,13226.0,,34065.0,,,,267379.0,206994.0,,,,,,,,23063.0,3570.0,,,26563.0,,,,9150.0,,,,,57281.0,,950.0
1.0,104378003.0,Wilmington Area SD,Lawrence,9722864.96,7179700.08,47425.5,8532.44,25474.91,,30000.0,,23586.71,,35781.87,,,,1261434.63,,146117.69,,,,,,,,,,,,,,194557.43,181527.09,,39483.0,,,,,241552.86,,,,,,,10242.9,,129749.39,,,,,,,,,,,,71523.15,,96175.31
1.0,113380303.0,Annville-Cleona SD,Lebanon,19616459.76,14171152.85,106601.03,15813.19,,,,,,,,,,,3343757.2,,383436.74,,,,,,,,,,,,,,490766.66,465066.39,,58138.0,,,6028.98,3426.77,322973.0,,,,,,,5754.0,35000.0,1364.4,4600.0,,105759.59,,,,,,,,,49835.4,,46985.56
1.0,113381303.0,Cornwall-Lebanon SD,Lebanon,65751500.36,53507807.21,694499.46,53802.4,77467.61,,,,,,,,,,6018656.95,,1206934.65,,,,,,,,,,,,,,488943.25,1744973.44,,221639.05,,,,,1054638.76,101127.31,,,,,,97898.52,80791.86,,38870.0,,265467.66,,,4988.0,,,5000.0,,20351.75,20250.51,30595.74,16796.23
1.0,113382303.0,Eastern Lebanon County SD,Lebanon,34148152.18,27662763.75,20669.23,29241.24,3253.45,,,,,,,,,,3351200.45,,421775.49,,,,,,,,,,,,,,646457.01,536472.0,,79411.09,,,,4603.9,509294.0,26792.0,,,,14478.07,,7912.75,44516.0,100.0,6020.0,,373527.37,,,,,,,,,81068.68,51824.6,276771.1
1.0,113384603.0,Lebanon SD,Lebanon,26552414.78,17253566.54,79435.45,19968.33,71907.03,,20286.69,,20286.69,20181.66,44677.95,,,,2796449.31,,500905.6,,,,,,,,,,,,,,819585.8,1734002.63,,47131.0,,1152000.0,,152643.53,1277733.0,,,,,,,96410.0,12500.0,184.42,,,,,,,,,422000.0,,,,,10559.15
1.0,113385003.0,Northern Lebanon SD,Lebanon,27716224.48,21662961.12,100203.73,21778.23,30024.04,,32864.1,,32864.1,,,,,,2623561.98,,526409.21,,,,,,,,,,,,,,851871.53,145168.49,,24288.5,,6517.0,,81186.97,713069.0,,,,,,,17902.6,,,,,215607.92,,,,,,,,,608992.0,,20953.96
1.0,113385303.0,Palmyra Area SD,Lebanon,42817777.37,34235932.95,84348.44,35886.08,18947.75,,50638.24,,50646.15,,,,,,4526962.93,,779182.68,,,,,,,,,,,,,,621848.39,721129.25,,194048.65,2685.59,159971.88,250.0,20027.11,853352.1,,,,,,,78213.04,27792.56,,82160.9,,-885.92,,,,,,,,,129288.9,520.71,144828.99
