Cat,AUN,LEA Name,County,"Instruction
1000",Support Services 2000,Operation of Noninstructional Services 3000,Current Expenditures,"Facilities Acquisition, Construction and Improvement Services 4000",Other Expenditures and Financing Uses 5000,Total Expenditures ,Actual Instruction Expense (AIE),"Regular
Programs - Elem/Sec
1100","Special
Programs - Elem/Sec
1200",Vocational Education Programs 1300,Other Instructional Programs - E/S 1400,Nonpublic School Programs 1500,Adult Education Programs 1600,Higher Education Programs for Secondary Students 1700,Pre-Kindergarten 1800,"Support Services -Students
2100",Instructional Staff 2200,Administration 2300,Pupil Health 2400,Business 2500,Operation & Maintenance of Plant Services 2600,Student Transportation Services 2700,Central 2800,Other Support Services 2900
3.0,121393007.0,Lehigh Career & Technical Institute,Lehigh,17613577.98,9529330.23,55146.52,27198054.73,,3327014.38,30525069.11,17609784.65,2149087.96,1377223.66,10546646.75,1372508.83,,2168110.78,,,982050.62,1250540.03,1902255.66,163918.37,854013.84,2402850.27,1517.25,1972184.19,
3.0,118408707.0,West Side CTC,Luzerne,3681622.7,2516552.27,50089.94,6248264.910000001,660287.08,60652.32,6969204.31,4414788.8,1740496.28,,1719256.7,221869.72,,,,,192340.22,48290.26,669721.68,130866.62,315081.8,965450.37,,194801.32,
3.0,118408607.0,Wilkes-Barre Area CTC,Luzerne,6354681.58,3332546.91,44811.35,9732039.84,,805656.4,10537696.24,6733776.85,,,6153881.54,167543.68,,33256.36,,,237362.6,181723.92,665702.12,117290.17,420765.52,1375127.8,,334574.78,
3.0,117414807.0,Lycoming CTC,Lycoming,1336116.93,597747.83,,1933864.7599999998,,30000.0,1963864.76,1260647.73,,,1336116.93,,,,,,32640.0,23002.51,300644.91,,32520.0,161622.0,,47318.41,
3.0,109420107.0,Seneca Highlands Career and Technical Center,McKean,1553121.97,720039.1,,2273161.07,,74.17,2273235.24,1595394.3,134811.39,,1387202.05,31108.53,,,,,,9646.71,318124.49,,74159.48,317206.75,,901.67,
3.0,104435107.0,Mercer County Career Center,Mercer,2602926.0,2356277.92,4293.0,4963496.92,,9268619.46,14232116.38,2317028.29,,,2345676.0,,,257250.0,,,201730.0,232969.59,860078.09,96667.42,274378.33,683756.23,6698.26,,
3.0,111444307.0,Mifflin County Academy of Science and Technology,Mifflin,2986010.0,1281719.0,14205.0,4281934.0,,311501.81,4593435.81,1328281.9,,124060.0,1427169.0,,,1434781.0,,,,,558176.0,26475.0,220573.0,376382.0,,100113.0,
3.0,120454507.0,Monroe Career & Tech Inst,Monroe,5623565.21,3948651.69,22657.06,9594873.96,,1174929.82,10769803.78,6231178.64,480297.73,456628.61,4275667.1,,,410971.77,,,625023.83,395797.54,673062.24,101108.66,389845.68,1265625.6,,498188.14,
3.0,123460957.0,Central Montco Technical High School,Montgomery,4484742.91,3792535.34,23968.09,8301246.34,,1583292.93,9884539.27,6000530.76,,2.0,4444945.23,39795.68,,,,,1026185.5,,984044.44,102126.33,399364.86,1064801.64,,216012.57,
3.0,123463507.0,Eastern Center for Arts & Technology,Montgomery,4506583.09,4821327.43,8612.26,9336522.78,6437.5,250000.0,9592960.28,6072205.09,,472181.07,3182140.76,31199.76,,821061.5,,,623628.8,61483.86,1647165.96,42545.16,523684.53,1071862.01,,850957.11,
3.0,123465507.0,North Montco Tech Career Center,Montgomery,7684652.09,4115118.37,44252.0,11844022.46,391345.0,701206.0,12936573.46,8354428.38,1119129.0,717260.0,5026721.68,252769.51,,568771.9,,,853267.0,78000.7,1300215.0,35926.0,280421.0,1252569.67,,314719.0,
3.0,123469007.0,Western Montgomery CTC,Montgomery,3836375.42,2307048.66,50720.17,6194144.25,,158955.68,6353099.93,4436980.96,96287.6,465747.07,3270500.38,,,3840.37,,,107516.13,,724728.3,60334.35,264633.11,757291.55,99982.77,292562.45,
3.0,120481107.0,Bethlehem AVTS,Northampton,6409357.95,4708339.44,74472.41,11192169.8,,1177197.38,12369367.18,8333615.47,792280.51,561043.4,5056034.04,,,,,,1117649.08,73041.47,827479.51,86757.94,528975.72,1721520.65,,352915.07,
3.0,120483007.0,Career Institute of Technology,Northampton,4243565.37,3430894.06,26122.93,7700582.359999999,5871.37,1106982.96,8813436.69,5430737.5,423083.36,100877.87,3719604.14,,,,,,351157.34,176618.09,692884.16,88466.31,413671.06,1128248.71,12421.64,361274.73,206152.02
3.0,116495207.0,Northumberland County CTC,Northumberland,1225195.7,762840.21,,1988035.91,,26159.39,2014195.3,1263952.36,,,1225195.7,,,,,,,8796.21,333788.31,3863.1,185583.94,228706.86,,2101.79,
3.0,126514007.0,Philadelphia AVTS,Philadelphia,24530987.44,7250968.92,79374.52,31861330.88,,1317.37,31862648.25,19921509.82,19785025.31,,4745962.13,,,,,,791839.29,348698.47,3390478.3,216053.36,236053.77,2013432.02,,254413.71,
3.0,129546907.0,Schuylkill Technology Centers,Schuylkill,4121519.03,3530076.99,37159.3,7688755.319999999,,25158.35,7713913.67,4743873.87,346803.85,416233.61,3308481.57,50000.0,,,,,296718.12,112662.95,778426.16,215355.41,529637.93,1068285.79,528990.63,,
3.0,108567807.0,Somerset County Technology Center,Somerset,3688557.47,2432428.35,14587.33,6135573.15,,88.83,6135661.98,3159391.37,,,2281627.0,,,1406930.47,,,255510.6,145749.48,236979.51,89196.33,226098.24,752723.25,321660.0,279234.06,125276.88
3.0,119584707.0,Susquehanna County CTC,Susquehanna,2909327.71,2472609.87,6544.92,5388482.5,8594.49,84.09,5397161.08,2771214.03,,,2438737.15,,,460100.16,10490.4,,409858.05,247958.3,552173.77,,108584.35,720233.14,410943.65,22858.61,
3.0,116606707.0,SUN Area Technical Institute,Union,3870939.8,2216877.6,7200.56,6095017.96,888562.32,171551.25,7155131.53,5337396.95,112004.59,534634.22,3179792.23,8507.78,,36000.98,,,127998.43,639911.77,507109.41,80140.72,132417.41,705456.13,,23843.73,
3.0,106619107.0,Venango Technology Center,Venango,4571061.09,2117538.73,,6688599.82,,366797.25,7055397.07,3280547.77,,102437.0,3265658.09,,,1202966.0,,,359399.96,165480.9,347975.82,436.84,208602.77,545922.26,419940.84,69779.34,
3.0,101634207.0,Mon Valley CTC,Washington,2102961.68,1348915.84,18091.8,3469969.3200000003,,165310.02,3635279.34,2055826.31,129161.41,105171.18,1867687.94,,,941.15,,,148310.1,25687.28,355530.7,1987.2,106751.07,520923.05,,189726.44,
3.0,101638907.0,Western Area CTC,Washington,3165405.19,1717493.78,36539.84,4919438.81,,420925.43,5340364.24,2812797.72,282413.03,,1837118.87,,,1045873.29,,,222456.56,,524496.98,44915.32,169095.51,646602.77,,109926.64,
3.0,107651207.0,Central Westmoreland CTC,Westmoreland,5416170.22,2652067.95,11697.5,8079935.67,,603665.86,8683601.53,5260679.25,386206.07,270786.43,4408964.74,,,350212.98,,,492558.84,32190.76,1084710.95,1406.21,163172.97,841688.1,,36340.12,
3.0,107652207.0,Eastern Westmoreland CTC,Westmoreland,2510930.45,1566791.83,14376.24,4092098.5200000005,,614.63,4092713.15,2772311.39,,35183.07,2345882.19,112909.48,,16955.71,,,205953.65,48544.94,542941.38,,235101.67,528725.19,5525.0,,
3.0,107656407.0,Northern Westmoreland CTC,Westmoreland,1764832.7,1482991.28,13622.52,3261446.5,304103.0,90.99,3565640.49,2451635.95,155.0,87497.22,1638836.11,,,38344.37,,,191026.44,194504.5,299825.8,,215417.12,581068.87,,1148.55,
3.0,112679107.0,York Co School of Technology,York,18849354.44,9467423.07,643398.23,28960175.740000002,,17043.14,28977218.88,16829184.82,7011857.63,2054134.39,6188453.5,5942.27,,3588966.65,,,1258481.72,419591.37,1778925.99,189339.08,537394.28,2770672.78,1703457.14,809560.71,
4.0,197010542.0,Gettysburg Montessori CS,Adams,1737407.0,939924.0,17662.0,2694993.0,245746.0,121695.0,3062434.0,,1411693.0,325714.0,,,,,,,,112414.0,389868.0,84172.0,84139.0,211977.0,57354.0,,
4.0,141019741.0,Vida CS,Adams,2193790.0,1064700.0,3716.0,3262206.0,,,3262206.0,,2061537.0,132253.0,,,,,,,,69635.0,687480.0,40447.0,92156.0,158662.0,16320.0,,
4.0,102020001.0,City CHS,Allegheny,6756728.0,4283623.0,171544.0,11211895.0,,161754.0,11373649.0,,4800305.0,1955323.0,,,,,1100.0,,657670.0,265367.0,614528.0,75887.0,97764.0,1794520.0,6052.0,539067.0,232768.0
4.0,199025446.0,Environmental CS at Frick Park,Allegheny,8007784.0,7450150.0,324253.0,15782187.0,,5104797.0,20886984.0,,5916925.0,2090859.0,,,,,,,1332510.0,552969.0,2227085.0,185990.0,394894.0,2756702.0,,,
4.0,102023030.0,Manchester Academic CS,Allegheny,4142974.0,3455815.0,454409.0,8053198.0,999021.0,48635.0,9100854.0,,3538948.0,604026.0,,,,,,,185477.0,1126679.0,829313.0,105670.0,512690.0,607545.0,53289.0,35152.0,
4.0,102023217.0,Passport Academy CS,Allegheny,1615544.0,1868089.0,33542.0,3517175.0,,,3517175.0,,1357800.0,257744.0,,,,,,,130190.0,,429557.0,,930066.0,346068.0,32208.0,,
4.0,103022481.0,Penn Hills CS of Entrepreneurship,Allegheny,3394256.88,2779384.06,278520.0,6452160.9399999995,,510782.0,6962942.94,,2866667.0,527589.88,,,,,,,353508.0,149513.0,1603562.06,102264.0,20393.0,483740.0,66404.0,,
4.0,115220003.0,Pennsylvania Distance Learning CS,Allegheny,8447938.0,5443636.0,29544.0,13921118.0,,,13921118.0,,6057187.0,2390751.0,,,,,,,,1625237.0,2316868.0,39579.0,526689.0,935263.0,,,
4.0,160028259.0,Propel CS-Braddock Hills,Allegheny,9332838.0,7089053.0,158316.0,16580207.0,,741.0,16580948.0,,6442456.0,2836265.0,,54117.0,,,,,1151284.0,369175.0,2412904.0,312534.0,17925.0,2400892.0,251011.0,164930.0,8398.0
4.0,103020005.0,Propel CS-East,Allegheny,3814567.0,2657346.0,58001.0,6529914.0,,,6529914.0,,2927236.0,886568.0,,763.0,,,,,283047.0,133481.0,1247381.0,75046.0,6628.0,842093.0,5785.0,63885.0,
4.0,103024952.0,Propel CS-Hazelwood,Allegheny,3000185.0,2577866.0,37570.0,5615621.0,,532896.0,6148517.0,,2272165.0,719927.0,,8093.0,,,,,251833.0,76756.0,1145467.0,82944.0,5985.0,565692.0,22296.0,61256.0,365637.0
4.0,103020002.0,Propel CS-Homestead,Allegheny,5828765.0,5395413.0,77997.0,11302175.0,,24181.0,11326356.0,,4180474.0,1629877.0,,18414.0,,,,,691685.0,229944.0,2692525.0,157087.0,20334.0,1460472.0,41410.0,101956.0,
4.0,103020003.0,Propel CS-McKeesport,Allegheny,3131008.0,2121191.0,41313.0,5293512.0,,6883.0,5300395.0,,2670988.0,459491.0,,529.0,,,,,368277.0,99734.0,632623.0,109251.0,7104.0,813562.0,22648.0,64339.0,3653.0
4.0,103020004.0,Propel CS-Montour,Allegheny,7582451.0,5719873.0,160018.0,13462342.0,,66.0,13462408.0,,5484611.0,2089862.0,,7978.0,,,,,840947.0,222389.0,2125052.0,157744.0,15630.0,2200729.0,4140.0,153242.0,
4.0,103028192.0,Propel CS-Northside,Allegheny,3262290.0,4492144.0,37153.0,7791587.0,,467100.0,8258687.0,,2428731.0,832556.0,,1003.0,,,,,259893.0,156122.0,2528529.0,69743.0,7060.0,1395829.0,7296.0,65517.0,2155.0
4.0,103024162.0,Propel CS-Pitcairn,Allegheny,3546122.0,1589088.0,33470.0,5168680.0,,,5168680.0,,2438115.0,1083222.0,,24785.0,,,,,268962.0,135091.0,488069.0,71215.0,6595.0,494998.0,61282.0,62876.0,
4.0,102027560.0,Provident CS,Allegheny,3651373.45,3207401.96,932.0,6859707.41,19100.0,323667.92,7202475.33,,1686922.63,1959361.11,,5089.71,,,,,546675.31,464561.97,695969.63,163810.48,518238.63,709362.65,51237.78,57545.51,
4.0,103023410.0,Spectrum CS,Allegheny,503824.0,649820.0,,1153644.0,,,1153644.0,,,503824.0,,,,,,,113638.0,1666.0,382634.0,11195.0,27360.0,90940.0,22387.0,,
4.0,102020003.0,The New Academy CS,Allegheny,2125807.0,1910892.0,157273.0,4193972.0,,,4193972.0,,1518010.0,607797.0,,,,,,,,128013.0,861619.0,336126.0,272176.0,142099.0,162861.0,7998.0,
4.0,103023090.0,Urban Academy of Greater Pittsburgh CS,Allegheny,3063114.0,2697780.0,5657.0,5766551.0,,147608.0,5914159.0,,2610924.0,452190.0,,,,,,,,501223.0,1104778.0,92271.0,244744.0,750065.0,4599.0,100.0,
4.0,102023080.0,Urban Pathways 6-12 CS,Allegheny,4005864.0,2633168.0,24484.0,6663516.0,,51833.0,6715349.0,,3328491.0,677373.0,,,,,,,665542.0,153574.0,1151489.0,93349.0,98216.0,449162.0,21836.0,,
4.0,103028246.0,Urban Pathways K-5 College CS,Allegheny,3469196.0,1841551.75,,5310747.75,,20675.0,5331422.75,,2735024.0,734172.0,,,,,,,288615.0,156871.0,1072526.75,9401.0,106385.0,207753.0,,,
4.0,103028425.0,Westinghouse Arts Academy CS,Allegheny,1475029.32,2143747.46,29347.65,3648124.43,,121728.87,3769853.3,,1234692.67,230012.65,,10324.0,,,,,223112.99,8249.44,720785.09,17911.22,175565.55,856560.25,35419.6,52483.44,53659.88
4.0,103020368.0,Young Scholars of Greater Allegheny CS,Allegheny,2136277.0,1281351.0,18324.0,3435952.0,,660.0,3436612.0,,1839333.0,296944.0,,,,,,,500.0,444401.0,441093.0,45704.0,104341.0,245312.0,,,
4.0,103025206.0,Young Scholars of Western Pennsylvania CS,Allegheny,4007578.0,1799138.0,31421.0,5838137.0,410241.0,67419.0,6315797.0,,3578484.0,429094.0,,,,,,,,523257.0,608761.0,56353.0,225821.0,384946.0,,,
4.0,127046517.0,Baden Academy CS,Beaver,4503891.57,2616680.05,10079.76,7130651.38,386614.14,205954.36,7723219.88,,3449200.22,1052457.5,,2233.85,,,,,260486.9,193875.31,723924.16,60110.52,236156.54,906430.28,71167.59,56384.0,108144.75
4.0,127040002.0,Lincoln Park Performing Arts CS,Beaver,5375018.85,4525339.89,311584.72,10211943.459999999,204583.76,1731.16,10418258.38,,5106407.83,239811.02,28800.0,,,,,,274815.23,10648.35,737062.87,109622.05,232586.69,2358566.92,608064.14,193973.64,
4.0,127043430.0,Pennsylvania Cyber CS,Beaver,98853482.54,45468195.1,413608.9,144735286.54000002,7730876.91,,152466163.45,,66418638.54,32357993.74,,76850.26,,,,,11304767.18,4851322.04,7098815.97,800321.12,5073812.76,10952735.3,,5386420.73,
4.0,108057079.0,HOPE for Hyndman CS,Bedford,1131053.0,806595.0,170794.0,2108442.0,,70561.0,2179003.0,,907276.0,159566.0,63646.0,565.0,,,,,30216.0,892.0,413620.0,18892.0,92914.0,250061.0,,,
4.0,114060392.0,I-LEAD Charter School,Berks,2469597.0,4501764.0,272162.0,7243523.0,,38754.0,7282277.0,,1914473.0,554936.0,,188.0,,,,,614587.0,101831.0,1242556.0,93220.0,494282.0,1816232.0,1515.0,137518.0,23.0
4.0,108070001.0,Central PA Digital Learning Foundation CS,Blair,1571984.55,1084941.63,188.85,2657115.03,,,2657115.03,,1124173.58,400294.85,35522.01,11994.11,,,,,113473.24,242885.11,390010.61,2555.68,137390.96,104937.94,,93688.09,
4.0,122093460.0,Bucks County Montessori CS,Bucks,1689316.0,1369492.0,28452.0,3087260.0,45411.0,,3132671.0,,1064951.0,492813.0,,131552.0,,,,,61571.0,170056.0,506546.0,72801.0,75588.0,482930.0,,,
4.0,122090001.0,Center for Student Learning CS at Pennsbury,Bucks,1434257.41,1048413.42,250.0,2482920.83,178706.0,160873.86,2822500.69,,1172936.44,261320.97,,,,,,,127839.58,,500898.27,45906.36,181128.14,136344.55,56296.52,,
4.0,122093140.0,School Lane CS,Bucks,10721133.48,7813718.96,94435.11,18629287.55,,6628830.5,25258118.05,,7187558.17,3526897.83,,6677.48,,,,,675779.37,334035.55,1892722.84,298097.32,873983.23,3722630.41,301.98,16168.26,
4.0,110143060.0,Centre Learning Community CS,Centre,1144725.89,282178.78,968.98,1427873.65,24000.0,42046.38,1493920.03,,921172.07,182455.82,,41098.0,,,,,31775.85,,74133.5,8006.12,115368.87,48722.02,4172.42,,
4.0,110143120.0,Nittany Valley CS,Centre,521056.0,209035.0,3093.0,733184.0,,36084.0,769268.0,,373412.0,147644.0,,,,,,,,,87991.0,4895.0,28953.0,87196.0,,,
4.0,110140001.0,Young Scholars of Central PA CS,Centre,4505735.0,2350903.7,39726.0,6896364.7,43405.0,,6939769.7,,3669679.0,832881.0,,3175.0,,,,,16925.0,166378.0,751979.7,4312.0,447470.0,963839.0,,,
4.0,124150002.0,21st Century Cyber CS,Chester,9420383.17,8974503.2,91923.33,18486809.699999996,2630833.23,220338.0,21337980.93,,7607023.57,1761379.22,,51980.38,,,,,1232408.23,1964688.99,2576045.89,210377.28,758500.7,1096965.26,,1135516.85,
4.0,125230001.0,Achievement House CS,Chester,4925194.0,4186710.0,2916.0,9114820.0,,,9114820.0,,3127815.0,1797379.0,,,,,,,484794.0,701386.0,2240007.0,61403.0,596101.0,103019.0,,,
4.0,124150003.0,Avon Grove CS,Chester,16356433.0,7755299.0,271096.0,24382828.0,1572705.0,1617508.0,27573041.0,,11912020.0,4444413.0,,,,,,,678646.0,202497.0,2550338.0,255727.0,766079.0,2656873.0,,645139.0,
4.0,124152880.0,Chester Co Family Academy CS,Chester,615427.0,794148.0,69872.0,1479447.0,,,1479447.0,,512061.0,103366.0,,,,,,,,334548.0,284697.0,3965.0,73956.0,96982.0,,,
4.0,124153320.0,Collegium CS,Chester,32436418.0,15520270.0,108567.0,48065255.0,,10541765.0,58607020.0,,23023413.0,9413005.0,,,,,,,3048560.0,3711275.0,3920727.0,503023.0,716262.0,3620423.0,,,
4.0,124152637.0,Insight PA Cyber CS,Chester,17679186.57,10865221.04,18979.89,28563387.5,,,28563387.5,,13967636.21,3595113.79,,116436.57,,,,,2961414.14,1711492.44,3489885.91,118990.32,172401.14,803251.83,,1548663.5,59121.76
4.0,124150004.0,Pennsylvania Leadership CS,Chester,26899074.0,14379501.0,44641.0,41323216.0,18750.0,1302111.0,42644077.0,,18063162.0,8750339.0,,85573.0,,,,,3667181.0,4123067.0,3962480.0,188688.0,455839.0,1603472.0,,378774.0,
4.0,124153350.0,Renaissance Academy CS,Chester,12294652.0,4260274.0,189425.0,16744351.0,47441.0,1703538.0,18495330.0,,7723306.0,4571346.0,,,,,,,537636.0,158779.0,1326111.0,150049.0,335227.0,1020324.0,,732148.0,
4.0,101833400.0,Sugar Valley Rural CS,Clinton,4779473.58,3085941.47,197385.83,8062800.880000001,425931.4,19312.77,8508045.05,,3465404.44,1310965.1,,3104.04,,,,,203804.83,251844.37,763385.54,230522.62,126880.83,1050768.48,62096.65,396638.15,
4.0,116493130.0,Susq-Cyber CS,Columbia,678572.0,542487.0,,1221059.0,,,1221059.0,,490965.0,187607.0,,,,,,,59399.0,102652.0,380436.0,,,,,,
4.0,115227010.0,Capital Area School for the Arts CS,Dauphin,1740189.0,993824.0,46138.0,2780151.0,,40424.0,2820575.0,,,165879.0,,1574310.0,,,,,16284.0,18946.0,445737.0,90146.0,38149.0,344744.0,,39818.0,
4.0,115220002.0,Commonwealth Charter Academy CS,Dauphin,54714113.06,54126291.5,2459980.66,111300385.22,,55000000.0,166300385.22,,34718751.5,18999199.11,776938.33,212973.62,,,6250.5,,11676506.73,15656087.65,16631674.89,,1296524.7,3819707.15,279651.52,4678866.59,87272.27
4.0,115220001.0,Infinity CS,Dauphin,1405319.0,817371.0,,2222690.0,186852.0,460986.0,2870528.0,,1209022.0,192453.0,,3844.0,,,,,79265.0,50996.0,462247.0,23790.0,49386.0,139436.0,,12251.0,
4.0,115222343.0,Premier Arts and Science CS,Dauphin,1561740.22,1505797.37,14435.33,3081972.92,,136408.0,3218380.92,,1205056.04,356684.18,,,,,,,189568.84,,708988.04,90389.81,119761.43,397089.25,,,
4.0,115227871.0,Reach Cyber CS,Dauphin,40287545.6,11685760.7,213161.49,52186467.79,,,52186467.79,,33910484.09,6377061.51,,,,,,,3996631.14,24930.7,4737908.65,142489.32,528000.0,589856.85,,1665944.04,
4.0,115223050.0,Sylvan Heights Science CS,Dauphin,2117854.0,844520.0,,2962374.0,,24547.0,2986921.0,,1733860.0,383994.0,,,,,,,117027.0,28145.0,436186.0,18699.0,96322.0,148141.0,,,
4.0,125236827.0,Chester Charter Scholars Academy CS,Delaware,7303841.0,2684685.0,222845.0,10211371.0,,,10211371.0,,6163966.0,873079.0,,266796.0,,,,,,12611.0,1428552.0,72641.0,112729.0,1058152.0,,,
4.0,125232950.0,Chester Community CS,Delaware,30572499.5,42988875.34,34400.69,73595775.53,47977.8,925973.0,74569726.33,,21385819.81,9108605.12,,78074.57,,,,,3652798.07,444919.03,25888862.64,596181.83,2183363.12,8786845.58,406120.05,1029460.02,325.0
4.0,125233517.0,Vision Academy CS,Delaware,2940376.0,1795212.0,152325.0,4887913.0,25902.0,,4913815.0,,2298107.0,642269.0,,,,,,,,531067.0,793622.0,61556.0,191556.0,217411.0,,,
4.0,125230002.0,Widener Partnership CS,Delaware,3804291.99,2705445.34,57323.09,6567060.42,,,6567060.42,,2816640.24,987651.75,,,,,,,313263.31,110580.97,941089.55,109540.77,208117.71,1022853.03,,,
4.0,105257512.0,Erie Rise Leadership Academy CS,Erie,4142393.0,2483649.0,463041.0,7089083.0,,,7089083.0,,3415765.0,726628.0,,,,,,,,298223.0,1176871.0,132053.0,102283.0,304131.0,470088.0,,
4.0,105250004.0,Montessori Regional CS,Erie,3623160.0,2584816.0,3616.0,6211592.0,196942.0,512518.0,6921052.0,,3548264.0,74896.0,,,,,,,248153.0,201029.0,534847.0,75935.0,252652.0,780819.0,179408.0,311973.0,
4.0,105250001.0,Perseus House CS of Excellence,Erie,5118976.5,3985122.59,12724.22,9116823.31,61635.0,173058.36,9351516.67,,3935772.26,1172608.24,,,,,10596.0,,622804.79,271367.26,1337128.14,184624.38,116122.53,969566.12,13848.45,199121.92,270539.0
4.0,105252920.0,Robert Benjamin Wiley Community CS,Erie,4390822.89,2586352.79,53295.87,7030471.55,,9385.82,7039857.37,,3373318.98,949158.7,,68345.21,,,,,136587.73,34717.95,908467.78,91749.55,164706.48,852296.85,345790.86,38128.47,13907.12
4.0,111440001.0,New Day CS,Huntingdon,1251283.7,1331863.26,,2583146.96,,,2583146.96,,816997.75,434285.95,,,,,,,165063.22,137971.71,581093.92,83718.89,121427.11,229112.92,9037.93,4437.56,
4.0,111315438.0,Stone Valley Community CS,Huntingdon,730936.71,340871.48,18966.38,1090774.5699999998,,17641.8,1108416.37,,644904.53,86032.18,,,,,,,,,143228.82,3373.45,74344.57,119924.64,,,
4.0,119350001.0,Fell CS,Lackawanna,869798.0,732858.0,59231.0,1661887.0,,262200.0,1924087.0,,596587.0,273211.0,,,,,,,47355.0,72193.0,284190.0,52077.0,63080.0,213963.0,,,
4.0,119355028.0,Howard Gardner Multiple Intelligence CS,Lackawanna,2101045.13,1402122.27,94484.5,3597651.9,339981.0,88291.08,4025923.98,,1871009.0,230036.13,,,,,,,275229.72,81330.47,511898.38,58449.33,223441.37,245704.42,,6068.58,
4.0,113362940.0,La Academia Partnership CS,Lancaster,1991935.0,1640522.0,164506.0,3796963.0,246811.0,,4043774.0,,1599374.0,358559.0,,22062.0,,11940.0,,,284657.0,63858.0,612006.0,,193074.0,429365.0,924.0,44051.0,12587.0
4.0,121395927.0,Arts Academy CS,Lehigh,3012858.3,2213369.81,61111.49,5287339.6,,8873.0,5296212.6,,2406182.5,606675.8,,,,,,,142992.87,,874232.65,47768.45,217142.29,765658.69,56860.91,108713.95,
4.0,121399898.0,Arts Academy Elementary CS,Lehigh,3460794.37,2026828.49,6294.5,5493917.36,2000.0,75936.83,5571854.19,,2624294.31,590752.65,,245747.41,,,,,146623.23,,544357.27,116885.05,116810.17,1039834.21,,62318.56,
4.0,121394017.0,Circle of Seasons CS,Lehigh,4101262.0,1622773.39,33677.78,5757713.17,,452965.33,6210678.5,,2911350.86,1189911.14,,,,,,,204053.59,,742572.62,72477.03,106739.6,496082.29,,848.26,
4.0,121398065.0,Executive Education Academy CS,Lehigh,9448791.0,8920071.0,304932.0,18673794.0,,147157.0,18820951.0,,8475452.0,973339.0,,,,,,,86254.0,429285.0,3134569.0,253417.0,338109.0,4458173.0,8605.0,211659.0,
4.0,121395526.0,Innovative Arts Academy CS,Lehigh,2838257.69,3671717.43,157911.19,6667886.3100000005,5641.25,36506.28,6710033.84,,2396888.0,441369.69,,,,,,,644804.8,,1181274.94,94207.66,114770.33,1636659.7,,,
4.0,175390169.0,Lincoln Leadership Academy CS,Lehigh,6148100.25,3751352.57,282825.43,10182278.25,,237787.0,10420065.25,,5537442.67,610657.58,,,,,,,563725.88,,1160403.98,141826.33,196980.34,1481616.04,83663.69,123136.31,
4.0,121393330.0,Roberto Clemente CS,Lehigh,4854787.0,3388534.0,62417.0,8305738.0,84767.0,80280.0,8470785.0,,4153472.0,436375.0,,246733.0,,13407.0,4800.0,,359764.0,389949.0,1101042.0,192569.0,354201.0,872700.0,,87345.0,30964.0
4.0,188392660.0,Seven Generations CS,Lehigh,3341955.0,1547528.0,27873.0,4917356.0,,,4917356.0,,2618993.0,722962.0,,,,,,,,139149.0,868646.0,75962.0,123859.0,339809.0,103.0,,
4.0,118400001.0,Bear Creek Community CS,Luzerne,3147020.3,3291627.61,21678.39,6460326.3,24368.0,103147.31,6587841.61,,2180912.79,965865.35,,242.16,,,,,148789.25,286811.12,462844.01,155460.73,275271.63,1772241.18,,190209.69,
4.0,104432830.0,Keystone Education Center CS,Mercer,2357851.01,1191545.34,358.6,3549754.9499999997,,78423.26,3628178.21,,1495079.41,862771.6,,,,,,,121595.81,10853.41,452963.63,62073.53,184242.17,209160.31,150656.48,,
4.0,120450003.0,Evergreen Community CS,Monroe,1100213.0,579613.0,46801.0,1726627.0,,,1726627.0,,839345.13,260867.87,,,,,,,,,233901.0,65785.0,,279927.0,,,
4.0,126510020.0,Agora Cyber CS,Montgomery,64958838.0,28596598.0,34530.0,93589966.0,,,93589966.0,,38421948.0,26108537.0,,428353.0,,,,,13643480.0,1689282.0,3151969.0,571409.0,1899683.0,2314.0,391548.0,7246913.0,
4.0,123460001.0,Pennsylvania Virtual CS,Montgomery,17684632.45,15414601.45,3053.91,33102287.81,,784378.6,33886666.41,,13002553.9,4619301.38,,62777.17,,,,,2049674.19,52104.14,8284950.11,478419.8,1413254.04,393929.77,,2742269.4,
4.0,123463370.0,Souderton CS Collaborative,Montgomery,3005598.0,1031950.0,,4037548.0,685812.0,,4723360.0,,1913751.0,1091847.0,,,,,,,22100.0,,589202.0,48499.0,16747.0,355402.0,,,
4.0,120486892.0,Easton Arts Academy Elementary CS,Northampton,2890944.0,1791558.0,16850.0,4699352.0,,247498.0,4946850.0,,2486468.0,404476.0,,,,,,,108944.0,79725.0,675701.0,66395.0,160005.0,618379.0,82409.0,,
4.0,120480002.0,Lehigh Valley Academy Regional CS,Northampton,15468828.0,9621838.0,192579.0,25283245.0,1073000.0,351745.0,26707990.0,,12935615.0,2326107.0,,207106.0,,,,,1157839.0,602311.0,1815420.0,349284.0,200364.0,4761779.0,40318.0,694523.0,
4.0,120483170.0,Lehigh Valley Charter High School for the Arts,Northampton,5383932.34,4093379.5,41521.27,9518833.11,1492.73,33803.58,9554129.42,,5218086.69,165845.65,,,,,,,525579.12,128951.15,782292.52,82340.16,889415.04,1522480.18,121892.78,39790.92,637.63
4.0,139481451.0,Lehigh Valley Dual Language CS,Northampton,3160162.9,2486374.14,22883.15,5669420.19,,,5669420.19,,2944493.95,215668.95,,,,,,,154984.77,47630.9,1025028.61,70178.27,91436.75,1097114.84,,,
4.0,126514368.0,ACT Academy Cyber CS,Philadelphia,,,,0.0,,,,,,,,,,,,,,,,,,,,,
