Unnamed: 0,AUN,LEA Name,County,Total Revenue,"Local Taxes
(6111-6400)","Local Other
(6500-6999)",Total Local Revenue 6000 ,Local % of Total Revenue,Total State Revenue 7000,State % of Total Revenue,Revenue from Federal Sources 8000,Federal % of Total Revenue,Total Other Revenue 9000,Other % of Total Revenue
1.0,112678503.0,West York Area SD,York,65827621.22,42086026.42,2787671.91,44873698.33,0.6817,18959009.31,0.288,1973173.58,0.03,21740.0,0.0003
1.0,112679002.0,York City SD,York,193859641.26,37081011.34,4905790.76,41986802.1,0.2166,128817488.66,0.6645,23055350.5,0.1189,,0.0
1.0,112679403.0,York Suburban SD,York,67949364.52,50270684.95,2054660.21,52325345.16,0.7701,14311300.91,0.2106,1304721.45,0.0192,7997.0,0.0001
3.0,112015106.0,Adams County Technical Institute,Adams,1570532.43,0.0,1060880.22,1060880.22,0.6755,387665.21,0.2468,121987.0,0.0777,,0.0
3.0,103020407.0,A W Beattie Career Center,Allegheny,11273807.71,0.0,8699763.66,8699763.66,0.7717,2020785.63,0.1792,553258.42,0.0491,,0.0
3.0,103023807.0,Forbes Road CTC,Allegheny,7802947.5,0.0,4844386.5,4844386.5,0.6208,1749684.91,0.2242,1091238.95,0.1398,117637.14,0.0151
3.0,103027307.0,Parkway West CTC,Allegheny,10085823.0,0.0,7452735.0,7452735.0,0.7389,2090529.0,0.2073,542559.0,0.0538,,0.0
3.0,103028807.0,Steel Center for Career and Technical Education,Allegheny,7639019.0,0.0,5038759.0,5038759.0,0.6596,1814947.0,0.2376,785313.0,0.1028,,0.0
3.0,128034607.0,Lenape Tech,Armstrong,10491884.0,0.0,7821484.0,7821484.0,0.7455,1938099.0,0.1847,549669.0,0.0524,182632.0,0.0174
3.0,127041307.0,Beaver County CTC,Beaver,7574048.88,0.0,4807926.06,4807926.06,0.6348,1606545.34,0.2121,1101268.98,0.1454,58308.5,0.0077
3.0,108051307.0,Bedford County Technical Center,Bedford,2434088.65,0.0,1560973.87,1560973.87,0.6413,661131.52,0.2716,211983.26,0.0871,,0.0
3.0,114060557.0,Berks CTC,Berks,20211461.4,0.0,15537896.96,15537896.96,0.7688,3752766.83,0.1857,713841.33,0.0353,206956.28,0.0102
3.0,114067107.0,Reading Muhlenberg CTC,Berks,11454017.32,0.0,6701626.74,6701626.74,0.5851,3608212.4,0.315,1143706.48,0.0999,471.7,0.0
3.0,108070607.0,Greater Altoona CTC,Blair,11548810.82,0.0,7971951.62,7971951.62,0.6903,2521867.36,0.2184,1024453.34,0.0887,30538.5,0.0026
3.0,117080607.0,Northern Tier Career Center,Bradford,4724815.0,0.0,3113946.0,3113946.0,0.6591,1211295.0,0.2564,399574.0,0.0846,,0.0
3.0,122091457.0,Bucks County Technical High School,Bucks,29790491.0,0.0,23154709.0,23154709.0,0.7773,5077828.0,0.1705,1504750.0,0.0505,53204.0,0.0018
3.0,122097007.0,Middle Bucks Institute of Technology,Bucks,13367117.7,0.0,10853949.17,10853949.17,0.812,1921046.61,0.1437,592121.92,0.0443,,0.0
3.0,122099007.0,Upper Bucks County Technical School,Bucks,10441039.63,0.0,8360622.7,8360622.7,0.8007,1646522.28,0.1577,433894.65,0.0416,,0.0
3.0,104101307.0,Butler County AVTS,Butler,6554773.0,0.0,4086117.0,4086117.0,0.6234,1689163.0,0.2577,748415.0,0.1142,31078.0,0.0047
3.0,108110307.0,Admiral Peary AVTS,Cambria,5596881.27,0.0,3401764.08,3401764.08,0.6078,1612603.69,0.2881,582513.5,0.1041,,0.0
3.0,108112607.0,Greater Johnstown CTC,Cambria,8981743.78,0.0,6615882.9,6615882.9,0.7366,1821654.92,0.2028,544205.96,0.0606,,0.0
3.0,121131507.0,Carbon Career & Technical Institute,Carbon,8601197.0,0.0,6613585.0,6613585.0,0.7689,1434152.0,0.1667,553460.0,0.0643,,0.0
3.0,110141607.0,Central PA Institute of Science & Technology,Centre,10660558.02,0.0,7706741.39,7706741.39,0.7229,1863250.98,0.1748,977101.65,0.0917,113464.0,0.0106
3.0,124151607.0,Chester County Technical College HS,Chester,34019656.23,0.0,27156547.67,27156547.67,0.7983,5018737.12,0.1475,1792818.51,0.0527,51552.93,0.0015
3.0,106161357.0,Clarion County Career Center,Clarion,3568884.84,0.0,2294392.7,2294392.7,0.6429,931985.21,0.2611,342506.93,0.096,,0.0
3.0,110171607.0,Clearfield County CTC,Clearfield,6846222.52,0.0,4741944.71,4741944.71,0.6926,1417255.93,0.207,567021.88,0.0828,120000.0,0.0175
3.0,116191757.0,Columbia-Montour AVTS,Columbia,10231916.0,0.0,8073096.0,8073096.0,0.789,1850737.0,0.1809,297488.0,0.0291,10595.0,0.001
3.0,105201407.0,Crawford County CTC,Crawford,7571462.3,0.0,5614554.84,5614554.84,0.7415,1397737.81,0.1846,497906.27,0.0658,61263.38,0.0081
3.0,115211657.0,Cumberland Perry Area Career & Technical Center,Cumberland,10751479.96,0.0,7463754.74,7463754.74,0.6942,2201324.85,0.2047,1042642.52,0.097,43757.85,0.0041
3.0,115221607.0,Dauphin County Technical School,Dauphin,24383960.8,0.0,19397125.4,19397125.4,0.7955,3589144.87,0.1472,1209651.09,0.0496,188039.44,0.0077
3.0,125232407.0,Delaware County Technical High School,Delaware,19443702.39,0.0,14432689.91,14432689.91,0.7423,3098808.06,0.1594,1912204.42,0.0983,,0.0
3.0,105252807.0,Erie County Technical School,Erie,17383828.0,0.0,14916909.0,14916909.0,0.8581,1580110.0,0.0909,877516.0,0.0505,9293.0,0.0005
3.0,101266007.0,Connellsville Area Career & Technical Center,Fayette,4767055.22,0.0,2958708.84,2958708.84,0.6207,1363234.57,0.286,445111.81,0.0934,,0.0
3.0,101262507.0,Fayette County Career & Technical Institute,Fayette,9022873.67,0.0,5246722.43,5246722.43,0.5815,2093053.9,0.232,1646280.34,0.1825,36817.0,0.0041
3.0,112282307.0,Franklin County CTC,Franklin,9416690.83,0.0,6478142.92,6478142.92,0.6879,2104122.3,0.2234,822857.29,0.0874,11568.32,0.0012
3.0,111292507.0,Fulton County Center for Career and Technology,Fulton,,,,,,,,,,,
3.0,101302607.0,Greene County CTC,Greene,6085370.96,0.0,4759681.98,4759681.98,0.7822,888585.35,0.146,437103.63,0.0718,,0.0
3.0,111312607.0,Huntingdon County CTC,Huntingdon,3252425.91,0.0,2213200.39,2213200.39,0.6805,826846.59,0.2542,212378.93,0.0653,,0.0
3.0,128324207.0,Indiana County Technology Center,Indiana,6703179.94,0.0,4662953.35,4662953.35,0.6956,1541233.3,0.2299,492719.23,0.0735,6274.06,0.0009
3.0,106333407.0,Jefferson County-DuBois AVTS,Jefferson,9953510.28,0.0,7297136.72,7297136.72,0.7331,1879678.84,0.1888,743934.72,0.0747,32760.0,0.0033
3.0,119354207.0,CTC of Lackawanna County,Lackawanna,9504165.0,0.0,5623900.0,5623900.0,0.5917,2212995.0,0.2328,1633887.0,0.1719,33383.0,0.0035
3.0,113363807.0,Lancaster County CTC,Lancaster,29297284.34,0.0,20102063.9,20102063.9,0.6861,4805921.89,0.164,4058976.59,0.1385,330321.96,0.0113
3.0,104374207.0,Lawrence County CTC,Lawrence,7210480.32,0.0,5199764.54,5199764.54,0.7211,1629760.46,0.226,344175.32,0.0477,36780.0,0.0051
3.0,113384307.0,Lebanon County CTC,Lebanon,9271028.55,0.0,6079544.44,6079544.44,0.6558,1898332.71,0.2048,1245651.4,0.1344,47500.0,0.0051
3.0,121393007.0,Lehigh Career & Technical Institute,Lehigh,33010059.99,0.0,25016289.13,25016289.13,0.7578,5945569.55,0.1801,1865922.54,0.0565,182278.77,0.0055
3.0,118408707.0,West Side CTC,Luzerne,7861868.82,0.0,5657379.13,5657379.13,0.7196,1498704.17,0.1906,580500.52,0.0738,125285.0,0.0159
3.0,118408607.0,Wilkes-Barre Area CTC,Luzerne,11422954.75,0.0,8116705.97,8116705.97,0.7106,2202260.95,0.1928,1023987.83,0.0896,80000.0,0.007
3.0,117414807.0,Lycoming CTC,Lycoming,2161314.11,0.0,1332007.55,1332007.55,0.6163,541524.34,0.2506,287082.22,0.1328,700.0,0.0003
3.0,109420107.0,Seneca Highlands Career and Technical Center,McKean,2679625.65,0.0,1692996.67,1692996.67,0.6318,821634.03,0.3066,164994.95,0.0616,,0.0
3.0,104435107.0,Mercer County Career Center,Mercer,6692866.0,0.0,4902100.0,4902100.0,0.7324,1216361.0,0.1817,569905.0,0.0852,4500.0,0.0007
3.0,111444307.0,Mifflin County Academy of Science and Technology,Mifflin,5692631.0,0.0,4158837.0,4158837.0,0.7306,950166.0,0.1669,556969.0,0.0978,26659.0,0.0047
3.0,120454507.0,Monroe Career & Tech Inst,Monroe,12387864.19,0.0,8782437.91,8782437.91,0.709,2816488.37,0.2274,788937.91,0.0637,,0.0
3.0,123460957.0,Central Montco Technical High School,Montgomery,11513449.46,0.0,8420119.2,8420119.2,0.7313,1863588.26,0.1619,532501.0,0.0463,697241.0,0.0606
3.0,123463507.0,Eastern Center for Arts & Technology,Montgomery,11180439.0,0.0,7747481.0,7747481.0,0.6929,1864438.0,0.1668,1542144.0,0.1379,26376.0,0.0024
3.0,123465507.0,North Montco Tech Career Center,Montgomery,15173698.0,0.0,12176000.0,12176000.0,0.8024,2384505.0,0.1571,605561.0,0.0399,7632.0,0.0005
3.0,123469007.0,Western Montgomery CTC,Montgomery,8692535.56,0.0,6164088.38,6164088.38,0.7091,1535369.13,0.1766,543227.65,0.0625,449850.4,0.0518
3.0,120481107.0,Bethlehem AVTS,Northampton,14176717.44,0.0,10717592.7,10717592.7,0.756,2301623.86,0.1624,1118131.66,0.0789,39369.22,0.0028
3.0,120483007.0,Career Institute of Technology,Northampton,10049002.73,0.0,8417606.53,8417606.53,0.8377,1348157.57,0.1342,279561.63,0.0278,3677.0,0.0004
3.0,116495207.0,Northumberland County CTC,Northumberland,2062915.05,0.0,1179740.02,1179740.02,0.5719,665535.37,0.3226,217639.66,0.1055,,0.0
3.0,126514007.0,Philadelphia AVTS,Philadelphia,37919513.0,0.0,24960942.0,24960942.0,0.6583,12958571.0,0.3417,,0.0,,0.0
3.0,129546907.0,Schuylkill Technology Centers,Schuylkill,9049270.0,0.0,6199961.53,6199961.53,0.6851,1912966.39,0.2114,936342.08,0.1035,,0.0
3.0,108567807.0,Somerset County Technology Center,Somerset,7134622.42,0.0,4812884.27,4812884.27,0.6746,1357995.87,0.1903,900012.56,0.1261,63729.72,0.0089
3.0,119584707.0,Susquehanna County CTC,Susquehanna,6393940.58,0.0,4703290.84,4703290.84,0.7356,1236989.58,0.1935,453660.16,0.071,,0.0
3.0,116606707.0,SUN Area Technical Institute,Union,8624219.79,0.0,6600818.7,6600818.7,0.7654,1429512.08,0.1658,379347.52,0.044,214541.49,0.0249
3.0,106619107.0,Venango Technology Center,Venango,7890457.24,0.0,5650558.48,5650558.48,0.7161,1594759.36,0.2021,645139.4,0.0818,,0.0
3.0,101634207.0,Mon Valley CTC,Washington,4079558.01,0.0,2518929.05,2518929.05,0.6175,1277386.38,0.3131,283242.58,0.0694,,0.0
3.0,101638907.0,Western Area CTC,Washington,5593859.55,0.0,3855609.48,3855609.48,0.6893,1124902.68,0.2011,613347.39,0.1096,,0.0
3.0,107651207.0,Central Westmoreland CTC,Westmoreland,11049107.3,0.0,7825665.96,7825665.96,0.7083,2387202.27,0.2161,813565.07,0.0736,22674.0,0.0021
3.0,107652207.0,Eastern Westmoreland CTC,Westmoreland,4359136.46,0.0,3166376.87,3166376.87,0.7264,1007324.73,0.2311,185434.86,0.0425,,0.0
3.0,107656407.0,Northern Westmoreland CTC,Westmoreland,3782752.13,0.0,2687308.81,2687308.81,0.7104,950871.32,0.2514,144572.0,0.0382,,0.0
3.0,112679107.0,York Co School of Technology,York,33940858.04,0.0,26281968.48,26281968.48,0.7743,6509942.63,0.1918,1002039.33,0.0295,146907.6,0.0043
4.0,197010542.0,Gettysburg Montessori CS,Adams,4497246.2,0.0,4259002.16,4259002.16,0.947,56265.27,0.0125,181978.77,0.0405,,0.0
4.0,141019741.0,Vida CS,Adams,3722019.1,0.0,3581098.13,3581098.13,0.9621,40945.7,0.011,99975.27,0.0269,,0.0
4.0,102024758.0,Catalyst Academy CS,Allegheny,5247189.0,0.0,4744636.0,4744636.0,0.9042,17111.0,0.0033,485442.0,0.0925,,0.0
4.0,102020001.0,City CHS,Allegheny,21781898.0,0.0,13306499.0,13306499.0,0.6109,38941.0,0.0018,1302966.0,0.0598,7133492.0,0.3275
4.0,199025446.0,Environmental CS at Frick Park,Allegheny,39966976.0,0.0,25172801.0,25172801.0,0.6298,113813.0,0.0028,2328090.0,0.0583,12352272.0,0.3091
4.0,103029865.0,Life Male STEAM Academy CS,Allegheny,2290939.83,0.0,2165812.53,2165812.53,0.9454,7682.39,0.0034,117444.91,0.0513,,0.0
4.0,102023030.0,Manchester Academic CS,Allegheny,10479573.0,0.0,8829328.0,8829328.0,0.8425,39074.0,0.0037,1574640.0,0.1503,36531.0,0.0035
4.0,102023217.0,Passport Academy CS,Allegheny,4777124.0,0.0,3438078.0,3438078.0,0.7197,2745.0,0.0006,609656.0,0.1276,726645.0,0.1521
4.0,103022481.0,Penn Hills CS of Entrepreneurship,Allegheny,10472618.34,0.0,9327696.85,9327696.85,0.8907,53122.09,0.0051,733094.4,0.07,358705.0,0.0343
4.0,115220003.0,Pennsylvania Distance Learning CS,Allegheny,25363070.18,0.0,22037606.11,22037606.11,0.8689,62186.48,0.0025,3193706.71,0.1259,69570.88,0.0027
4.0,160028259.0,Propel CS-Braddock Hills,Allegheny,17906485.0,0.0,16148997.0,16148997.0,0.9019,194945.0,0.0109,1562543.0,0.0873,,0.0
4.0,103020005.0,Propel CS-East,Allegheny,7373360.0,0.0,6475573.0,6475573.0,0.8782,54966.0,0.0075,842821.0,0.1143,,0.0
4.0,103024952.0,Propel CS-Hazelwood,Allegheny,7320183.0,0.0,6306112.0,6306112.0,0.8615,36820.0,0.005,977251.0,0.1335,,0.0
4.0,103020002.0,Propel CS-Homestead,Allegheny,12752901.0,0.0,11645267.0,11645267.0,0.9131,77198.0,0.0061,1030436.0,0.0808,,0.0
4.0,103020003.0,Propel CS-McKeesport,Allegheny,6510163.0,0.0,5647677.0,5647677.0,0.8675,62378.0,0.0096,800108.0,0.1229,,0.0
4.0,103020004.0,Propel CS-Montour,Allegheny,17672084.0,0.0,15963594.0,15963594.0,0.9033,64289.0,0.0036,1644201.0,0.093,,0.0
4.0,103028192.0,Propel CS-Northside,Allegheny,10010370.0,0.0,9167060.0,9167060.0,0.9158,55837.0,0.0056,787473.0,0.0787,,0.0
4.0,103024162.0,Propel CS-Pitcairn,Allegheny,5587242.0,0.0,4486465.0,4486465.0,0.803,44128.0,0.0079,325856.0,0.0583,730793.0,0.1308
4.0,102027560.0,Provident CS,Allegheny,12113927.64,0.0,11025644.16,11025644.16,0.9102,94447.96,0.0078,987287.52,0.0815,6548.0,0.0005
4.0,103023410.0,Spectrum CS,Allegheny,1733286.0,0.0,1716497.0,1716497.0,0.9903,11141.0,0.0064,348.0,0.0002,5300.0,0.0031
4.0,102020003.0,The New Academy CS,Allegheny,2277788.0,0.0,1811190.0,1811190.0,0.7952,10405.0,0.0046,456193.0,0.2003,,0.0
4.0,103023090.0,Urban Academy of Greater Pittsburgh CS,Allegheny,8629192.0,0.0,7412114.0,7412114.0,0.859,20873.0,0.0024,1084793.0,0.1257,111412.0,0.0129
4.0,102023080.0,Urban Pathways 6-12 CS,Allegheny,8667438.0,0.0,7593977.0,7593977.0,0.8762,45649.0,0.0053,1027812.0,0.1186,,0.0
4.0,103028246.0,Urban Pathways K-5 College CS,Allegheny,8504493.0,0.0,7281885.0,7281885.0,0.8562,70523.0,0.0083,1152085.0,0.1355,,0.0
4.0,103028425.0,Westinghouse Arts Academy CS,Allegheny,6521776.16,0.0,6396813.3,6396813.3,0.9808,250.0,0.0,124712.86,0.0191,,0.0
4.0,103020368.0,Young Scholars of Greater Allegheny CS,Allegheny,6510087.0,0.0,5122892.0,5122892.0,0.7869,43930.0,0.0067,1250210.0,0.192,93055.0,0.0143
4.0,103025206.0,Young Scholars of Western Pennsylvania CS,Allegheny,7633995.0,0.0,6773102.0,6773102.0,0.8872,49588.0,0.0065,747092.0,0.0979,64213.0,0.0084
4.0,127046517.0,Baden Academy CS,Beaver,10628655.51,0.0,10025746.3,10025746.3,0.9433,83204.57,0.0078,519704.64,0.0489,,0.0
4.0,127040002.0,Lincoln Park Performing Arts CS,Beaver,11453954.58,0.0,10474300.46,10474300.46,0.9145,195661.72,0.0171,783292.4,0.0684,700.0,0.0001
4.0,127041735.0,Midland Innovation & Technology CS,Beaver,5226666.43,0.0,2416883.9,2416883.9,0.4624,,0.0,,0.0,2809782.53,0.5376
4.0,127043430.0,Pennsylvania Cyber CS,Beaver,205367281.01,0.0,192067173.2,192067173.2,0.9352,1068604.77,0.0052,4510782.58,0.022,7720720.46,0.0376
4.0,108057079.0,HOPE for Hyndman CS,Bedford,3732232.0,0.0,2406739.0,2406739.0,0.6449,29331.0,0.0079,372468.0,0.0998,923694.0,0.2475
4.0,108070001.0,Central PA Digital Learning Foundation CS,Blair,3641758.0,0.0,3355115.0,3355115.0,0.9213,14394.0,0.004,250567.0,0.0688,21682.0,0.006
4.0,122093460.0,Bucks County Montessori CS,Bucks,3522601.61,0.0,3492033.47,3492033.47,0.9913,3239.1,0.0009,27329.04,0.0078,,0.0
4.0,122090001.0,Center for Student Learning CS at Pennsbury,Bucks,4308350.1,0.0,3960911.15,3960911.15,0.9194,116.0,0.0,315196.95,0.0732,32126.0,0.0075
4.0,122093140.0,School Lane CS,Bucks,23417680.03,0.0,21099517.73,21099517.73,0.901,44444.7,0.0019,2273717.6,0.0971,,0.0
4.0,110143060.0,Centre Learning Community CS,Centre,1514202.69,0.0,1480696.99,1480696.99,0.9779,32155.7,0.0212,,0.0,1350.0,0.0009
4.0,110143120.0,Nittany Valley CS,Centre,957402.0,0.0,944561.0,944561.0,0.9866,1936.0,0.002,10905.0,0.0114,,0.0
4.0,110140001.0,Young Scholars of Central PA CS,Centre,7317373.0,0.0,6993173.0,6993173.0,0.9557,17906.0,0.0024,282202.0,0.0386,24092.0,0.0033
4.0,124150002.0,21st Century Cyber CS,Chester,24459871.56,0.0,22782554.08,22782554.08,0.9314,90693.48,0.0037,1186.0,0.0,1585438.0,0.0648
4.0,125230001.0,Achievement House CS,Chester,23524881.03,0.0,21804361.78,21804361.78,0.9269,33647.15,0.0014,1686872.1,0.0717,,0.0
4.0,124150003.0,Avon Grove CS,Chester,34960450.53,0.0,32634816.95,32634816.95,0.9335,167561.19,0.0048,1970040.39,0.0564,188032.0,0.0054
4.0,124152880.0,Chester Co Family Academy CS,Chester,612570.29,0.0,558507.54,558507.54,0.9117,2663.27,0.0043,51399.48,0.0839,,0.0
4.0,124153320.0,Collegium CS,Chester,60034776.0,0.0,57364506.0,57364506.0,0.9555,109805.0,0.0018,2560465.0,0.0426,,0.0
4.0,124152637.0,Insight PA Cyber CS,Chester,81011850.0,0.0,66794147.0,66794147.0,0.8245,176946.0,0.0022,14040757.0,0.1733,,0.0
4.0,124150004.0,Pennsylvania Leadership CS,Chester,63457396.36,0.0,57561934.33,57561934.33,0.9071,158810.15,0.0025,5736651.88,0.0904,,0.0
4.0,124153350.0,Renaissance Academy CS,Chester,21818530.0,0.0,20876146.0,20876146.0,0.9568,34582.0,0.0016,907002.0,0.0416,800.0,0.0
4.0,101833400.0,Sugar Valley Rural CS,Clinton,9091526.44,0.0,8222713.54,8222713.54,0.9044,9050.29,0.001,859762.61,0.0946,,0.0
4.0,115227010.0,Capital Area School for the Arts CS,Dauphin,3325011.91,0.0,3148871.46,3148871.46,0.947,84183.33,0.0253,91957.12,0.0277,,0.0
4.0,115220002.0,Commonwealth Charter Academy CS,Dauphin,417925349.28,0.0,398125977.28,398125977.28,0.9526,497836.25,0.0012,17861378.43,0.0427,1440157.32,0.0034
4.0,115220001.0,Infinity CS,Dauphin,5354690.0,0.0,3143968.0,3143968.0,0.5871,4662.0,0.0009,250288.0,0.0467,1955772.0,0.3652
4.0,115227398.0,Pennsylvania STEAM Academy CS,Dauphin,12244973.27,0.0,3508654.13,3508654.13,0.2865,14396.2,0.0012,229409.23,0.0187,8492513.71,0.6936
4.0,115222343.0,Premier Arts and Science CS,Dauphin,3413816.31,0.0,2150799.3,2150799.3,0.63,26145.35,0.0077,1236871.66,0.3623,,0.0
4.0,115227871.0,Reach Cyber CS,Dauphin,135109549.4,0.0,119504129.56,119504129.56,0.8845,25757.3,0.0002,15579662.54,0.1153,,0.0
4.0,115223050.0,Sylvan Heights Science CS,Dauphin,4088083.0,0.0,3148790.0,3148790.0,0.7702,23840.0,0.0058,915453.0,0.2239,,0.0
4.0,125236827.0,Chester Charter Scholars Academy CS,Delaware,14262007.33,0.0,11454655.45,11454655.45,0.8032,301728.92,0.0212,2505622.96,0.1757,,0.0
4.0,125232950.0,Chester Community CS,Delaware,97719874.11,0.0,81486283.18,81486283.18,0.8339,1077511.12,0.011,15156079.81,0.1551,,0.0
4.0,125233517.0,Vision Academy CS,Delaware,8578617.0,0.0,7778100.0,7778100.0,0.9067,105111.0,0.0123,309955.0,0.0361,385451.0,0.0449
4.0,105257512.0,Erie Rise Leadership Academy CS,Erie,5568969.35,0.0,3917312.31,3917312.31,0.7034,76470.01,0.0137,1575187.03,0.2829,,0.0
4.0,105250004.0,Montessori Regional CS,Erie,8600291.0,0.0,7583888.0,7583888.0,0.8818,85828.0,0.01,780811.0,0.0908,149764.0,0.0174
4.0,105250001.0,Perseus House CS of Excellence,Erie,11936999.64,0.0,9431970.55,9431970.55,0.7901,196391.6,0.0165,2308637.49,0.1934,,0.0
4.0,105252920.0,Robert Benjamin Wiley Community CS,Erie,9086198.89,0.0,7707219.43,7707219.43,0.8482,121568.77,0.0134,1257410.69,0.1384,,0.0
4.0,111440001.0,New Day CS,Huntingdon,3779538.11,0.0,3481246.6,3481246.6,0.9211,106005.78,0.028,192285.73,0.0509,,0.0
4.0,111315438.0,Stone Valley Community CS,Huntingdon,1427362.0,0.0,1300716.15,1300716.15,0.9113,6198.8,0.0043,118947.05,0.0833,1500.0,0.0011
4.0,119350001.0,Fell CS,Lackawanna,2185179.0,0.0,1912878.0,1912878.0,0.8754,15863.0,0.0073,256438.0,0.1174,,0.0
4.0,119355028.0,Howard Gardner Multiple Intelligence CS,Lackawanna,6609502.22,0.0,4952442.34,4952442.34,0.7493,66072.46,0.01,584784.03,0.0885,1006203.39,0.1522
4.0,113362940.0,La Academia Partnership CS,Lancaster,5082845.0,0.0,4351943.0,4351943.0,0.8562,13023.0,0.0026,717879.0,0.1412,,0.0
4.0,121395927.0,Arts Academy CS,Lehigh,5760269.26,0.0,4742754.36,4742754.36,0.8234,31876.27,0.0055,985638.63,0.1711,,0.0
4.0,121399898.0,Arts Academy Elementary CS,Lehigh,7630530.76,0.0,6140947.4,6140947.4,0.8048,59490.39,0.0078,1430092.97,0.1874,,0.0
4.0,121394017.0,Circle of Seasons CS,Lehigh,7868669.55,0.0,7370340.11,7370340.11,0.9367,,0.0,498329.44,0.0633,,0.0
4.0,121398065.0,Executive Education Academy CS,Lehigh,24154828.0,0.0,18818751.0,18818751.0,0.7791,246333.0,0.0102,5089744.0,0.2107,,0.0
4.0,121395526.0,Innovative Arts Academy CS,Lehigh,9588841.27,0.0,7671315.64,7671315.64,0.8,59011.87,0.0062,1858513.76,0.1938,,0.0
4.0,175390169.0,Lincoln Leadership Academy CS,Lehigh,16355484.9,0.0,12363238.51,12363238.51,0.7559,325774.94,0.0199,3666471.45,0.2242,,0.0
4.0,121393330.0,Roberto Clemente CS,Lehigh,10679381.49,0.0,7723364.65,7723364.65,0.7232,185991.54,0.0174,2738253.54,0.2564,31771.76,0.003
4.0,188392660.0,Seven Generations CS,Lehigh,7278242.0,0.0,6557830.0,6557830.0,0.901,208747.0,0.0287,511665.0,0.0703,,0.0
4.0,118400001.0,Bear Creek Community CS,Luzerne,9071725.08,0.0,6816014.21,6816014.21,0.7513,149520.83,0.0165,2087323.04,0.2301,18867.0,0.0021
4.0,104432830.0,Keystone Education Center CS,Mercer,5296494.94,0.0,4238604.59,4238604.59,0.8003,70302.53,0.0133,983387.82,0.1857,4200.0,0.0008
4.0,120450003.0,Evergreen Community CS,Monroe,2060570.0,0.0,2020950.0,2020950.0,0.9808,2687.0,0.0013,36933.0,0.0179,,0.0
4.0,126510020.0,Agora Cyber CS,Montgomery,116282550.0,0.0,95845042.0,95845042.0,0.8242,332208.0,0.0029,20105300.0,0.1729,,0.0
4.0,123460001.0,Pennsylvania Virtual CS,Montgomery,12764925.0,0.0,6652218.0,6652218.0,0.5211,197942.0,0.0155,5914765.0,0.4634,,0.0
4.0,123463370.0,Souderton CS Collaborative,Montgomery,4627584.0,0.0,4409927.0,4409927.0,0.953,164924.0,0.0356,42184.0,0.0091,10549.0,0.0023
4.0,120486892.0,Easton Arts Academy Elementary CS,Northampton,14995975.0,0.0,5013030.0,5013030.0,0.3343,34448.0,0.0023,684187.0,0.0456,9264310.0,0.6178
4.0,120480002.0,Lehigh Valley Academy Regional CS,Northampton,35557926.0,0.0,29763086.0,29763086.0,0.837,278937.0,0.0078,5428198.0,0.1527,87705.0,0.0025
4.0,120483170.0,Lehigh Valley Charter High School for the Arts,Northampton,10283119.55,0.0,9426279.58,9426279.58,0.9167,160521.92,0.0156,572815.25,0.0557,123502.8,0.012
4.0,139481451.0,Lehigh Valley Dual Language CS,Northampton,8411552.23,0.0,6292296.3,6292296.3,0.7481,43623.59,0.0052,1797693.34,0.2137,277939.0,0.033
4.0,126510015.0,Ad Prima CS,Philadelphia,12607852.0,0.0,8074803.0,8074803.0,0.6405,126191.0,0.01,4406858.0,0.3495,,0.0
4.0,126512990.0,Alliance for Progress CS,Philadelphia,10441703.0,0.0,7806627.0,7806627.0,0.7476,126428.0,0.0121,2508648.0,0.2403,,0.0
4.0,104510394.0,Antonia Pantoja Community CS,Philadelphia,15666083.0,0.0,11155470.0,11155470.0,0.7121,133309.0,0.0085,4257068.0,0.2717,120236.0,0.0077
4.0,181519176.0,ASPIRA Bilingual Cyber CS,Philadelphia,22847319.0,0.0,18584909.0,18584909.0,0.8134,115656.0,0.0051,4078551.0,0.1785,68203.0,0.003
4.0,126510010.0,Belmont CS,Philadelphia,23098817.0,0.0,14870020.0,14870020.0,0.6438,758551.0,0.0328,7470246.0,0.3234,,0.0
4.0,168513758.0,Bluford CS,Philadelphia,11779638.0,0.0,8452299.0,8452299.0,0.7175,40623.0,0.0034,3286716.0,0.279,,0.0
4.0,185515523.0,Boys Latin of Philadelphia CS,Philadelphia,16832216.0,0.0,12555330.0,12555330.0,0.7459,254864.0,0.0151,4022022.0,0.2389,,0.0
4.0,126513160.0,Christopher Columbus CS,Philadelphia,15127208.33,0.0,12008790.59,12008790.59,0.7939,63376.0,0.0042,3055041.74,0.202,,0.0
4.0,126512840.0,Community Academy of Philadelphia CS,Philadelphia,26446639.0,0.0,19042604.0,19042604.0,0.72,338371.0,0.0128,7065664.0,0.2672,,0.0
4.0,103519376.0,Daroff CS,Philadelphia,-1171167.0,0.0,-1171167.0,-1171167.0,1.0,,0.0,,0.0,,0.0
4.0,126516724.0,Deep Roots CS,Philadelphia,9692617.0,0.0,4153793.0,4153793.0,0.4286,40674.0,0.0042,1798668.0,0.1856,3699482.0,0.3817
4.0,126510011.0,Discovery CS,Philadelphia,11008018.0,0.0,8203984.0,8203984.0,0.7453,67602.0,0.0061,2736432.0,0.2486,,0.0
4.0,126513440.0,Esperanza Academy CS,Philadelphia,35498300.0,0.0,23072333.0,23072333.0,0.65,431770.0,0.0122,11224226.0,0.3162,769971.0,0.0217
