Year,School Name,Subject,Group,Grade,Number Scored,% Advanced,% Proficient,% Basic,% Below Basic
2017,BRISTOL JSHS,Literature,Historically Underperforming,11,43,2.3,46.5,39.5,11.6
2017,TRUMAN SHS,Algebra I,All Students,11,338,7.7,46.7,37.9,7.7
2017,TRUMAN SHS,Algebra I,Historically Underperforming,11,199,7,36.2,45.7,11.1
2017,TRUMAN SHS,Biology,All Students,11,311,20.6,28.6,29.3,21.5
2017,TRUMAN SHS,Biology,Historically Underperforming,11,186,15.6,26.9,26.9,30.6
2017,TRUMAN SHS,Literature,All Students,11,339,3.8,67,23.9,5.3
2017,TRUMAN SHS,Literature,Historically Underperforming,11,201,3,57.2,31.3,8.5
2017,BUCKS COUNTY TECHNICAL HS,Algebra I,All Students,11,300,8.7,39.3,41.3,10.7
2017,BUCKS COUNTY TECHNICAL HS,Algebra I,Historically Underperforming,11,167,2.4,34.1,46.1,17.4
2017,BUCKS COUNTY TECHNICAL HS,Biology,All Students,11,293,13,27.3,31.4,28.3
2017,BUCKS COUNTY TECHNICAL HS,Biology,Historically Underperforming,11,163,6.1,23.9,30.1,39.9
2017,BUCKS COUNTY TECHNICAL HS,Literature,All Students,11,299,2.7,52.2,37.1,8
2017,BUCKS COUNTY TECHNICAL HS,Literature,Historically Underperforming,11,166,0.6,43.4,44,12
2017,WILLIAM TENNENT HS,Algebra I,All Students,11,406,18,45.3,30.5,6.2
2017,WILLIAM TENNENT HS,Algebra I,Historically Underperforming,11,170,9.4,27.1,50,13.5
2017,WILLIAM TENNENT HS,Biology,All Students,11,407,31.2,40.3,20.4,8.1
2017,WILLIAM TENNENT HS,Biology,Historically Underperforming,11,172,13.4,37.2,30.8,18.6
2017,WILLIAM TENNENT HS,Literature,All Students,11,405,4.2,69.6,20.2,5.9
2017,WILLIAM TENNENT HS,Literature,Historically Underperforming,11,170,2.9,50.6,33.5,12.9
2017,CENTRAL BUCKS HS-EAST,Algebra I,All Students,11,501,60.7,31.3,6.8,1.2
2017,CENTRAL BUCKS HS-EAST,Algebra I,Historically Underperforming,11,75,24,37.3,30.7,8
2017,CENTRAL BUCKS HS-EAST,Biology,All Students,11,501,65.9,24,7.6,2.6
2017,CENTRAL BUCKS HS-EAST,Biology,Historically Underperforming,11,75,24,40,24,12
2017,CENTRAL BUCKS HS-EAST,Literature,All Students,11,500,25.6,68,4.8,1.6
2017,CENTRAL BUCKS HS-EAST,Literature,Historically Underperforming,11,74,8.1,56.8,25.7,9.5
2017,CENTRAL BUCKS HS-SOUTH,Algebra I,All Students,11,548,50,35,13,2
2017,CENTRAL BUCKS HS-SOUTH,Algebra I,Historically Underperforming,11,102,22.5,28.4,38.2,10.8
2017,CENTRAL BUCKS HS-SOUTH,Biology,All Students,11,547,48.1,35.3,12.8,3.8
2017,CENTRAL BUCKS HS-SOUTH,Biology,Historically Underperforming,11,101,18.8,36.6,28.7,15.8
2017,CENTRAL BUCKS HS-SOUTH,Literature,All Students,11,546,23.6,63.7,10.4,2.2
2017,CENTRAL BUCKS HS-SOUTH,Literature,Historically Underperforming,11,100,5,53,31,11
2017,CENTRAL BUCKS HS-WEST,Algebra I,All Students,11,466,58.4,28.1,10.1,3.4
2017,CENTRAL BUCKS HS-WEST,Algebra I,Historically Underperforming,11,94,26.6,27.7,29.8,16
2017,CENTRAL BUCKS HS-WEST,Biology,All Students,11,462,39,40,15.4,5.6
2017,CENTRAL BUCKS HS-WEST,Biology,Historically Underperforming,11,91,17.6,30.8,29.7,22
2017,CENTRAL BUCKS HS-WEST,Literature,All Students,11,464,15.1,73.7,8.6,2.6
2017,CENTRAL BUCKS HS-WEST,Literature,Historically Underperforming,11,93,3.2,55.9,29,11.8
2017,COUNCIL ROCK NORTH SHS,Algebra I,All Students,11,418,41.6,45.9,10,2.4
2017,COUNCIL ROCK NORTH SHS,Algebra I,Historically Underperforming,11,82,17.1,40.2,30.5,12.2
2017,COUNCIL ROCK NORTH SHS,Biology,All Students,11,416,44.7,36.8,13,5.5
2017,COUNCIL ROCK NORTH SHS,Biology,Historically Underperforming,11,82,18.3,31.7,26.8,23.2
2017,COUNCIL ROCK NORTH SHS,Literature,All Students,11,418,16.7,68.4,11.2,3.6
2017,COUNCIL ROCK NORTH SHS,Literature,Historically Underperforming,11,83,4.8,50.6,28.9,15.7
2017,COUNCIL ROCK SOUTH SHS,Algebra I,All Students,11,509,33.6,48.3,14.1,3.9
2017,COUNCIL ROCK SOUTH SHS,Algebra I,Historically Underperforming,11,102,14.7,27.5,39.2,18.6
2017,COUNCIL ROCK SOUTH SHS,Biology,All Students,11,506,43.1,34.4,14.2,8.3
2017,COUNCIL ROCK SOUTH SHS,Biology,Historically Underperforming,11,100,19,24,23,34
2017,COUNCIL ROCK SOUTH SHS,Literature,All Students,11,505,9.9,69.5,17.2,3.4
2017,COUNCIL ROCK SOUTH SHS,Literature,Historically Underperforming,11,100,5,41,39,15
2017,CTR STUDENT LEARNING CS - PENNSB,Algebra I,All Students,11,35,2.9,31.4,51.4,14.3
2017,CTR STUDENT LEARNING CS - PENNSB,Algebra I,Historically Underperforming,11,25,4,32,44,20
2017,CTR STUDENT LEARNING CS - PENNSB,Biology,All Students,11,35,0,25.7,37.1,37.1
2017,CTR STUDENT LEARNING CS - PENNSB,Biology,Historically Underperforming,11,25,0,24,28,48
2017,CTR STUDENT LEARNING CS - PENNSB,Literature,All Students,11,35,0,60,34.3,5.7
2017,CTR STUDENT LEARNING CS - PENNSB,Literature,Historically Underperforming,11,25,0,52,40,8
2017,MORRISVILLE HS,Algebra I,All Students,11,48,8.3,50,35.4,6.3
2017,MORRISVILLE HS,Algebra I,Historically Underperforming,11,28,7.1,35.7,50,7.1
2017,MORRISVILLE HS,Biology,All Students,11,51,9.8,27.5,43.1,19.6
2017,MORRISVILLE HS,Biology,Historically Underperforming,11,30,6.7,16.7,46.7,30
2017,MORRISVILLE HS,Literature,All Students,11,53,7.5,69.8,18.9,3.8
2017,MORRISVILLE HS,Literature,Historically Underperforming,11,32,3.1,68.8,21.9,6.3
2017,NESHAMINY HS,Algebra I,All Students,11,615,32.2,43.4,19.7,4.7
2017,NESHAMINY HS,Algebra I,Historically Underperforming,11,213,19.7,32.4,35.2,12.7
2017,NESHAMINY HS,Biology,All Students,11,610,37.7,37.7,17.9,6.7
2017,NESHAMINY HS,Biology,Historically Underperforming,11,208,18.8,39.4,26.4,15.4
2017,NESHAMINY HS,Literature,All Students,11,615,7.5,74.1,16.7,1.6
2017,NESHAMINY HS,Literature,Historically Underperforming,11,213,3.3,64.8,27.7,4.2
2017,NEW HOPE-SOLEBURY HS,Algebra I,All Students,11,128,47.7,43.8,6.3,2.3
2017,NEW HOPE-SOLEBURY HS,Algebra I,Historically Underperforming,11,30,13.3,56.7,20,10
2017,NEW HOPE-SOLEBURY HS,Biology,All Students,11,129,47.3,42.6,8.5,1.6
2017,NEW HOPE-SOLEBURY HS,Biology,Historically Underperforming,11,30,3.3,60,30,6.7
2017,NEW HOPE-SOLEBURY HS,Literature,All Students,11,130,8.5,87.7,3.8,0
2017,NEW HOPE-SOLEBURY HS,Literature,Historically Underperforming,11,31,3.2,80.6,16.1,0
2017,PALISADES HS,Algebra I,All Students,11,142,30.3,47.9,16.2,5.6
2017,PALISADES HS,Algebra I,Historically Underperforming,11,36,13.9,41.7,25,19.4
2017,PALISADES HS,Biology,All Students,11,142,37.3,43,12,7.7
2017,PALISADES HS,Biology,Historically Underperforming,11,36,13.9,36.1,25,25
2017,PALISADES HS,Literature,All Students,11,142,19.7,64.1,10.6,5.6
2017,PALISADES HS,Literature,Historically Underperforming,11,36,8.3,52.8,19.4,19.4
2017,PENNRIDGE HS,Algebra I,All Students,11,547,16.1,57,23.9,2.9
2017,PENNRIDGE HS,Algebra I,Historically Underperforming,11,155,11,42.6,38.1,8.4
2017,PENNRIDGE HS,Biology,All Students,11,561,35.8,47.6,13.2,3.4
2017,PENNRIDGE HS,Biology,Historically Underperforming,11,163,20.9,46,23.9,9.2
2017,PENNRIDGE HS,Literature,All Students,11,558,7.2,76.9,13.3,2.7
2017,PENNRIDGE HS,Literature,Historically Underperforming,11,161,3.7,60.2,28,8.1
2017,PENNSBURY SHS,Algebra I,All Students,11,777,31.3,48.8,16.7,3.2
2017,PENNSBURY SHS,Algebra I,Historically Underperforming,11,233,12.9,41.6,35.6,9.9
2017,PENNSBURY SHS,Biology,All Students,11,779,46.7,34.8,14.5,4
2017,PENNSBURY SHS,Biology,Historically Underperforming,11,233,20.2,36.5,30.9,12.4
2017,PENNSBURY SHS,Literature,All Students,11,783,20.8,69.1,8.3,1.8
2017,PENNSBURY SHS,Literature,Historically Underperforming,11,236,8.1,64.8,22,5.1
2017,QUAKERTOWN COMM,Algebra I,All Students,11,408,31.4,45.8,17.4,5.4
2017,QUAKERTOWN COMM,Algebra I,Historically Underperforming,11,149,14.1,43.6,27.5,14.8
2017,QUAKERTOWN COMM,Biology,All Students,11,408,39.7,38.5,15,6.9
2017,QUAKERTOWN COMM,Biology,Historically Underperforming,11,149,18.1,38.3,26.8,16.8
2017,QUAKERTOWN COMM,Literature,All Students,11,404,14.9,70.8,10.9,3.5
2017,QUAKERTOWN COMM,Literature,Historically Underperforming,11,147,7.5,59.9,23.1,9.5
2017,SCHOOL LANE CS,Algebra I,All Students,11,44,15.9,61.4,15.9,6.8
2017,SCHOOL LANE CS,Algebra I,Historically Underperforming,11,25,20,52,16,12
2017,SCHOOL LANE CS,Biology,All Students,11,43,9.3,58.1,30.2,2.3
2017,SCHOOL LANE CS,Biology,Historically Underperforming,11,25,8,56,32,4
2017,SCHOOL LANE CS,Literature,All Students,11,44,9.1,77.3,11.4,2.3
2017,SCHOOL LANE CS,Literature,Historically Underperforming,11,25,8,72,16,4
2017,BUTLER AREA SHS,Algebra I,All Students,11,543,18,63.7,15.1,3.1
2017,BUTLER AREA SHS,Algebra I,Historically Underperforming,11,197,7.6,54.3,29.9,8.1
2017,BUTLER AREA SHS,Biology,All Students,11,542,28.8,52.2,14,5
2017,BUTLER AREA SHS,Biology,Historically Underperforming,11,195,12.3,50.8,25.1,11.8
2017,BUTLER AREA SHS,Literature,All Students,11,544,7,78.5,12.7,1.8
2017,BUTLER AREA SHS,Literature,Historically Underperforming,11,197,1.5,66.5,26.9,5.1
2017,KARNS CITY HS,Algebra I,All Students,11,130,7.7,74.6,13.1,4.6
2017,KARNS CITY HS,Algebra I,Historically Underperforming,11,44,4.5,61.4,20.5,13.6
2017,KARNS CITY HS,Biology,All Students,11,131,26.7,55,13.7,4.6
2017,KARNS CITY HS,Biology,Historically Underperforming,11,44,13.6,56.8,18.2,11.4
2017,KARNS CITY HS,Literature,All Students,11,131,13.7,76.3,7.6,2.3
2017,KARNS CITY HS,Literature,Historically Underperforming,11,44,9.1,68.2,15.9,6.8
2017,MARS AREA SHS,Algebra I,All Students,11,275,49.5,36,12.7,1.8
2017,MARS AREA SHS,Algebra I,Historically Underperforming,11,31,6.5,29,51.6,12.9
2017,MARS AREA SHS,Biology,All Students,11,271,48.7,39.9,6.6,4.8
2017,MARS AREA SHS,Biology,Historically Underperforming,11,32,15.6,31.3,25,28.1
2017,MARS AREA SHS,Literature,All Students,11,273,13.2,79.9,5.9,1.1
2017,MARS AREA SHS,Literature,Historically Underperforming,11,31,0,64.5,25.8,9.7
2017,MONITEAU JSHS,Algebra I,All Students,11,93,21.5,55.9,21.5,1.1
2017,MONITEAU JSHS,Algebra I,Historically Underperforming,11,35,11.4,51.4,34.3,2.9
2017,MONITEAU JSHS,Biology,All Students,11,93,14,73.1,11.8,1.1
2017,MONITEAU JSHS,Biology,Historically Underperforming,11,35,5.7,71.4,20,2.9
2017,MONITEAU JSHS,Literature,All Students,11,94,8.5,86.2,5.3,0
2017,MONITEAU JSHS,Literature,Historically Underperforming,11,35,8.6,82.9,8.6,0
2017,SENECA VALLEY HS,Algebra I,All Students,11,526,27,47.1,20.9,4.9
2017,SENECA VALLEY HS,Algebra I,Historically Underperforming,11,156,9.6,37.2,38.5,14.7
2017,SENECA VALLEY HS,Biology,All Students,11,526,38,45.8,12.4,3.8
2017,SENECA VALLEY HS,Biology,Historically Underperforming,11,155,16.1,44.5,28.4,11
2017,SENECA VALLEY HS,Literature,All Students,11,521,11.3,68.7,15.9,4
2017,SENECA VALLEY HS,Literature,Historically Underperforming,11,153,4.6,51.6,34.6,9.2
2017,SLIPPERY ROCK AREA H,Algebra I,All Students,11,141,12.8,65.2,14.2,7.8
2017,SLIPPERY ROCK AREA H,Algebra I,Historically Underperforming,11,66,3,57.6,25.8,13.6
2017,SLIPPERY ROCK AREA H,Biology,All Students,11,143,25.9,45.5,18.9,9.8
2017,SLIPPERY ROCK AREA H,Biology,Historically Underperforming,11,67,14.9,38.8,28.4,17.9
2017,SLIPPERY ROCK AREA H,Literature,All Students,11,142,2.8,73.2,19,4.9
2017,SLIPPERY ROCK AREA H,Literature,Historically Underperforming,11,66,0,56.1,34.8,9.1
2017,KNOCH HS,Algebra I,All Students,11,208,12,65.9,18.8,3.4
2017,KNOCH HS,Algebra I,Historically Underperforming,11,51,13.7,43.1,31.4,11.8
2017,KNOCH HS,Biology,All Students,11,208,43.8,41.3,12,2.9
2017,KNOCH HS,Biology,Historically Underperforming,11,51,17.6,47.1,23.5,11.8
2017,KNOCH HS,Literature,All Students,11,206,6.8,61.2,22.8,9.2
2017,KNOCH HS,Literature,Historically Underperforming,11,51,3.9,35.3,35.3,25.5
2017,BLACKLICK VALLEY JSH,Algebra I,All Students,11,47,10.6,51.1,21.3,17
2017,BLACKLICK VALLEY JSH,Algebra I,Historically Underperforming,11,32,6.3,53.1,18.8,21.9
2017,BLACKLICK VALLEY JSH,Biology,All Students,11,46,13,45.7,21.7,19.6
2017,BLACKLICK VALLEY JSH,Biology,Historically Underperforming,11,31,12.9,45.2,16.1,25.8
2017,BLACKLICK VALLEY JSH,Literature,All Students,11,46,0,63,21.7,15.2
2017,BLACKLICK VALLEY JSH,Literature,Historically Underperforming,11,31,0,64.5,12.9,22.6
2017,CAMBRIA HEIGHTS SHS,Algebra I,All Students,11,115,9.6,57.4,30.4,2.6
2017,CAMBRIA HEIGHTS SHS,Algebra I,Historically Underperforming,11,44,6.8,36.4,50,6.8
2017,CAMBRIA HEIGHTS SHS,Biology,All Students,11,115,26.1,49.6,20,4.3
2017,CAMBRIA HEIGHTS SHS,Biology,Historically Underperforming,11,44,13.6,40.9,36.4,9.1
2017,CAMBRIA HEIGHTS SHS,Literature,All Students,11,116,8.6,80.2,10.3,0.9
2017,CAMBRIA HEIGHTS SHS,Literature,Historically Underperforming,11,45,2.2,73.3,22.2,2.2
2017,CENTRAL CAMBRIA HS,Algebra I,All Students,11,138,11.6,58.7,25.4,4.3
2017,CENTRAL CAMBRIA HS,Algebra I,Historically Underperforming,11,53,5.7,43.4,39.6,11.3
2017,CENTRAL CAMBRIA HS,Biology,All Students,11,138,23.9,44.2,21.7,10.1
2017,CENTRAL CAMBRIA HS,Biology,Historically Underperforming,11,53,9.4,35.8,32.1,22.6
2017,CENTRAL CAMBRIA HS,Literature,All Students,11,137,12.4,73,9.5,5.1
2017,CENTRAL CAMBRIA HS,Literature,Historically Underperforming,11,52,9.6,63.5,13.5,13.5
2017,CONEMAUGH VALLEY JSH,Algebra I,All Students,11,67,6,59.7,25.4,9
2017,CONEMAUGH VALLEY JSH,Algebra I,Historically Underperforming,11,67,6,59.7,25.4,9
2017,CONEMAUGH VALLEY JSH,Biology,All Students,11,67,13.4,55.2,22.4,9
2017,CONEMAUGH VALLEY JSH,Biology,Historically Underperforming,11,67,13.4,55.2,22.4,9
2017,CONEMAUGH VALLEY JSH,Literature,All Students,11,67,3,80.6,16.4,0
2017,CONEMAUGH VALLEY JSH,Literature,Historically Underperforming,11,67,3,80.6,16.4,0
2017,FERNDALE AREA JSHS,Algebra I,All Students,11,52,15.4,50,28.8,5.8
2017,FERNDALE AREA JSHS,Algebra I,Historically Underperforming,11,34,8.8,41.2,41.2,8.8
2017,FERNDALE AREA JSHS,Biology,All Students,11,53,22.6,37.7,32.1,7.5
2017,FERNDALE AREA JSHS,Biology,Historically Underperforming,11,34,11.8,29.4,47.1,11.8
2017,FERNDALE AREA JSHS,Literature,All Students,11,52,9.6,65.4,19.2,5.8
2017,FERNDALE AREA JSHS,Literature,Historically Underperforming,11,33,3,57.6,30.3,9.1
2017,FOREST HILLS JSHS,Algebra I,All Students,11,134,23.1,56,14.2,6.7
2017,FOREST HILLS JSHS,Algebra I,Historically Underperforming,11,49,12.2,53.1,20.4,14.3
2017,FOREST HILLS JSHS,Biology,All Students,11,134,17.9,52.2,23.9,6
2017,FOREST HILLS JSHS,Biology,Historically Underperforming,11,49,4.1,49,34.7,12.2
2017,FOREST HILLS JSHS,Literature,All Students,11,135,5.9,80,9.6,4.4
2017,FOREST HILLS JSHS,Literature,Historically Underperforming,11,50,0,76,14,10
2017,GREATER JOHNSTOWN HIGH SCHOOL,Algebra I,All Students,11,176,4.5,30.7,46,18.8
2017,GREATER JOHNSTOWN HIGH SCHOOL,Algebra I,Historically Underperforming,11,168,3.6,31.5,46.4,18.5
2017,GREATER JOHNSTOWN HIGH SCHOOL,Biology,All Students,11,173,2.3,20.2,45.7,31.8
2017,GREATER JOHNSTOWN HIGH SCHOOL,Biology,Historically Underperforming,11,166,2.4,19.9,45.8,31.9
2017,GREATER JOHNSTOWN HIGH SCHOOL,Literature,All Students,11,175,0.6,52,35.4,12
2017,GREATER JOHNSTOWN HIGH SCHOOL,Literature,Historically Underperforming,11,166,0.6,51.8,35.5,12
2017,NORTHERN CAMBRIA HS,Algebra I,All Students,11,78,11.5,53.8,29.5,5.1
2017,NORTHERN CAMBRIA HS,Algebra I,Historically Underperforming,11,39,2.6,59,28.2,10.3
2017,NORTHERN CAMBRIA HS,Biology,All Students,11,77,26,45.5,23.4,5.2
2017,NORTHERN CAMBRIA HS,Biology,Historically Underperforming,11,39,20.5,48.7,23.1,7.7
2017,NORTHERN CAMBRIA HS,Literature,All Students,11,79,2.5,74.7,19,3.8
2017,NORTHERN CAMBRIA HS,Literature,Historically Underperforming,11,40,0,67.5,25,7.5
2017,PENN-CAMBRIA SHS,Algebra I,All Students,11,128,29.7,54.7,14.8,0.8
2017,PENN-CAMBRIA SHS,Algebra I,Historically Underperforming,11,52,15.4,55.8,26.9,1.9
2017,PENN-CAMBRIA SHS,Biology,All Students,11,129,36.4,28.7,31,3.9
2017,PENN-CAMBRIA SHS,Biology,Historically Underperforming,11,53,26.4,20.8,43.4,9.4
2017,PENN-CAMBRIA SHS,Literature,All Students,11,129,17.8,74.4,6.2,1.6
2017,PENN-CAMBRIA SHS,Literature,Historically Underperforming,11,53,9.4,77.4,9.4,3.8
2017,PORTAGE AREA HS,Algebra I,All Students,11,73,16.4,65.8,16.4,1.4
2017,PORTAGE AREA HS,Algebra I,Historically Underperforming,11,39,10.3,69.2,20.5,0
2017,PORTAGE AREA HS,Biology,All Students,11,74,29.7,45.9,20.3,4.1
2017,PORTAGE AREA HS,Biology,Historically Underperforming,11,40,22.5,47.5,25,5
2017,PORTAGE AREA HS,Literature,All Students,11,74,6.8,78.4,14.9,0
2017,PORTAGE AREA HS,Literature,Historically Underperforming,11,40,5,75,20,0
2017,RICHLAND JR/SR HIGH SCHOOL,Algebra I,All Students,11,126,34.1,41.3,19.8,4.8
2017,RICHLAND JR/SR HIGH SCHOOL,Algebra I,Historically Underperforming,11,38,28.9,23.7,31.6,15.8
2017,RICHLAND JR/SR HIGH SCHOOL,Biology,All Students,11,124,30.6,46,16.9,6.5
2017,RICHLAND JR/SR HIGH SCHOOL,Biology,Historically Underperforming,11,36,22.2,38.9,22.2,16.7
2017,RICHLAND JR/SR HIGH SCHOOL,Literature,All Students,11,126,15.9,73.8,8.7,1.6
2017,RICHLAND JR/SR HIGH SCHOOL,Literature,Historically Underperforming,11,38,13.2,63.2,18.4,5.3
2017,WESTMONT HILLTOP HS,Algebra I,All Students,11,102,29.4,53.9,14.7,2
2017,WESTMONT HILLTOP HS,Algebra I,Historically Underperforming,11,26,0,61.5,30.8,7.7
2017,WESTMONT HILLTOP HS,Biology,All Students,11,101,35.6,37.6,22.8,4
2017,WESTMONT HILLTOP HS,Biology,Historically Underperforming,11,26,19.2,34.6,34.6,11.5
2017,WESTMONT HILLTOP HS,Literature,All Students,11,102,11.8,81.4,5.9,1
2017,WESTMONT HILLTOP HS,Literature,Historically Underperforming,11,26,7.7,73.1,15.4,3.8
2017,CAMERON COUNTY JSHS,Algebra I,All Students,11,52,5.8,51.9,25,17.3
2017,CAMERON COUNTY JSHS,Algebra I,Historically Underperforming,11,31,3.2,51.6,25.8,19.4
2017,CAMERON COUNTY JSHS,Biology,All Students,11,53,13.2,41.5,24.5,20.8
2017,CAMERON COUNTY JSHS,Biology,Historically Underperforming,11,32,12.5,31.3,31.3,25
2017,CAMERON COUNTY JSHS,Literature,All Students,11,53,0,58.5,32.1,9.4
2017,CAMERON COUNTY JSHS,Literature,Historically Underperforming,11,32,0,53.1,31.3,15.6
2017,CARBON CAREER & TECH INSTITUTE,Algebra I,All Students,11,80,3.8,62.5,30,3.8
2017,CARBON CAREER & TECH INSTITUTE,Algebra I,Historically Underperforming,11,44,0,54.5,38.6,6.8
2017,CARBON CAREER & TECH INSTITUTE,Biology,All Students,11,80,11.3,53.8,27.5,7.5
2017,CARBON CAREER & TECH INSTITUTE,Biology,Historically Underperforming,11,44,9.1,52.3,27.3,11.4
2017,CARBON CAREER & TECH INSTITUTE,Literature,All Students,11,80,1.3,78.8,20,0
2017,CARBON CAREER & TECH INSTITUTE,Literature,Historically Underperforming,11,43,2.3,69.8,27.9,0
2017,JIM THORPE AREA SHS,Algebra I,All Students,11,126,13.5,53.2,27,6.3
2017,JIM THORPE AREA SHS,Algebra I,Historically Underperforming,11,65,10.8,49.2,27.7,12.3
2017,JIM THORPE AREA SHS,Biology,All Students,11,126,19.8,55.6,16.7,7.9
2017,JIM THORPE AREA SHS,Biology,Historically Underperforming,11,65,20,46.2,18.5,15.4
2017,JIM THORPE AREA SHS,Literature,All Students,11,126,3.2,76.2,19.8,0.8
2017,JIM THORPE AREA SHS,Literature,Historically Underperforming,11,65,3.1,67.7,27.7,1.5
2017,LEHIGHTON AREA HS,Algebra I,All Students,11,150,26.7,42.7,27.3,3.3
2017,LEHIGHTON AREA HS,Algebra I,Historically Underperforming,11,52,15.4,32.7,42.3,9.6
2017,LEHIGHTON AREA HS,Biology,All Students,11,151,21.9,45,25.8,7.3
2017,LEHIGHTON AREA HS,Biology,Historically Underperforming,11,52,7.7,48.1,26.9,17.3
2017,LEHIGHTON AREA HS,Literature,All Students,11,150,8.7,68.7,20,2.7
2017,LEHIGHTON AREA HS,Literature,Historically Underperforming,11,52,5.8,67.3,19.2,7.7
2017,PALMERTON AREA HS,Algebra I,All Students,11,106,31.1,53.8,11.3,3.8
2017,PALMERTON AREA HS,Algebra I,Historically Underperforming,11,27,11.1,44.4,29.6,14.8
2017,PALMERTON AREA HS,Biology,All Students,11,106,25.5,50,16,8.5
2017,PALMERTON AREA HS,Biology,Historically Underperforming,11,27,7.4,51.9,22.2,18.5
2017,PALMERTON AREA HS,Literature,All Students,11,106,8.5,78.3,11.3,1.9
2017,PALMERTON AREA HS,Literature,Historically Underperforming,11,27,7.4,63,22.2,7.4
2017,PANTHER VALLEY JSHS,Algebra I,All Students,11,91,4.4,35.2,38.5,22
2017,PANTHER VALLEY JSHS,Algebra I,Historically Underperforming,11,52,5.8,25,42.3,26.9
2017,PANTHER VALLEY JSHS,Biology,All Students,11,87,5.7,32.2,31,31
2017,PANTHER VALLEY JSHS,Biology,Historically Underperforming,11,48,4.2,25,31.3,39.6
2017,PANTHER VALLEY JSHS,Literature,All Students,11,87,2.3,50.6,40.2,6.9
2017,PANTHER VALLEY JSHS,Literature,Historically Underperforming,11,49,0,44.9,42.9,12.2
2017,WEATHERLY AREA SHS,Algebra I,All Students,11,48,16.7,58.3,25,0
2017,WEATHERLY AREA SHS,Algebra I,Historically Underperforming,11,23,17.4,56.5,26.1,0
2017,WEATHERLY AREA SHS,Biology,All Students,11,53,11.3,50.9,28.3,9.4
2017,WEATHERLY AREA SHS,Biology,Historically Underperforming,11,28,3.6,57.1,21.4,17.9
2017,WEATHERLY AREA SHS,Literature,All Students,11,52,7.7,71.2,19.2,1.9
2017,WEATHERLY AREA SHS,Literature,Historically Underperforming,11,27,0,77.8,18.5,3.7
2017,BALD EAGLE AREA JSHS,Algebra I,All Students,11,138,10.1,69.6,18.1,2.2
2017,BALD EAGLE AREA JSHS,Algebra I,Historically Underperforming,11,65,3.1,56.9,35.4,4.6
2017,BALD EAGLE AREA JSHS,Biology,All Students,11,138,20.3,55.8,15.9,8
2017,BALD EAGLE AREA JSHS,Biology,Historically Underperforming,11,65,9.2,53.8,21.5,15.4
2017,BALD EAGLE AREA JSHS,Literature,All Students,11,137,7.3,72.3,15.3,5.1
2017,BALD EAGLE AREA JSHS,Literature,Historically Underperforming,11,64,3.1,60.9,25,10.9
2017,BELLEFONTE AREA HS,Algebra I,All Students,11,193,22.3,48.2,24.9,4.7
2017,BELLEFONTE AREA HS,Algebra I,Historically Underperforming,11,67,10.4,41.8,37.3,10.4
2017,BELLEFONTE AREA HS,Biology,All Students,11,193,30.6,40.9,22.8,5.7
2017,BELLEFONTE AREA HS,Biology,Historically Underperforming,11,67,17.9,34.3,37.3,10.4
2017,BELLEFONTE AREA HS,Literature,All Students,11,195,6.7,59,28.7,5.6
2017,BELLEFONTE AREA HS,Literature,Historically Underperforming,11,69,4.3,40.6,40.6,14.5
2017,PENNS VALLEY AREA JSHS,Algebra I,All Students,11,107,29,56.1,13.1,1.9
2017,PENNS VALLEY AREA JSHS,Algebra I,Historically Underperforming,11,35,14.3,54.3,25.7,5.7
2017,PENNS VALLEY AREA JSHS,Biology,All Students,11,107,52.3,26.2,17.8,3.7
2017,PENNS VALLEY AREA JSHS,Biology,Historically Underperforming,11,35,40,22.9,31.4,5.7
2017,PENNS VALLEY AREA JSHS,Literature,All Students,11,107,31.8,61.7,5.6,0.9
2017,PENNS VALLEY AREA JSHS,Literature,Historically Underperforming,11,35,17.1,65.7,14.3,2.9
2017,STATE COLLEGE AREA H,Algebra I,All Students,11,542,52,34.3,10.9,2.8
2017,STATE COLLEGE AREA H,Algebra I,Historically Underperforming,11,128,29.7,34.4,25,10.9
2017,STATE COLLEGE AREA H,Biology,All Students,11,544,46.3,32.5,15.8,5.3
2017,STATE COLLEGE AREA H,Biology,Historically Underperforming,11,130,20.8,35.4,26.9,16.9
2017,STATE COLLEGE AREA H,Literature,All Students,11,538,24,59.3,13,3.7
2017,STATE COLLEGE AREA H,Literature,Historically Underperforming,11,128,7.8,46.9,34.4,10.9
2017,21ST CENTURY CYBER CS,Algebra I,All Students,11,140,15,54.3,23.6,7.1
2017,21ST CENTURY CYBER CS,Algebra I,Historically Underperforming,11,33,3,48.5,30.3,18.2
2017,21ST CENTURY CYBER CS,Biology,All Students,11,139,22.3,42.4,22.3,12.9
2017,21ST CENTURY CYBER CS,Biology,Historically Underperforming,11,34,11.8,38.2,23.5,26.5
2017,21ST CENTURY CYBER CS,Literature,All Students,11,135,8.1,78.5,10.4,3
2017,21ST CENTURY CYBER CS,Literature,Historically Underperforming,11,32,3.1,68.8,18.8,9.4
2017,ACHIEVEMENT HOUSE CS,Algebra I,All Students,11,46,2.2,21.7,41.3,34.8
2017,ACHIEVEMENT HOUSE CS,Algebra I,Historically Underperforming,11,36,2.8,13.9,41.7,41.7
2017,ACHIEVEMENT HOUSE CS,Biology,All Students,11,46,2.2,23.9,37,37
