Valley Grove SD	Geographic Size of District (Square Miles)	63.9
Valley View SD	District Address (City)	Archbald
Valley View SD	District Address (Street)	1 Columbus Dr
Valley View SD	District Name	Valley View SD
Valley View SD	District Zip Code	18403
Valley View SD	Geographic Size of District (Square Miles)	27.7
Wallenpaupack Area SD	District Address (City)	Hawley
Wallenpaupack Area SD	District Address (Street)	2552 Route 6
Wallenpaupack Area SD	District Name	Wallenpaupack Area SD
Wallenpaupack Area SD	District Zip Code	18428
Wallenpaupack Area SD	Geographic Size of District (Square Miles)	327.54
Wallingford-Swarthmore SD	District Address (City)	Wallingford
Wallingford-Swarthmore SD	District Address (Street)	200 S Providence Rd
Wallingford-Swarthmore SD	District Name	Wallingford-Swarthmore SD
Wallingford-Swarthmore SD	District Zip Code	19086
Wallingford-Swarthmore SD	Geographic Size of District (Square Miles)	7
Warren County SD	District Address (City)	Russell
Warren County SD	District Address (Street)	6820 Market Street
Warren County SD	District Name	Warren County SD
Warren County SD	District Zip Code	16345
Warren County SD	Geographic Size of District (Square Miles)	775.12
Warrior Run SD	District Address (City)	Turbotville
Warrior Run SD	District Address (Street)	4800 Susquehanna Trail
Warrior Run SD	District Name	Warrior Run SD
Warrior Run SD	District Zip Code	17772
Warrior Run SD	Geographic Size of District (Square Miles)	113.99
Warwick SD	District Address (City)	Lititz
Warwick SD	District Address (Street)	301 W Orange St
Warwick SD	District Name	Warwick SD
Warwick SD	District Zip Code	17543
Warwick SD	Geographic Size of District (Square Miles)	39.91
Washington SD	District Address (City)	Washington
Washington SD	District Address (Street)	311 Allison Ave
Washington SD	District Name	Washington SD
Washington SD	District Zip Code	15301
Washington SD	Geographic Size of District (Square Miles)	3.4
Wattsburg Area SD	District Address (City)	Erie
Wattsburg Area SD	District Address (Street)	10782 Wattsburg Road
Wattsburg Area SD	District Name	Wattsburg Area SD
Wattsburg Area SD	District Zip Code	16509
Wattsburg Area SD	Geographic Size of District (Square Miles)	143.94
Wayne Highlands SD	District Address (City)	Honesdale
Wayne Highlands SD	District Address (Street)	474 Grove St
Wayne Highlands SD	District Name	Wayne Highlands SD
Wayne Highlands SD	District Zip Code	18431
Wayne Highlands SD	Geographic Size of District (Square Miles)	425.35
Waynesboro Area SD	District Address (City)	Waynesboro
Waynesboro Area SD	District Address (Street)	210 Clayton Ave
Waynesboro Area SD	District Name	Waynesboro Area SD
Waynesboro Area SD	District Zip Code	17268
Waynesboro Area SD	Geographic Size of District (Square Miles)	93.09
Weatherly Area SD	District Address (City)	Weatherly
Weatherly Area SD	District Address (Street)	602 6th St
Weatherly Area SD	District Name	Weatherly Area SD
Weatherly Area SD	District Zip Code	18255
Weatherly Area SD	Geographic Size of District (Square Miles)	107.44
Wellsboro Area SD	District Address (City)	Wellsboro
Wellsboro Area SD	District Address (Street)	227 Nichols Street
Wellsboro Area SD	District Name	Wellsboro Area SD
Wellsboro Area SD	District Zip Code	16901
Wellsboro Area SD	Geographic Size of District (Square Miles)	331.38
West Allegheny SD	District Address (City)	Imperial
West Allegheny SD	District Address (Street)	110 Bruno Lane
West Allegheny SD	District Name	West Allegheny SD
West Allegheny SD	District Zip Code	15126
West Allegheny SD	Geographic Size of District (Square Miles)	57.95
West Branch Area SD	District Address (City)	Morrisdale
West Branch Area SD	District Address (Street)	516 Allport Cutoff
West Branch Area SD	District Name	West Branch Area SD
West Branch Area SD	District Zip Code	16858
West Branch Area SD	Geographic Size of District (Square Miles)	165.46
West Chester Area SD	District Address (City)	Exton
West Chester Area SD	District Address (Street)	782 Springdale Drive
West Chester Area SD	District Name	West Chester Area SD
West Chester Area SD	District Zip Code	19341
West Chester Area SD	Geographic Size of District (Square Miles)	73.95
West Greene SD	District Address (City)	Waynesburg
West Greene SD	District Address (Street)	1367 Hargus Creek Road
West Greene SD	District Name	West Greene SD
West Greene SD	District Zip Code	15370
West Greene SD	Geographic Size of District (Square Miles)	253.04
West Jefferson Hills SD	District Address (City)	Jefferson Hills
West Jefferson Hills SD	District Address (Street)	830 Old Clairton Rd
West Jefferson Hills SD	District Name	West Jefferson Hills SD
West Jefferson Hills SD	District Zip Code	15025
West Jefferson Hills SD	Geographic Size of District (Square Miles)	19.7
West Middlesex Area SD	District Address (City)	West Middlesex
West Middlesex Area SD	District Address (Street)	3591 Sharon Rd Luther Low Bldg
West Middlesex Area SD	District Name	West Middlesex Area SD
West Middlesex Area SD	District Zip Code	16159
West Middlesex Area SD	Geographic Size of District (Square Miles)	52.05
West Mifflin Area SD	District Address (City)	West Mifflin
West Mifflin Area SD	District Address (Street)	1020 Lebanon Road
West Mifflin Area SD	District Name	West Mifflin Area SD
West Mifflin Area SD	District Zip Code	15122
West Mifflin Area SD	Geographic Size of District (Square Miles)	14.84
West Perry SD	District Address (City)	Elliottsburg
West Perry SD	District Address (Street)	2606 Shermans Valley Road
West Perry SD	District Name	West Perry SD
West Perry SD	District Zip Code	17024
West Perry SD	Geographic Size of District (Square Miles)	314.25
West Shore SD	District Address (City)	Lewisberry
West Shore SD	District Address (Street)	507 Fishing Creek Rd
West Shore SD	District Name	West Shore SD
West Shore SD	District Zip Code	17339
West Shore SD	Geographic Size of District (Square Miles)	74.35
West York Area SD	District Address (City)	York
West York Area SD	District Address (Street)	1891 Loucks Rd
West York Area SD	District Name	West York Area SD
West York Area SD	District Zip Code	17408
West York Area SD	Geographic Size of District (Square Miles)	20.55
Western Beaver County SD	District Address (City)	Midland
Western Beaver County SD	District Address (Street)	343 Ridgemont Dr
Western Beaver County SD	District Name	Western Beaver County SD
Western Beaver County SD	District Zip Code	15059
Western Beaver County SD	Geographic Size of District (Square Miles)	34.78
Western Wayne SD	District Address (City)	Lake Ariel
Western Wayne SD	District Address (Street)	1970C Easton Turnpike
Western Wayne SD	District Name	Western Wayne SD
Western Wayne SD	District Zip Code	18436
Western Wayne SD	Geographic Size of District (Square Miles)	168.93
Westmont Hilltop SD	District Address (City)	Johnstown
Westmont Hilltop SD	District Address (Street)	222 Fair Oaks Drive
Westmont Hilltop SD	District Name	Westmont Hilltop SD
Westmont Hilltop SD	District Zip Code	15905
Westmont Hilltop SD	Geographic Size of District (Square Miles)	15.63
Whitehall-Coplay SD	District Address (City)	Whitehall
Whitehall-Coplay SD	District Address (Street)	2940 MacArthur Rd
Whitehall-Coplay SD	District Name	Whitehall-Coplay SD
Whitehall-Coplay SD	District Zip Code	18052
Whitehall-Coplay SD	Geographic Size of District (Square Miles)	13.49
Wilkes-Barre Area SD	District Address (City)	Wilkes Barre
Wilkes-Barre Area SD	District Address (Street)	730 S Main St
Wilkes-Barre Area SD	District Name	Wilkes-Barre Area SD
Wilkes-Barre Area SD	District Zip Code	18711
Wilkes-Barre Area SD	Geographic Size of District (Square Miles)	116.67
Wilkinsburg Borough SD	District Address (City)	Wilkinsburg
Wilkinsburg Borough SD	District Address (Street)	718 Wallace Ave
Wilkinsburg Borough SD	District Name	Wilkinsburg Borough SD
Wilkinsburg Borough SD	District Zip Code	15221
Wilkinsburg Borough SD	Geographic Size of District (Square Miles)	2.25
William Penn SD	District Address (City)	Lansdowne
William Penn SD	District Address (Street)	100 Green Avenue Annex
William Penn SD	District Name	William Penn SD
William Penn SD	District Zip Code	19050
William Penn SD	Geographic Size of District (Square Miles)	4.68
Williams Valley SD	District Address (City)	Tower City
Williams Valley SD	District Address (Street)	10330 State Route 209
Williams Valley SD	District Name	Williams Valley SD
Williams Valley SD	District Zip Code	17980
Williams Valley SD	Geographic Size of District (Square Miles)	61.62
Williamsburg Community SD	District Address (City)	Williamsburg
Williamsburg Community SD	District Address (Street)	515 W 3rd St
Williamsburg Community SD	District Name	Williamsburg Community SD
Williamsburg Community SD	District Zip Code	16693
Williamsburg Community SD	Geographic Size of District (Square Miles)	63.57
Williamsport Area SD	District Address (City)	Williamsport
Williamsport Area SD	District Address (Street)	2780 West Fourth Street
Williamsport Area SD	District Name	Williamsport Area SD
Williamsport Area SD	District Zip Code	17701
Williamsport Area SD	Geographic Size of District (Square Miles)	101.9
Wilmington Area SD	District Address (City)	New Wilmington
Wilmington Area SD	District Address (Street)	300 Wood St
Wilmington Area SD	District Name	Wilmington Area SD
Wilmington Area SD	District Zip Code	16142
Wilmington Area SD	Geographic Size of District (Square Miles)	99.4
Wilson SD	District Address (City)	West Lawn
Wilson SD	District Address (Street)	2601 Grandview Blvd
Wilson SD	District Name	Wilson SD
Wilson SD	District Zip Code	19609
Wilson SD	Geographic Size of District (Square Miles)	36.86
Wilson Area SD	District Address (City)	Easton
Wilson Area SD	District Address (Street)	2040 Washington Blvd
Wilson Area SD	District Name	Wilson Area SD
Wilson Area SD	District Zip Code	18042
Wilson Area SD	Geographic Size of District (Square Miles)	20.74
Windber Area SD	District Address (City)	Windber
Windber Area SD	District Address (Street)	2301 Graham Ave
Windber Area SD	District Name	Windber Area SD
Windber Area SD	District Zip Code	15963
Windber Area SD	Geographic Size of District (Square Miles)	57.6
Wissahickon SD	District Address (City)	Ambler
Wissahickon SD	District Address (Street)	601 Knight Rd
Wissahickon SD	District Name	Wissahickon SD
Wissahickon SD	District Zip Code	19002
Wissahickon SD	Geographic Size of District (Square Miles)	23.02
Woodland Hills SD	District Address (City)	N. Braddock
Woodland Hills SD	District Address (Street)	531 Jones Ave
Woodland Hills SD	District Name	Woodland Hills SD
Woodland Hills SD	District Zip Code	15104
Woodland Hills SD	Geographic Size of District (Square Miles)	13.44
Wyalusing Area SD	District Address (City)	Wyalusing
Wyalusing Area SD	District Address (Street)	11450 Wyalusing New Albany Road
Wyalusing Area SD	District Name	Wyalusing Area SD
Wyalusing Area SD	District Zip Code	18853
Wyalusing Area SD	Geographic Size of District (Square Miles)	277.18
Wyoming Area SD	District Address (City)	Exeter
Wyoming Area SD	District Address (Street)	252 Memorial St
Wyoming Area SD	District Name	Wyoming Area SD
Wyoming Area SD	District Zip Code	18643
Wyoming Area SD	Geographic Size of District (Square Miles)	28.04
Wyoming Valley West SD	District Address (City)	Kingston
Wyoming Valley West SD	District Address (Street)	450 N Maple Ave
Wyoming Valley West SD	District Name	Wyoming Valley West SD
Wyoming Valley West SD	District Zip Code	18704
Wyoming Valley West SD	Geographic Size of District (Square Miles)	15.3
Wyomissing Area SD	District Address (City)	Wyomissing
Wyomissing Area SD	District Address (Street)	630 Evans Ave
Wyomissing Area SD	District Name	Wyomissing Area SD
Wyomissing Area SD	District Zip Code	19610
Wyomissing Area SD	Geographic Size of District (Square Miles)	3.5
York City SD	District Address (City)	York
York City SD	District Address (Street)	31 N Pershing Avenue
York City SD	District Name	York City SD
York City SD	District Zip Code	17401
York City SD	Geographic Size of District (Square Miles)	5.34
York Suburban SD	District Address (City)	York
York Suburban SD	District Address (Street)	1800 Hollywood Dr
York Suburban SD	District Name	York Suburban SD
York Suburban SD	District Zip Code	17403
York Suburban SD	Geographic Size of District (Square Miles)	10.26
Yough SD	District Address (City)	Herminie
Yough SD	District Address (Street)	915 Lowber Rd
Yough SD	District Name	Yough SD
Yough SD	District Zip Code	15637
Yough SD	Geographic Size of District (Square Miles)	75.27
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
