name,two_or_more_races_percent,american_indian_alaskan_native_percent,asian_percent,black_african_american_percent,hispanic_percent,military_connected_percent,native_hawaiian_or_other_pacific_islander_percent,percent_of_gifted_students,economically_disadvantaged_percent,english_learner_percent,female_percent,school_enrollment,special_education_percent,title_1_school,white_percent
Brandywine Heights El Sch,1.19,0,0.6,0.9,7.46,0,0,0,30.75,0.9,44.78,335,18.21,Yes,89.85
Brandywine Heights HS,1.07,0.21,1.28,1.07,5.97,0,0,3.84,26.87,0.21,46.27,469,21.32,No,90.41
Brandywine Heights Intrmd/MS,2.91,0,1.04,0.42,7.07,0,0,4.57,27.23,2.29,49.27,481,26.2,Yes,88.57
Brandywine-Wallace El Sch,4.83,0.2,16.1,0.2,4.83,0,0.6,1.41,9.46,1.21,55.33,497,10.46,No,73.24
Brecht Sch,10.67,0,5.53,5.93,22.53,0.4,0,2.77,35.57,4.74,49.41,253,18.18,No,55.34
Brecknock El Sch,1.35,0,3.61,4.06,10.84,0.9,0,2.48,34.99,10.38,42.89,443,17.83,Yes,80.14
Breezewood El Sch,2.56,0,0,1.28,0,0,0,0,48.72,0,47.44,78,15.38,Yes,96.15
Bregy F Amedee Sch,12.89,0.78,9.38,50.78,8.2,0,0,0,84.38,4.3,42.97,256,33.2,Yes,17.97
Brentwood MS,4.1,0,4.92,8.2,6.15,0,0,2.46,54.1,4.92,47.54,244,16.39,No,76.64
Brentwood SHS,4.89,0,5.71,6.52,4.62,0.27,1.09,3.26,48.37,4.35,47.28,368,14.4,No,77.17
Bridesburg Sch,5.07,0,1.19,2.24,11.79,0,0,0.6,72.99,3.13,43.58,670,17.46,Yes,79.7
Bridge Valley El Sch,4.25,0.15,16.98,1.61,4.54,0,0,3.51,4.1,1.9,48.61,683,11.42,No,72.47
Bridgeport El Sch,14.39,0,2.11,12.28,29.82,0,0,0,71.93,25.26,49.82,285,13.68,Yes,41.4
Bridle Path El Sch,10.66,0.6,19.52,5.43,5.03,0.2,0,4.63,14.29,5.43,50.7,497,14.49,No,58.75
Brigadier General Anna Mae Hays El Sch,11.98,0.12,0.62,13.46,67.16,0,0.12,0.25,86.54,15.19,50.86,810,13.09,Yes,6.54
Bristol HS,10.85,0,0.59,21.7,25.51,0.29,0,4.99,66.28,1.17,49.27,341,26.1,No,41.35
Bristol MS,12.92,0,1.91,16.27,21.05,0,0,3.83,68.9,1.91,48.8,209,15.79,No,47.85
Broad Street El Sch,6.58,0.66,0,5.26,8.55,0,0,0.66,89.47,0.66,52.63,152,25.66,Yes,78.95
Brockway Area Elementary Sch,0.43,0,0.22,0.43,0.43,0.22,0,1.29,43.1,0,50,464,18.53,Yes,98.49
Brockway Area JSHS,1.16,0,0.23,0,0.46,0.46,0,5.32,44.91,0,53.24,432,10.42,No,98.15
Brooke El Sch,4.98,0,14.18,3.98,11.94,0,0,1.74,20.4,16.42,48.26,402,11.94,Yes,64.93
Brookville JSHS,1.13,0,0.64,0.32,1.77,1.93,0,4.35,39.13,0.16,48.63,621,14.98,Yes,96.14
Brookwood El Sch,9.41,0.66,1.31,13.35,14.44,0,0.11,0.22,55.14,3.28,49.56,914,16.52,Yes,60.72
Broughal MS,3.07,0.41,1.02,13.91,68.92,0,0,3.07,80.57,13.91,49.49,489,28.43,Yes,12.68
Brown Henry A Sch,4,0,12.92,15.38,50.15,0,0,0.31,78.15,8.92,46.15,325,24.62,Yes,17.54
Brown Joseph H Sch,5.78,0,4.62,36.71,31.79,0,0,0.29,78.32,12.14,47.69,346,21.68,Yes,21.1
Brownstown El Sch,7.24,0.2,3.33,2.74,13.7,0,0.2,2.15,27.79,3.91,49.9,511,16.63,No,72.6
Brownsville Area El Sch,8.32,0.14,0.28,11.23,1.25,0,0.14,0.83,64.49,0,46.46,721,17.75,Yes,78.64
Brownsville Area HS,7.88,0.68,0,10.36,0.9,0,0,2.25,60.59,0,48.87,444,22.07,No,80.18
Brownsville Area MS,12.36,0,0,5.77,1.92,0,0,1.37,62.36,0,47.53,364,25,No,79.95
Bryant William C Sch,1.6,0.8,0.27,94.4,2.13,0,0,0,91.2,0.53,45.87,375,13.07,Yes,0.8
Buchanan El Sch,11.15,0,0,10.04,42.75,1.12,0.37,0.37,80.67,19.7,45.72,269,7.81,Yes,35.69
Bucher Sch,8.08,0,12.88,10.61,13.64,1.01,0,2.78,37.88,7.58,53.03,396,16.41,No,54.8
Buck El Sch,3.89,0.51,7.94,1.52,7.6,0,0.17,0.84,15.88,1.18,51.69,592,12.16,No,78.38
Buckingham El Sch,3.08,0,3.3,0.88,4.41,0,0.22,5.07,3.3,0.66,46.92,454,11.23,No,88.11
Bucks County Montessori CS,7.61,0.54,26.63,3.26,2.72,0,0,0,0,0,44.02,184,19.02,No,59.24
Bucks County Technical High School,0,0.34,2.19,8.35,13.69,0.34,0.21,2.46,38.33,0.68,45.04,1461,34.22,No,75.22
Bucktail Area MS,2.68,0.89,0,0,1.79,0,0,0,66.96,0,41.96,112,22.32,No,94.64
Bucktail HS,0.84,0,0,0,1.68,0,0,0,68.91,0,46.22,119,26.05,No,97.48
Buffalo El Sch,2.26,0,0.52,0.17,1.05,0,0,0.7,19.51,0,47.91,574,12.2,No,95.99
Building 21,2.51,0,0.75,89.47,6.52,0,0,0.25,72.18,3.76,48.87,399,15.54,Yes,0.75
Building 21 Allentown,4.71,0,0,15.25,71.52,0,0.22,1.12,77.8,15.25,50.9,446,18.39,Yes,8.3
Bullskin El Sch,1.04,0,0,0.78,2.33,0.52,0,0,45.6,1.04,52.33,386,15.54,Yes,95.85
Burchfield Primary Sch,3.39,0,0.56,0.28,1.41,0,0,1.41,23.16,0,53.95,354,12.15,No,94.35
Burgettstown El Ctr,5.32,0,0.22,1.33,0.89,0.44,0,0,51,0,49.67,451,20.18,Yes,92.24
Burgettstown MS/HS,3.98,0,0.57,0,1.14,0.38,0.19,2.27,40.15,0,49.24,528,18.94,No,94.13
Burrell HS,4.53,0,0.7,2.44,1.05,0.52,0,5.75,35.71,0.17,49.83,574,16.38,No,91.29
Burrowes El Sch,5.63,0,4.64,12.58,63.58,0,0,0.99,89.07,22.19,46.03,302,15.23,No,13.58
Bushkill El Sch,19.18,3.56,1.1,14.25,16.71,0,1.64,0.82,64.38,6.03,50.14,365,24.66,Yes,43.56
Butler Area IHS,3.55,0.33,0.33,1.64,2.04,0,0,4.54,43.95,0.53,49.47,1520,19.67,No,92.11
Butler Area SHS,2.84,0.14,0.81,1.49,1.35,0,0,5.33,36.39,0.14,48.95,1481,17.22,No,93.38
Butler County AVTS,0.61,0.1,0.1,1.32,0.71,0,0,0.51,39.31,0,32.52,987,28.88,No,97.16
Butler El Sch,4.77,0.24,10.16,1.84,5.02,0,0,5.02,7.83,1.22,49.33,817,7.96,No,77.97
Butler MS,3.16,0.12,0.12,2.67,2.67,0,0,5.46,48.3,0.49,47.57,824,22.69,Yes,91.26
Bywood El Sch,3.45,0,17.24,51.72,24.74,0,0,0.9,71.51,25.64,47.38,667,7.2,Yes,2.85
C E Cole Intermediate Sch,6.35,0.11,0.89,7.36,61.54,0.11,0.22,1.23,68.23,8.03,48.72,897,19.18,Yes,23.52
C E McCall MS,2.76,0,0.74,0.74,2.58,0,0,3.5,36.28,0.18,48.62,543,19.89,No,93.19
C G Johnson El Sch,1.77,0.35,0,0,1.41,2.12,0,0.35,59.72,0,50.88,283,22.61,Yes,96.47
CTC of Lackawanna County,2.36,0,1.53,4.03,15,0.42,0,0.28,96.25,0,41.11,720,33.89,No,77.08
Cairnbrook El Sch,1.24,0,0,0.62,0.62,0,0,0,75.16,0,50.93,161,17.39,Yes,97.52
Caley El Sch,9.21,0,32.99,13.3,5.63,0,0.26,2.05,23.02,9.21,50.64,391,11,No,38.62
California Area El Sch,8.01,0,0.22,4.11,2.38,0.22,0.22,0.65,39.39,0,49.35,462,14.72,Yes,85.06
California Area Intermediate MS,--,--,--,--,--,--,--,--,--,--,--,--,--,Yes,--
California Area MS,3.31,0,0,7.28,0,0.66,0,1.99,43.71,0,50.33,151,19.21,No,89.4
California Area SHS,1.81,0.72,0.36,6.86,0.72,0.36,0.36,3.61,41.88,0.36,52.35,277,12.27,No,89.17
Caln El Sch,8.48,0.25,0.25,32.17,23.69,0,0.5,0.25,65.09,6.98,49.88,401,26.93,Yes,34.66
Calypso El Sch,0,0.45,0.45,10.81,45.95,0,0,6.31,56.31,6.31,45.5,222,10.81,Yes,42.34
Cambria El Sch,2.86,0,0.22,1.54,0.88,1.98,0,1.98,39.87,0.44,48.02,454,16.08,Yes,94.49
Cambria Heights El Sch,2.57,0,0,0.55,0.55,0,0,2.02,48.81,0,47.89,545,14.13,Yes,96.33
Cambria Heights MS,0.96,0.32,0,0,0.96,0,0.64,2.24,42.81,0,48.56,313,18.85,No,97.12
Cambria Heights SHS,0.94,0,0.24,0.24,0.71,0,0,2.82,38.59,0.24,52,425,12.71,No,97.88
Cambridge Springs El Sch,4.19,0,0,0.74,3.94,0.25,0,1.72,53.45,0,46.8,406,21.43,Yes,91.13
Cambridge Springs JSHS,3.17,0.26,0.26,1.32,2.65,0.26,0,4.23,48.15,0,46.83,378,21.96,No,92.33
Cameron County JSHS,0.9,0,0.9,0.45,3.15,0,0.45,0.45,50,0,44.59,222,23.87,No,94.14
Camp Curtin Academy,3.09,0,1.07,57.32,35.7,0,0,0,94.5,17.32,48.86,745,26.04,Yes,2.82
Camp Hill MS,4.21,0,3.51,2.81,8.77,2.11,0,7.02,15.79,2.81,49.12,285,14.74,No,80.7
Camp Hill SHS,3.79,0,4.5,2.61,10.43,3.32,0.24,11.37,14.93,2.37,51.42,422,10.9,No,78.44
Canadochly El Sch,5.75,0.55,0,1.92,5.75,2.19,0.27,1.1,45.48,0,48.22,365,12.33,Yes,85.75
Candlebrook El Sch,7.38,0,13.23,4.92,9.23,1.23,0,3.08,29.54,6.15,49.23,325,15.08,No,65.23
Canon-McMillan SHS,4.19,0,1.72,3.26,2.65,0.25,0,3.51,25.8,0.49,49.94,1624,14.16,No,88.18
Canonsburg MS,5.22,0.34,1.59,4.99,2.61,0.34,0,4.54,24.52,0.11,49.26,881,13.85,No,85.24
Canton Area El Sch,1.59,0.23,0.45,1.14,2.95,0,0,3.18,35,0.45,49.77,440,15.23,Yes,93.64
Canton JSHS,2.16,0.48,0.48,0.48,1.92,0,0,6.24,30.94,0,47,417,27.34,No,94.48
Capital Area School for the Arts CS,4.69,0,3.65,17.19,9.9,0,0,0,8.85,0,72.92,192,12.5,No,64.58
Carbon Career & Technical Institute,0.8,0,0,0.53,3.73,0,0,0.53,23.2,0.8,34.4,375,25.07,No,94.93
Carbondale Area JSHS,4.84,0.26,0.52,4.44,13.46,0,0,0.13,64.97,0.39,45.88,765,28.89,No,76.47
Carbondale El Sch,5.52,0.29,0.73,4.93,12.77,0,0.15,0.29,58.49,1.45,47.61,689,22.93,Yes,75.62
Career Institute of Technology,1.39,0.17,1.56,7.12,15.45,0,0.35,0.35,41.84,0.35,31.08,576,43.4,No,73.96
Carl G Renn El Sch,2.05,0,0,0.51,1.54,1.54,0,0.51,37.95,0,53.33,195,12.82,Yes,95.9
Carlisle Area HS,8.87,0.07,2.22,9.78,10.17,8.41,0.07,5.08,37.61,5.02,47,1534,15.91,No,68.84
Carlynton JSHS,9.55,0.17,2.68,13.9,3.02,0,0,4.02,52.93,5.36,47.07,597,18.59,No,70.69
Carmichaels Area El Ctr,2.36,0,0,1.29,0.43,0,0.43,0,59.44,0,50.64,466,26.18,Yes,95.49
Carmichaels Area HS,2.28,0.33,0.65,2.28,1.63,0,0.33,1.3,46.91,0,50.81,307,20.2,No,92.51
Carmichaels Area MS,1.85,0.46,0,0.93,0.46,0,0.46,0.46,51.85,0,51.85,216,25.46,No,95.83
Carnegie El Sch,13.48,0,9.43,8.89,3.5,0,0,0.54,76.28,13.75,50.67,371,16.98,Yes,64.69
Carnell Laura H Sch,1.46,0.29,4.37,54.29,34.21,0,0.29,0,82.68,23.14,46.58,687,11.5,Yes,5.09
Carroll El Sch,5.35,0,0,0,1.97,0.56,0,0.28,42.54,0,46.76,355,10.7,Yes,92.68
Carson MS,4.1,0.15,10.02,2.12,3.49,0.15,0,8.65,14.11,0.91,47.5,659,16.69,No,80.12
Carter and MacRae El Sch,5.48,0,2.02,22.48,61.1,0,0,0.29,94.81,28.53,46.4,347,29.39,Yes,8.93
Carver HS,5.81,0,14.24,60.82,10.71,0,0.11,3.19,50,1.03,47.84,878,3.64,Yes,8.31
Case Avenue El Sch,14.68,0.2,0.6,19.25,1.39,0.99,0,2.58,75.79,0.2,45.63,504,21.43,Yes,63.89
Catalyst Academy CS,12.22,0,0,86.67,1.11,0,0,0,80.56,0,54.44,180,81.67,Yes,0
Catasauqua MS,7.06,0,0.88,6.18,37.31,1.1,0,1.1,57.4,3.09,49.45,453,17.88,No,48.57
Catasauqua SHS,5.02,0.2,0.8,6.43,33.94,0.8,0,3.01,51.41,4.02,46.59,498,22.09,No,53.61
Catharine Joseph Sch,5,0,6.43,74.29,13.1,0,0.24,0,85.95,17.62,47.38,420,15.71,Yes,0.95
Cayuga School,0.56,0,0,22.84,75.77,0,0,0,88.3,26.74,47.08,359,15.32,Yes,0.84
Cecelia Snyder MS,3.2,0.43,12.79,12.79,19.19,0,0,0.21,51.81,8.32,49.25,469,22.81,Yes,51.6
Cecil Intrmd Sch,4.66,0.52,1.04,3.63,1.55,1.3,0,6.22,25.13,0.52,48.96,386,17.62,No,88.6
Cedar Cliff HS,6.29,0,2.22,6.96,15.47,1.48,0.15,4.52,34.27,4.29,48.26,1351,21.24,No,68.91
Cedar Crest HS,3.21,0,1.73,3.76,16.78,3.7,0.12,1.36,36.21,1.73,47.13,1621,14.5,No,74.4
Cedar Crest MS,3.47,0.24,2.83,3.63,19.31,2.83,0.16,3.07,39.34,3.39,49.19,1238,16.96,No,70.36
Cedarbrook MS,7.42,0.28,4.34,55.04,8.26,0,0,7.14,36.97,2.38,51.26,714,20.31,No,24.65
Center El Sch,6.28,0,2.16,7.36,3.03,1.95,0,1.95,24.89,1.3,46.97,462,17.32,Yes,81.17
Center Grange Primary School,1.87,0,0.41,7.26,3.94,0,0.41,0.62,19.5,0.21,49.38,482,11.41,Yes,86.1
Center Twp Sch,2.27,0.38,0,1.33,0.95,0,0.19,2.08,40.91,0,48.86,528,14.2,Yes,94.89
Center for Student Lrng CS Pennsbury,5.52,0,0.61,11.66,16.56,1.23,0.61,0,81.6,0,46.63,163,44.79,Yes,65.03
Centerville El Sch,7.36,0.39,4.65,4.65,12.6,0.19,0,2.91,21.32,8.33,45.54,516,17.64,No,70.35
Centerville MS,4.52,0,5.18,8.7,19.73,0.17,0,6.35,37.46,4.01,47.32,598,18.39,No,61.87
Central Bucks HS-East,2.6,0,6.93,1.23,6.71,0,0.07,12.35,9.39,0.43,46.86,1385,14.22,No,82.45
Central Bucks HS-South,3.19,0.06,11.56,2.15,5.98,0,0,12.54,14,0.17,47.79,1722,16.03,No,77.06
Central Bucks HS-West,2.72,0,5.24,1.46,8.16,0.07,0.07,10.55,16.32,3.78,47.31,1507,16.72,No,82.35
Central Cambria HS,1.4,0,0,0.7,0.53,2.98,0,5.6,32.92,0.53,51.14,571,14.54,No,97.37
Central Cambria MS,1.36,0,1.08,0.54,1.08,2.44,0,4.88,36.04,0.81,49.86,369,15.99,No,95.93
Central Columbia El Sch,3.98,0,1.18,0.29,2.06,0.29,0.15,0.15,28.28,0.44,49.04,679,13.4,Yes,92.34
Central Columbia MS,4.05,0.32,2.43,0.65,3.4,0.32,0,2.76,31.44,0.32,48.46,617,17.83,No,89.14
Central Columbia SHS,2.64,0,3.14,1.16,2.48,1.32,0.17,6.6,18.65,0.33,52.15,606,9.08,No,90.43
Central Dauphin East MS,10.51,0.13,16.46,33.67,18.35,0.51,0,1.52,75.19,13.67,49.37,790,17.85,No,20.89
Central Dauphin East SHS,10.72,0.13,14.88,31.77,19.49,0.32,0.19,1.49,65.37,15.01,46.98,1539,18.13,No,22.81
Central Dauphin MS,4.93,0.25,6.45,10.87,5.94,3.29,0,5.18,30.85,2.53,47.79,791,15.55,No,71.55
Central Dauphin SHS,6.72,0.21,7.68,11.26,7.9,1.28,0,6.14,28.39,4.59,48.56,1874,15.53,No,66.22
Central El Sch,6.03,0,0.14,13.79,74.86,0,0.14,0,86.64,16.52,47.27,696,11.35,Yes,5.03
Central HS,4.33,0.17,38.22,17.93,8.02,0,0.08,9.45,44.44,0.76,54.93,2381,1.18,Yes,31.25
Central MS,0.91,0.1,0.25,6.79,88.04,0,0,1.82,95.69,27.67,49.37,1973,27.22,Yes,3.9
Central Manor El Sch,4.68,0,1.67,7.69,21.57,0.33,0,1.34,41.97,4.18,48.83,598,13.38,No,64.38
Central Montco Technical High School,5.38,0,1.56,24.76,31.34,0,0,0.6,59.93,4.43,46.53,836,34.81,No,36.96
Central Mountain HS,3.12,0.17,0.52,1.13,2.69,0.17,0,0.26,52.04,0.78,48.05,1153,20.9,No,92.37
Central Mountain MS,4.04,0,0.4,1.31,3.24,0.2,0,0.4,59.86,1.01,49.34,989,19.01,No,91
Central PA Digital Lrng Foundation CS,5.19,0,0,8.89,5.19,0,0,1.48,100,0,54.81,135,31.11,Yes,80.74
Central PA Institute of Science & Techno,1.2,0,0.6,1.4,2.79,0,0,0.6,43.51,1,42.32,501,29.34,No,94.01
Central Valley HS,2.8,0,0.67,7.47,3.33,0,0.93,2.13,23.07,0.4,44.4,750,14.67,No,84.8
Central Valley MS,2.64,0,0.56,7.16,3.58,0,0,1.69,22.79,0.19,50.47,531,14.5,No,86.06
Central Westmoreland CTC,2.22,0.46,0.37,2.31,1.48,0,0.09,0,43.21,0,32.78,1083,33.15,No,93.07
Central York HS,9.72,0.11,4.25,9.06,12.38,0.66,0.06,5.19,30.94,1.88,49.56,1810,11.99,No,64.42
Central York MS,10.04,0.11,4.8,9.71,12.05,0.33,0,3.13,35.6,2.79,45.09,896,12.28,No,63.28
Centre Hall-Potter El Sch,2.33,0,0,0,2.33,0,0,0.47,29.77,0.93,46.51,215,13.02,Yes,95.35
Centre Learning Community CS,4.76,0,3.17,6.35,3.17,3.17,0,0,25.4,0,31.75,63,33.33,No,82.54
Cetronia Sch,5.13,0,14.99,3.7,17.45,0.62,0,2.26,27.72,4.11,51.75,487,10.27,Yes,58.73
Chadds Ford El Sch,6.94,0.29,18.21,1.73,2.89,0,0.29,4.91,5.49,1.45,45.66,346,14.16,No,69.65
Chambers Hill El Sch,11.16,0,22.31,21.12,17.93,1.59,0,1.2,69.72,21.51,44.22,251,23.9,Yes,27.49
Chambersburg Area Career Magnet Sch,3.48,0,1.16,3.91,13.04,0.58,0,2.17,33.19,3.04,45.22,690,13.48,No,78.41
Chambersburg Area MS - North,6.52,0,2.08,7.51,22.17,1.54,0.18,2.53,50.68,7.33,48.24,1105,14.93,Yes,61.54
Chambersburg Area MS - South,5.89,0.1,0.79,6.58,25.22,0.79,0.1,2.45,53.09,7.75,48.18,1019,17.86,Yes,61.33
Chambersburg Area SHS,6.47,0.26,1.62,9.49,26.38,1.44,0.09,2.14,45.36,11.15,48.03,2286,16.01,No,55.69
Charleroi Area El Ctr,13.85,0,0.18,7.01,3.24,0.72,0.18,1.08,63.49,1.8,49.28,556,17.99,Yes,75.54
Charleroi Area HS,9.17,0,0.66,5.24,4.8,0,0,4.8,47.38,0.66,49.13,458,19.43,No,80.13
Charleroi Area MS,13.87,0.29,0.58,5.2,4.34,0,0,4.34,57.23,0.87,48.84,346,19.94,No,75.72
Charles A Huston MS,4.34,0,0.48,1.45,1.2,0,0,2.89,38.55,0,46.99,415,16.14,No,92.53
Charles F Patton MS,2.46,0.1,17.73,1.64,4,0,0,9.94,8.5,0.72,43.34,976,19.36,No,74.08
Charles H Boehm MS,5.73,0,8.67,4.06,6.85,0,0,5.45,24.48,0.7,48.95,715,25.73,No,74.69
Charles Kelly El Sch,6.18,1.47,16.76,55.88,16.18,0,0,1.18,72.65,22.65,52.65,340,12.65,Yes,3.53
Charles Sumner #18,8.01,0,2.09,13.59,38.68,0.7,0,0,85.71,8.01,51.57,287,19.86,Yes,37.63
Charles W Longer El Sch,4.35,0.48,1.69,1.69,2.42,0.24,0,3.14,48.55,0.72,51.69,414,17.15,Yes,89.37
Charlestown El Sch,4.84,0,21.24,1.88,2.96,0.54,0,3.49,8.06,2.96,50,372,7.8,No,69.09
Charlotte Lappla El Sch,6.99,1.61,1.08,0,0.54,0,0,0,48.39,0,45.7,186,12.37,Yes,89.78
Chartiers Valley HS,4.88,0.1,3.97,3.26,2.75,1.22,0.1,3.26,29.91,2.75,48.22,983,13.53,No,84.94
Chartiers Valley Intrmd School,4.03,0.26,14.04,2.86,2.73,2.47,0.13,1.69,28.74,6.89,48.5,769,11.31,Yes,75.94
Chartiers Valley MS,5.13,0,7.35,3.19,2.36,1.53,0,3.74,32.04,3.74,46.6,721,13.59,No,81.97
Chartiers Valley Primary Sch,6.32,0,19.65,1.99,1.64,1.75,0,0,26.32,10.29,49.24,855,7.95,Yes,70.41
Chartiers-Houston JSHS,4.28,0,0.2,2.65,5.09,0,0,0.41,30.35,0.61,46.03,491,14.26,No,87.78
Chatham Park El Sch,7.64,0,4.23,4.39,4.55,0.65,0.16,4.07,12.2,1.46,46.5,615,7.64,No,79.02
Cheltenham El Sch,7.24,0,6.17,58.45,13.94,0.27,0.27,0.54,43.16,6.17,53.62,373,11.26,Yes,13.94
Cheltenham HS,2.9,0.14,6.15,54.82,7.89,0.07,0.14,9.12,36.64,1.09,50.04,1381,22.09,No,27.95
Chester Charter Scholars Academy CS,2.17,0.14,0,94.94,2.6,0,0,0,83.53,0,52.17,692,17.34,Yes,0.14
Chester Co Family Academy CS,3.23,0,0,46.77,41.94,0,0,0,87.1,29.03,45.16,62,11.29,No,8.06
Chester Co Technical College HS-Brandywi,2.07,0.21,3.41,10.64,18.49,4.96,0.1,0,31.4,3.72,48.14,968,39.98,No,65.08
Chester Co Technical College HS-Pennocks,3.03,0.38,0.88,2.9,42.75,6.43,0,0,38.46,9.21,52.21,793,34.17,No,50.06
Chester Co Technical College HS-Pickerin,0.96,0,7.89,8.85,10.05,3.59,0,0,30.62,2.63,45.69,418,56.46,No,72.25
Chester Community CS,2.92,0.13,0.11,82.68,13.1,0,0.04,0,100,6.81,50.29,4550,19.45,Yes,1.01
Chester HS,3.02,0,0.1,82.21,13.11,0,0,0.1,96.46,5.93,47.45,961,33.4,Yes,1.56
Chester Street El Sch,7.26,0,2.82,9.27,14.92,2.02,0.4,8.87,60.48,1.21,48.79,248,18.55,Yes,65.32
Chester Upland Sch of Arts,2.91,0.62,0.21,89.4,5.41,0,0,0,97.09,0.62,49.9,481,11.43,Yes,1.46
Chestnut Hill El Sch,11.54,0,2.75,2.75,3.85,0.55,0,0.82,44.78,0.55,55.49,364,14.56,Yes,79.12
Chestnut Ridge Central El Sch,1.35,0,0,0.67,1.68,0,0,0,48.82,0.34,48.48,297,13.8,Yes,96.3
Chestnut Ridge MS,1.2,0,0,0.48,1.2,0.48,0,3.36,45.32,0.48,53.48,417,17.27,No,97.12
Chestnut Ridge SHS,2.13,0.58,0.39,0.58,1.93,0.19,0,2.71,41.01,0.19,47.78,517,16.05,No,94.39
Chestnutwold El Sch,7.77,0,2.75,4.85,2.43,0,0,5.02,11.33,1.13,49.19,618,11.65,No,82.2
Cheston El Sch,9.08,0.35,3.14,20.94,46.25,0,0.17,1.22,69.28,10.99,50.26,573,17.1,Yes,20.07
Chichester MS,11.17,0,2.28,27.61,9.41,0,0,0.1,67.22,1.24,50.67,967,27.4,No,49.53
Chichester SHS,7.34,0,2.75,27.22,8.66,0,0,0.1,63.91,1.33,49.24,981,27.93,No,54.03
Chicora El Sch,1.14,0,0,0.23,0.92,0.23,0,0.69,31.58,0,50.8,437,14.19,Yes,97.71
Chief Shikellamy Sch,9.13,0.16,0.32,3.85,15.87,0,0,0.64,57.85,4.97,47.12,624,22.76,Yes,70.67
Childs George W Sch,5.39,0,22.7,39.33,27.87,0,0.22,0.22,81.12,26.52,55.06,445,18.43,Yes,4.49
Chipperfield El Sch,2.61,0,2.85,24.07,25.19,0,0.37,0.62,50.25,4.84,48.64,806,12.41,Yes,44.91
Choconut Valley El Sch,0,0,0,0,3,0,0,1.29,38.63,0,53.65,233,24.46,Yes,97
Christopher Columbus CS,5.11,0,13.36,16.84,13.36,0,0,0,26.71,10.69,47.62,861,17.07,Yes,51.34
Churchville El Sch,2.23,0,3.71,0.37,1.67,0,0.19,2.41,10.76,1.11,48.79,539,16.51,Yes,91.84
Circle of Seasons CS,5.65,0,1.72,1.97,9.83,0,0,0,23.83,1.97,46.68,407,16.95,Yes,80.84
City CHS,11.61,0.35,1.21,56.33,1.21,0,0,0,59.27,2.95,52.17,577,20.8,Yes,29.29
Clairton El Sch,12.7,0.26,0.53,65.08,3.17,0,0,1.06,69.58,0.26,46.56,378,26.19,Yes,18.25
Clairton MS/HS,12.06,1.16,0.23,65.89,1.86,0,0.46,2.32,81.9,0.46,46.87,431,27.38,Yes,18.33
Clara Barton El Sch,9.95,0,2.71,14.93,4.07,0,0,0,48.42,3.17,48.87,221,24.43,Yes,68.33
Clarence M Gockley El Sch,5.16,0.38,4.97,8.41,41.87,1.15,0,0,48.95,9.37,49.71,523,10.71,Yes,39.2
Clarion Area El Sch,4.08,0,0.77,4.34,3.83,0,0,0.51,57.14,0,48.47,392,16.84,Yes,86.99
Clarion Area JSHS,2.65,0,2.94,2.65,2.35,0,0,3.53,40,0,49.71,340,20,Yes,89.41
Clarion County Career Center,0,0.59,0,0,0.29,0,0,0.29,42.48,0,36.87,339,34.22,No,99.12
Clarion-Limestone Area JSHS,1.92,0,0,1.64,1.64,0,0,5.48,41.37,0,46.03,365,14.52,No,94.79
Clarion-Limestone El Sch,1.41,0,0.24,1.18,0.71,0.24,0.47,2.12,46.59,0,48.47,425,14.12,Yes,96
Clark El Sch,1.8,0,0.36,0,2.16,3.24,0.36,2.52,34.17,1.44,44.24,278,11.87,Yes,95.32
Clark Wood El Sch,5.41,0,0,0.34,2.03,0.68,0,0.68,66.55,0,45.27,296,24.32,Yes,92.23
Clarke El Ctr,5.77,0,0.39,7.22,13.12,0.13,0.26,0.26,64.3,1.71,45.67,762,22.18,Yes,73.23
Clarks Summit El Sch,2.6,0,10.13,1.04,4.94,0,1.04,0.26,6.75,4.68,48.57,385,14.55,Yes,80.26
Clay El Sch,4.71,0.79,4.71,2.62,10.73,1.83,0,1.57,35.6,7.59,47.12,382,20.16,Yes,76.44
Claysburg-Kimmel El Sch,3.38,0.26,0,0.52,0.52,0,0,0,60,0,50.91,385,18.18,Yes,95.32
Claysburg-Kimmel HS,1.53,0,0,0.77,0.77,0,0,2.55,51.53,0,47.45,392,18.11,No,96.94
Claysville El Sch,2.4,0.2,0,0.2,1.2,0.2,0,0.2,34.27,0,48.1,499,19.64,Yes,95.99
Clear Run El Ctr,5.68,0.57,1.28,30.11,40.77,0.28,0.28,0.57,37.5,9.8,49.57,704,12.78,Yes,21.31
Clear Run Intrmd Sch,1.13,0.2,1.54,33.3,38.73,0,0.2,5.94,51.54,5.02,48.26,976,21,Yes,24.9
Clearfield Area El Sch,2.93,0,0.28,0.28,0.95,0.19,0,2.46,84.3,0.19,47.3,1057,24.98,Yes,95.55
Clearfield Area JSHS,1.82,0,0.48,0.57,0.76,0,0,3.35,57.46,0,48.47,1046,26,No,96.37
Clearfield County CTC,0.52,0.77,0,0.26,2.58,0,0,0.26,53.09,0,35.82,388,30.41,No,95.88
Clearview El Sch,1.32,0,2.12,11.38,42.06,0,0,0.79,54.76,5.82,46.03,378,12.96,Yes,43.12
Clemente Roberto MS,3.86,0,1.54,39.38,54.83,0,0,0,89.96,23.55,42.47,259,25.1,Yes,0.39
