name,two_or_more_races_percent,american_indian_alaskan_native_percent,asian_percent,black_african_american_percent,hispanic_percent,homeless_percent,military_connected_percent,native_hawaiian_or_other_pacific_islander_percent,percent_of_gifted_students,economically_disadvantaged_percent,english_learner_percent,female_percent,school_enrollment,special_education_percent,title_1_school,white_percent
Evergreen El Sch,12.3,0,7,27.8,6.6,,,0,2.6,63.4,4.8,49.8,227,19.8,Yes,46.3
Executive Education Academy Charter School,2.1,0,0,17.8,74.1,,,0.1,0.8,63.6,5.7,47.7,1183,14.2,Yes,5.8
Exeter Twp JHS,2.5,0.2,1.9,4.9,11.5,,,0,6.3,28.6,1.3,48.8,633,18.5,No,79
Exeter Twp SHS,3.6,0.2,2.9,5.6,10.7,,,0.1,4.9,27.4,0.9,50.4,1327,17.8,No,76.9
Exton El Sch,4.9,0.2,16.9,1.8,6.9,,,0.2,2.9,13.4,4.2,48.6,550,12.9,No,69.1
Eyer MS,3.2,0.2,5.8,4,6.9,,,0.1,11.7,18.6,1.6,46.8,864,17.9,No,79.6
Fairfield Area El Sch,0.3,0,0.9,0.6,1.5,,,0,1.5,22.2,0.3,52.9,329,11.6,Yes,96.7
Fairfield Area HS,0.6,0.3,0.8,2.5,1.4,,,0.6,2.2,22.2,0.3,53.8,355,9,No,93.8
Fairfield Area MS,0,0.3,1.6,0.7,2.6,,,0.3,4,25,1,51.3,304,11.5,No,94.4
Fairview Avenue El Sch,6.9,0.4,0.4,4.9,5.1,,,0,0.8,65.2,0,50.4,710,11.4,Yes,82.2
Fairview El Sch,0.2,0,3.6,2.4,1.6,,,0,1.3,8.4,0.9,53.6,633,12.5,Yes,92.3
Fairview HS,0.8,0.4,2.5,1.9,3.7,,,0,8.1,19.9,0.4,48.9,517,8.1,No,90.7
Fairview MS,2.5,0.2,1.8,1.4,2.5,,,0,7,20.6,0.7,48.7,559,10.4,No,91.6
Falling Spring El Sch,7.4,0,1.1,5.6,13.3,,,0.4,1.1,39.6,5.9,49.3,270,3.3,No,72.2
Fallsington El Sch,4.4,0,9.6,5.2,9.2,,,0,2.4,40.8,3.2,51.6,250,14,Yes,71.6
Fannett-Metal El Sch,1,0,0,0.5,2.4,,,0,1,52.9,0,52.4,210,17.1,Yes,96.2
Fannett-Metal MS,0,0,0.9,0.9,1.8,,,0,0,45.4,0,42.6,108,15.7,No,96.3
Fannett-Metal SHS,0,0,0,2,2,,,0,0.6,43.5,0,57.1,154,16.9,No,96.1
Farmdale El Sch,2.4,0,1.7,4.5,13.6,,,0,1.1,37.7,6.7,50,536,18.5,Yes,77.8
Farmersville El Sch,2.6,0.2,8,4.6,18.1,,,0.2,2.4,26,2.7,47.7,415,18.3,No,66.3
Farrell Area ES/LMS,10,0.5,0.8,74.3,0.5,,,0,0.3,100,0.3,49.6,389,22.1,Yes,13.9
Farrell Area HS/UMS,2.8,0.6,0,81.1,0.6,,,0,4.4,100,0,48.6,317,19.6,Yes,14.8
Farrell Louis H Sch,15,0.3,15,14.7,19,,,0.4,0.2,  -  -,22.2,50.2,1116,11.9,Yes,35.7
Fawn Area El Sch,1.5,1.2,0.8,0.4,1.9,,,0,1.5,29.6,0,44.6,260,10,No,94.2
Fawn Primary Center,10.4,0.7,0.4,9,1.4,,,0,0,53.4,0,53.4,279,19.4,Yes,78.1
Fayette County Career & Technical Institute,0.9,0,0.2,8.5,0.9,,,0,0,68,0.3,40.8,637,3.3,No,89.5
Fayette Twp El Sch,0,0,0.4,1.8,5.7,,,0,0.4,37.9,0,49.8,227,23.3,Yes,92.1
Fayetteville El Sch,6,0,1.2,4.2,9.4,,,0.2,0.8,49.2,1.4,48.8,500,22.6,Yes,79
Fell CS,1.3,0,0,9.7,3.2,,,0,0,68.4,0,51,155,10.3,Yes,85.8
Fell D Newlin Sch,7.8,0.2,38.4,14.3,20.5,,,0,0.2,  -  -,25,49.3,552,9.2,Yes,18.8
Fels Samuel HS,5.1,0,6.6,61.4,22.8,,,0,0.3,  -  -,19.9,46.5,948,23.4,Yes,4.1
Feltonville Intermediate School,8.5,0.1,4.6,23.6,60.1,,,0,0,  -  -,21.5,48.4,740,12.2,Yes,3
Feltonville Sch of Arts & Sciences,7.2,0,4.8,24.3,60.6,,,0,0.5,  -  -,22.7,47.4,559,18.8,Yes,3
Ferguson Sch,9.6,0,0,34.7,43.4,,,0,0.2,97.1,22.9,46.2,654,23.5,Yes,12.2
Ferguson Twp El Sch,4,0.3,10.2,0.3,2.8,,,0,2,10.2,1.7,46,354,8.2,No,82.5
Fermanagh-Mifflintown El Sch,0.4,0,0,0.8,32.6,,,0,0.4,41.6,12.4,47.9,267,21.7,Yes,66.3
Fern Hill El Sch,2.7,0,4.8,5.4,12.8,,,0,2,23,9,46.5,557,10.8,Yes,74.3
Ferndale Area JSHS,6.5,0,0.3,5.2,2.3,,,0,3.9,66.7,0.3,50,306,23.2,No,85.6
Ferndale El Sch,6,0,0.3,6.8,7.1,,,0,2.1,68.8,0.5,50.8,382,18.3,Yes,79.8
Fink El Sch,18.2,0.4,6.2,6.7,17.3,,,0,0.4,70.2,5.3,52.4,225,16.9,Yes,51.1
Finletter Thomas K Sch,6.2,0.3,12.6,67.3,11.8,,,0.1,0,  -  -,6,47.4,715,13.1,Yes,1.8
First District El Sch,15,0.2,0,6.6,1.7,,,0,1.2,65.8,0,49.9,407,17.4,Yes,76.4
First Philadelphia Preparatory Charter School,11.2,0.4,2.2,43.7,29.2,,,0.1,0,66.8,2.8,50.6,1807,18.4,Yes,13.2
Fishing Creek El Sch,2.5,0,1,1,6.7,,,0,1,25.2,0,47.7,476,10.9,No,88.7
Fitler Academics Plus,0.4,2.6,0,94,0.9,,,0,0,  -  -,0,49.8,233,13.3,Yes,2.2
Fitzpatrick Aloysius L Sch,10.8,0,5.3,21.7,10.7,,,0,0,  -  -,7.4,51.8,852,15.3,Yes,51.5
Fitzwater El Sch,4.8,0,11.9,11.7,5.6,,,0,4.6,18,2.5,50.5,394,13.7,Yes,66
Five Points El Sch,2.8,0,1.2,1.2,3.8,,,0,1.4,39.1,0.4,47.6,494,14.8,No,90.9
Fleetwood MS,0.6,0,1.5,2.4,11.1,,,0.1,4.6,32.8,1.2,49.9,820,20.2,Yes,84.3
Fleetwood SHS,0.4,0,1.9,4.2,8.3,,,0,5.9,30,1.2,48.4,827,15.6,No,85.1
Floyd C Fretz MS,1.2,0.7,0.5,1.1,3,,,0.4,3.9,55.7,0.9,50.7,560,15.5,No,93
Fogelsville Sch,4.2,0,11.1,3.5,20.4,,,0.2,1.9,33.4,6.6,50.1,577,13.2,Yes,60.7
Folk Arts-Cultural Treasures CS,8.1,0,68.9,14.1,4.2,,,0,0,63.4,18.6,48.7,505,12.9,Yes,4.8
Foose Sch,3.4,0,1.2,37.7,55,,,0,0,90.7,17,48.3,507,15.6,Yes,2.8
Foot of Ten El Sch,2.2,0,2.7,0.4,0.5,,,0,3.1,34.3,0.9,48,554,12.6,Yes,94.2
Forbes Road CTC,2.2,0.7,0.8,34.2,0.8,,,0,0.4,54.7,0.1,37.1,711,0.1,No,61.2
Forbes Road El Sch,1,0,0,0.5,0.5,,,0,0.5,33.6,0,51,208,15.9,Yes,98.1
Forbes Road JSHS,0,0,0,1.2,0,,,0,1.9,38.1,0,43.8,160,15,No,98.8
Forest City Regional El Sch,3.6,0,0.9,0.7,2.7,,,0.2,0,59.1,0.2,52.5,438,16.2,Yes,91.8
Forest City Regional HS,1.4,0.8,0.8,0.8,3.1,,,0.8,0.6,49.9,0.3,43.3,351,17.7,No,92
Forest Hills El Sch,1.1,0,0.1,0.3,1,,,0.1,1.9,47.3,0.1,49.2,1022,15.9,Yes,97.5
Forest Hills JSHS,0.7,0,0.2,0.7,1.1,,,0,5.1,42.6,0.1,49.1,829,11.9,No,97.2
Forge Road El Sch,4.5,0,0.6,2.3,5.4,,,0,0.8,23.4,0,49.4,354,15.8,Yes,87.3
Forks El Sch,1.9,0.2,8.1,11.9,12.6,,,0.5,5.5,31,3.6,46.3,419,19.6,No,64.7
Forrest Edwin Sch,12.2,0.2,3.5,34.2,24.8,,,0.1,0,  -  -,5.5,49,1213,11.3,Yes,25
Fort Allen El Sch,4.3,0,1.8,1.6,2.9,,,0,0.8,40.3,1.8,49.7,511,15.5,Yes,89.4
Fort Cherry El Ctr,5.2,0.2,0.2,0.8,2.2,,,0,2.6,35.4,0.6,48.7,534,18.5,Yes,91.4
Fort Cherry JSHS,2,0,0.4,1.2,1,,,0,6.2,39.9,0.8,47.1,499,16.6,No,95.4
Fort Couch MS,2,0,12.6,1.2,1.1,,,0.2,11.9,9.3,1.3,44.4,637,11.9,No,82.9
Fort LeBoeuf MS,0.8,0,0.8,1,2.3,,,0,5.7,45.5,0.2,47.3,512,18.2,No,95.1
Fort LeBoeuf SHS,1,0,0.1,1.7,2,,,0,5.6,45.1,0.7,44.9,690,15.9,No,95.1
Fort Washington El Sch,6.2,0.2,6.6,3.7,4,,,0,5.8,12.7,0.8,48.9,481,12.5,Yes,79.2
Fort Zeller El Sch,1.6,0,0.6,2.6,4.6,,,0,0.3,36,2.6,46.7,306,19.9,Yes,90.5
Foster El Sch,7.1,0.4,6.7,0.8,2.9,,,0,0.8,14.2,5,47.5,240,11.7,Yes,82.1
Founders Hall Middle Sch,9.3,0.4,0.3,42.7,0.7,,,0,3.7,59,0.3,47.5,751,24.8,Yes,46.6
Fountain Hill El Sch,6.8,0.4,1,13,64.5,,,0,1.4,89.7,13.8,48.4,515,25.2,Yes,14.4
Fox Chapel Area HS,0.9,0.2,7.9,4.7,3.3,,,0,8.2,19.8,0.4,50.3,1347,11.7,No,83
Fox Chase Sch,14.9,0.4,5.4,20.9,13.5,,,0,0,  -  -,9.3,47.2,483,18.6,Yes,44.9
Fox Twp El Sch,1.3,0,2.6,0.6,0,,,0,0,42.6,1.3,42.6,155,27.1,Yes,95.5
Frances Willard #32,8.4,0.4,0.6,9.2,28.3,,,0.8,0.2,67.4,3.9,48.9,513,13.8,Yes,52.4
Francis D Raub MS,3.7,0.4,2,17.1,69.8,,,0.4,2.4,84.9,19.4,42.7,859,21.9,Yes,6.6
Francis H Sheckler El Sch,7.6,0,0,6.4,32.6,,,0,0.6,58.2,1.1,49.9,543,17.1,Yes,53.4
Francis McClure El Sch,12.8,0.7,0.1,36.7,0.4,,,0.3,2.6,60.2,0.4,46.9,706,22,Yes,49
Francis S Grandinetti El Sch,2,0,0,1.1,1.1,,,0.6,0,53,0,49.9,355,16.9,Yes,95.2
Franconia El Sch,0,0.4,4.5,5.9,9.2,,,0.2,2,29.5,5.1,45.3,492,16.5,Yes,79.9
Frank Anne Sch,9.1,0.5,22,14.3,8.9,,,0.1,0.1,  -  -,22.3,48.5,1302,4.3,Yes,45.2
Frankford HS,3.6,0.1,1.5,52.3,33.2,,,0.1,0.2,  -  -,16.1,41.9,923,31,Yes,9.2
Franklin Area JSHS,2.3,0,1,2.2,1.4,,,0.1,5.6,52.2,0.3,52.2,874,27.5,No,93
Franklin Benjamin HS,1,0,2.7,84.5,7.6,,,0,0.4,  -  -,6.6,38.2,484,31.8,Yes,4.1
Franklin Benjamin Sch,8.5,0,4.2,58.5,24.4,,,0.2,0,  -  -,15.3,46.5,966,10.1,Yes,4.1
Franklin County CTC,1.6,0.2,0.6,2.7,4.3,,,0,0,34.2,0,44.7,488,0,No,90.6
Franklin El Sch,4.2,0,0,0.8,1.7,,,0,0.4,40.8,0.8,52.9,240,10.4,Yes,93.3
Franklin LC,4,0.1,11.6,53.6,24,,,0,2.7,  -  -,21.4,61.6,879,7.2,Yes,6.7
Franklin Regional MS,1.8,0,7.3,1.4,2.2,,,0.1,8.4,14,0.5,48.6,834,16.1,No,87.2
Franklin Regional SHS,0.8,0,8.3,1.9,1.7,,,0,10.1,16,0.5,47.5,1175,13.9,No,87.4
Franklin S Edmonds Sch,3.8,0.2,0.2,91.6,2.8,,,0.2,0.2,  -  -,0.8,40.3,652,19.2,Yes,1.4
Franklin Sch,3.3,1.3,0,0,0.7,,,0,0.7,47.4,0,49.3,152,14.5,Yes,94.7
Franklin Towne CHS,1.6,0.1,1.4,9.7,18.2,,,0.6,0,65.5,0.9,52,1162,13.8,Yes,68.5
Franklin Towne Charter Elementary School,1.9,0.1,1.1,4.6,8.3,,,0.1,0,55.6,0.9,49.8,936,11.9,Yes,83.9
Franklin Twp El Sch,2.7,0,1.6,1.6,9.9,,,0,5.1,48.3,5.1,46.4,373,12.9,Yes,84.2
Frankstown El Sch,1.5,0.2,0.9,0.2,1.1,,,0,2.3,39.4,0.6,49.6,659,11.2,Yes,96.2
Frazier El Sch,1.2,0,0.6,0.8,2.1,,,0,0.2,48.5,0.6,46.9,518,12.9,Yes,95.4
Frazier HS,0.3,0,1.1,2.2,1.4,,,0.5,4.6,47.1,0.8,47.4,367,11.2,No,94.6
Frazier MS,0,0,0,0.4,0.8,,,0.4,2,46.6,0,49.4,249,14.5,No,98.4
Fred J. Jaindl El Sch,4.2,0.2,22.5,8.2,13.4,,,0,4.6,16.5,3,44,636,14.2,Yes,51.6
Fred L Aiken El Sch,6.3,0,9.5,5.8,3.7,,,0,0.5,24.2,5.3,57.9,190,14.2,No,74.7
Fred S Engle MS,3.2,0,2.8,1.5,24.2,,,0,3.7,29.4,5.4,46,819,11.8,No,68.4
Frederick Douglass Mastery Charter School,0.5,0,0,98.3,1.2,,,0,0,66.5,0.4,47.5,749,18.6,Yes,0
Fredericksburg El Sch,0,0,0,0.5,1,,,0,2,35,0,46.8,203,19.2,Yes,98.5
Freedom Area El Sch,6,0,0,0,0.6,,,0,0.4,55.6,0,48,487,18.5,Yes,93.4
Freedom Area MS,5.6,0,0,0.5,0.9,,,0,3.7,50,0.2,50.9,428,16.6,No,93
Freedom Area SHS,2.6,0.2,0.7,0.7,1.6,,,0.2,3.3,44.6,0.5,47.4,428,14,No,93.9
Freedom HS,0.9,0,4.2,11.4,34.1,,,0.2,5.4,48.3,5.7,47.8,1926,16.6,No,49.1
Freeland El/MS,1.8,0.5,0.6,1.8,23.3,,,0,1.2,53.6,5.3,47.5,926,14.8,Yes,71.8
Freemansburg El Sch,1.3,0,1.6,9.6,61.1,,,0,0.8,84,8.5,41.6,375,21.9,Yes,26.4
Freeport Area MS,0.7,0.4,0.7,0.9,0.2,,,0.2,5.6,27,0.2,47.5,448,10.7,No,96.9
Freeport Area SHS,0,0.2,0.3,0.7,0.3,,,0.3,6.4,27.1,0.2,50.1,605,9.1,No,98.2
Freire CS,4,0.2,0.2,92.8,2.7,,,0,0,77.9,0.2,62.5,977,18.9,Yes,0.1
French Creek El Sch,3.1,0,2.4,1.6,4.7,,,0,4.7,14.9,0.9,45.4,577,17.9,No,88.2
Friendship El Sch,6.1,0,0.9,28.4,16.2,,,0,1.5,63.3,5.2,45.3,327,27.2,Yes,48.3
Friendship Hill El Sch,1.9,0,0,0.5,0.5,,,0.5,1,66,0,54.4,206,19.9,Yes,96.6
Fritz El Sch,7.4,0.3,4.5,8.2,25.1,,,0,2.9,38.8,3.6,52,694,13.7,Yes,54.6
Fulton County AVTS,0.7,0,0.7,0.7,0.7,,,3.6,0,46.1,0,33.3,141,0,No,93.6
Fulton El Sch,5.4,0,2.7,1.4,9.3,,,0,1.1,57.5,4.1,49.6,367,22.9,Yes,81.2
Furness Horace HS,2.6,0,43.9,18.6,24.2,,,0,0.3,  -  -,47.1,40,645,14.4,Yes,10.7
G A R Memorial JSHS,3.6,0.1,0.8,25.6,43.1,,,0.1,0.1,88.3,16.3,50,937,21.3,Yes,26.7
GNA El Ctr,2.3,0.4,0.4,5.9,8.7,,,0,1.5,72,1.3,47.1,529,32.7,Yes,82.4
Galeton Area Sch,0.3,0,0,2.2,1.4,,,0,4.2,66,0,52.2,356,20.2,Y,96.1
Gamp,8.1,0.3,17.4,26.4,5.4,,,0,7.6,  -  -,0.3,59.6,614,4.9,Yes,42.4
Garden Spot MS,2.1,0.6,3.6,1.3,7.8,,,0.2,4.7,49.2,0.8,46.8,472,16.1,No,84.3
Garden Spot SHS,1.3,0.3,3.6,2.6,7.8,,,0.2,3,44.5,1.1,46.4,1044,16.1,N,84.1
Garnet Valley El Sch,3.7,0.7,17.2,2.5,3.2,,,0.3,6.9,10.2,1.9,47.6,752,22.9,Yes,72.5
Garnet Valley HS,0.6,0.1,11.8,2.6,2.2,,,0.2,11.5,8.5,0.2,49.6,1691,20,Yes,82.4
Garnet Valley MS,2.8,0.4,16.6,1.9,2,,,0.1,13,9.3,0.8,46.8,1127,21.4,No,76.1
Garrettford El Sch,7.3,0,6.6,36.1,5.7,,,0,1.6,51.3,2.6,46.9,618,9.9,No,44.3
Gateway MS,7.5,0.2,6.9,27.6,4.1,,,0.4,9.1,50.9,1.8,49.9,493,19.5,No,53.4
Gateway SHS,4.6,0,6.2,22.4,3,,,0.9,8.3,46.1,1.6,47.8,1100,17.5,No,62.8
Gayman El Sch,2.9,0,2.9,0.7,4.8,,,0,6.8,4.8,0,46.8,412,9.5,No,88.6
General McLane HS,3.6,0.1,1,1.2,1.5,,,0,5.2,34.3,0.3,47.6,717,17.9,No,92.5
General Nash El Sch,6.2,0,12.1,4,3.2,,,0.3,7.5,15.6,0,48.9,372,14.8,No,74.2
General Wayne El Sch,4.3,0,9,3.6,8.3,,,0.2,2.9,13.1,2.3,50.9,444,15.8,Yes,74.6
George A Ferrell El Sch,2.4,0,0.6,0,0,,,0,0.6,40.5,0,52.8,163,10.4,No,96.9
George Bancroft #34,8.6,0.4,2,8.2,53.7,,,0,0.4,88.9,8.6,50.8,244,16.8,Yes,27
George Blaisdell El Sch,2.5,0.6,0.2,1.6,1.8,,,0.3,0,62.8,0.3,48.7,647,13.8,Yes,93
George D Steckel El Sch,5.1,0.2,3.6,12.2,26.2,,,0,0.7,57.4,6.3,46.2,589,18.2,Yes,52.8
George J Plava El Sch,6.1,0.3,0,7.4,0.9,,,0,0.3,58.6,0,46.9,326,14.7,Yes,85.3
George Jr Republic El Sch,0,0,0,0,25,,,0,0,100,25,0,4,0,No,75
George Jr Republic HS,9.3,0.4,0.4,48.4,12.9,,,0,0,100,1.8,0,279,2.9,No,28.7
George Jr Republic MS,12.5,0,1.8,53.6,8.9,,,0,0,100,0,0,56,3.6,No,23.2
George Washington El Sch,2.5,0.4,1.4,0.7,1.4,,,0,2.5,8.7,0,51.6,277,20.9,No,93.5
George Wolf El Sch,0.4,0.2,0.6,7.3,13.9,,,0,2.1,44.9,0.4,48.4,519,16.4,Yes,77.6
Gerald G Huesken MS,3.4,0,4.1,8.1,16.8,,,0.2,4.7,36.3,2.4,47.9,656,14.9,Yes,67.5
Gettysburg Area HS,1,0.4,2.2,3.8,11.4,,,0.2,3.6,38.8,2.2,49.8,1117,12.4,No,81
Gettysburg Area MS,2.1,0.1,1.6,5.6,14.2,,,0,10.9,47.1,2.7,46.9,751,13.4,No,76.3
Gettysburg Montessori Charter School,8.6,0,0.5,2.5,1.5,,,0,0,42.6,1,46.7,197,16.8,Yes,86.8
Gideon Edward Sch,1.8,0,0,92.4,2.2,,,0,0,  -  -,0.4,49.5,277,17.7,Yes,3.6
Gilbertsville El Sch,2.6,0.2,2.5,1.6,5.6,,,0,2.4,18,0,46.8,678,19.2,No,87.5
Gill Hall El Sch,2,0.3,2,1.4,1.7,,,0,1,12.5,0.7,44.8,297,9.8,No,92.6
Gillingham Charter School,4.1,0.4,0.4,2.3,10,,,0,0,68.8,0.9,52.5,221,28.5,Yes,82.8
Girard HS,3.5,0.2,0.6,1.5,1.2,,,0,3.5,49.4,0.6,51.5,518,16.2,No,93
Girard Stephen Sch,5.9,0,18.2,63.1,6.3,,,0.2,0,  -  -,16.2,49.4,526,8.7,Yes,6.3
Girls HS,4.7,0,16.5,66.2,9.6,,,0,3,  -  -,2.2,100,983,1.6,Yes,3
Gladwyne Sch,7,0,8.9,6.7,5.3,,,0,7.8,8.2,3,48.2,734,12,No,72.2
Glen Acres El Sch,3.2,0,16.7,4.2,8.4,,,0.2,1.7,19.6,9.5,46.6,592,9.8,Yes,67.2
Glendale El Sch,1,0,0,0,1,,,0,3.8,52.5,0,51,394,17.3,Yes,98
Glendale JSHS,0.5,0.5,0,0,1.3,,,0,10,51.7,0,48.8,381,23.6,No,97.6
Glenolden Sch,6.5,0,2.9,19.4,2,,,0.2,1.3,61.2,2.1,49.4,613,19.7,Yes,69
Glenside El Sch,7.5,0,4.6,42.9,5.4,,,0,2.1,19,3.1,52.9,478,11.5,No,39.5
Glenwood El Sch,6.6,0,5.9,1.4,2.5,,,0,2.3,11.6,2.7,51.9,441,12,Yes,83.7
Global Leadership Academy CS,0.9,0,0,98.6,0.6,,,0,0.7,100,0,53.9,699,10.7,Yes,0
Global Leadership Academy CS Southwest at Huey,0,0,0,99.3,0.5,,,0,0,99.8,0,49.7,592,14.4,Yes,0.2
Good Hope MS,3.9,0.4,18.9,2.8,4.6,,,0,2.6,16.5,2.1,50.2,1158,8.7,No,69.4
Goode Sch,11.3,0.2,0.8,27.4,47.8,,,0,0,96.6,27.1,45.8,646,24.5,Yes,12.5
Goodnoe El Sch,1,0,14.8,1.6,3,,,0.1,8.6,8.4,2.4,47.4,793,17.7,No,79.4
Gordon Early Literacy Center,0,0,0,0,0,,,0,0,0,0,0,0,0,No,0
Gotwals El Sch,8,0,0.2,28,58.9,,,0,0,97.9,26.1,48.4,436,13.8,Yes,4.8
Governor Mifflin MS,1.4,0.1,1.5,8.4,19.9,,,0,4.1,39.7,1.5,49,713,19.9,No,68.6
Governor Mifflin SHS,1.8,0.1,1.5,6.2,18.7,,,0,4.3,37.9,2,48.2,1372,17.1,No,71.8
Governor Wolf El Sch,1.6,0.4,3.8,11.9,31.3,,,0,1.1,56.4,3.8,47.9,447,14.3,Yes,51
Grace B Luhrs Univ Elem,3.8,0,1.5,3.1,3.1,,,0,3.1,20.8,0.8,51.5,130,8.5,No,88.5
Grace Park El Sch,3.9,0.5,2.1,4.4,3.6,,,0,1,33.5,0.8,46.2,385,23.9,No,85.4
Grace S Beck Sch,5.8,0,0.3,2.7,25,,,0,0.3,75,5.8,44.8,328,22,Yes,66.2
Grandview El Sch,6.6,0,1.5,5.9,17.2,,,0,0.7,49.1,4,49.8,273,12.8,No,68.9
Grasse El Sch,3,0.2,5,3.6,8.4,,,0,5.9,21.3,0.5,48.1,441,21.1,Yes,79.8
Gray's Woods El Sch,3.6,0.4,2,0.9,0.9,,,0,0.9,10.7,0,49.9,441,12.7,No,92.1
Great Valley HS,2,0,14.7,2.3,8,,,0.1,8.9,15,3.2,48.8,1276,16.2,No,73
Great Valley MS,3.1,0,18.3,3.2,7.7,,,0,12.6,14.8,2.4,49.7,1004,17.9,No,67.7
Greater Altoona CTC,0.8,0,0.5,4.3,1,,,0.1,0,58.6,0.1,36,997,0,No,93.3
Greater Johnstown CTC,1.4,0,0.3,1.1,0.6,,,0,0,60.3,0,44.3,350,18.9,No,96.6
Greater Johnstown El Sch,18.6,0.2,0.2,35.5,4.7,,,0.2,0.2,81,0.8,49.1,1337,16.8,Yes,40.7
Greater Johnstown MS,17.6,0,0.3,32.4,3.1,,,0,1,79.9,1.3,52.7,607,18.9,Yes,46.5
Greater Johnstown SHS,10,0.1,0.5,30.8,3.9,,,0,2.4,85.1,1.4,47.8,1035,14.2,No,54.8
Greater Johnstown School District's Cyber Academy,11.4,0,0,25,4.6,,,0,0,77.3,0,54.6,44,29.5,No,59.1
Greater Latrobe JHS,3.3,0.2,1.2,0.3,2,,,0,5.6,31.9,0.3,50.1,611,11.8,No,93.1
Greater Latrobe SHS,1.3,0.2,1.2,1.1,1.1,,,0,1.7,31.8,0.4,47.4,1303,12.5,No,95.2
Greater Nanticoke Area Ed Ctr,2.7,0,1.5,7.4,7.1,,,0,2.7,63.4,0.6,49.4,336,28.6,Yes,81.2
Greater Nanticoke Area SHS,0.5,0.1,0.4,5.7,4.4,,,0,2.2,64.8,0.5,48.3,934,19.9,No,88.9
Green Ridge El Sch,6.1,0.5,18.3,1.7,3,,,0,0.2,17,3.1,46.1,575,11.1,No,70.4
Green Valley El Sch,1.9,0.6,5.8,3.6,12.2,,,0,4.7,15.3,1.7,50.1,535,15.5,No,76.1
Green Woods CS,9.5,1,1.2,16.7,3,,,0.1,0,12.4,0,49.1,695,6,Yes,68.5
Greenberg Joseph Sch,3.2,0.5,27.2,13,6.8,,,0.1,0.6,  -  -,6,48.7,789,13.2,Yes,49
Greencastle-Antrim El Sch,4.1,0,1.6,1.3,4.1,,,0,1.3,32.2,0.7,49.7,758,13.5,No,88.9
Greencastle-Antrim MS,3,0.1,1.5,2.6,2.9,,,0,3.2,28.1,0.4,46.1,722,13,No,89.8
Greencastle-Antrim Pri Sch,4.3,0,1.1,1.3,3.7,,,0.2,0,34.9,1.1,51.6,622,8.2,Yes,89.4
Greencastle-Antrim SHS,3.3,0.2,1.9,1.9,4.2,,,0,4.3,22.4,0.2,49.3,911,12.6,No,88.6
Greene County CTC,0,0,0,0.3,0,,,0,0,64.6,0,35.2,330,0,No,99.7
Greenfield Albert M Sch,11.7,0.3,9.1,20,4.7,,,0,1.6,  -  -,3.9,46.4,614,9.1,Yes,54.1
Greenock El Sch,3.9,0.6,0,5,0,,,0,0,39.4,0,53.3,180,11.7,Yes,90.6
Greensburg-Salem HS,5.4,0,1.5,5.3,1.1,,,0.1,10.3,44.4,0.3,46.9,789,14.7,No,86.4
Greensburg-Salem MS,8.5,0,0.5,5.4,1.6,,,0.2,4.2,48.7,0,52.7,636,18.1,No,84
Greenville JSHS,0.6,0.2,3.7,0.9,2.4,,,0.2,4.4,37.3,0,46.9,654,14.7,No,92
Greenwich-Lenhartsville El Sch,3.2,0,0,0.4,9.1,,,0,2.7,35.4,2.3,49.6,220,20,Yes,87.3
Greenwood El Sch,0,0,0.6,0.6,0.9,,,0,0,32.2,0.3,47.3,332,20.8,Yes,97.9
Greenwood HS,0,0,0.4,1.3,1.8,,,0,1.3,28.8,0.4,47.4,226,9.3,No,96.5
Greenwood MS,0,1,0.5,1,2.1,,,0,1.6,34.7,0,39.5,190,14.7,No,95.3
Grove City Area HS,1.7,0,1.4,2.2,0.9,,,0.3,3.8,25.9,0,49,649,14.6,No,93.5
Grove City Area MS,1.9,0,1.1,1.5,0.4,,,0,4.3,25.7,0.2,50.3,463,19.4,No,95
Groveland El Sch,4.6,0,5.4,1.5,10.1,,,0,4.4,18.3,7.1,51,874,11.3,Yes,78.5
Grover Cleveland El Sch,4.8,0.3,4.4,22.2,10.6,,,0,0.2,64.6,5.1,45.9,632,15.5,Yes,57.8
Guilford Hills El Sch,8.9,0.4,3,4.4,5.9,,,0,1.1,37.3,1.8,54.6,271,6.3,No,77.5
Gwyn-Nor El Sch,5.1,0,25.8,9.2,8.4,,,0.2,3.1,31.9,3.6,51.6,608,14.8,No,51.3
Gwynedd Square El Sch,6.2,0.7,22.8,7.1,3.4,,,0,3.3,17.6,2.9,47.4,580,16,No,59.8
H W Good El Sch,5,0,0,1.8,1.4,,,0,1.1,52.1,0,49.3,280,22.1,Yes,91.8
HOPE for Hyndman CS,0,0,0,0,0,,,0,0,70,0,46.5,230,20,Yes,100
Hackett Horatio B Sch,13.4,0,1.2,10.2,13.6,,,0.2,0,  -  -,1.2,51.7,404,23,Yes,61.4
Hahntown El Sch,4.8,0,1.5,0.9,2,,,0,2.8,24.6,0.2,51.3,540,13.5,Yes,90.7
Haine El Sch,6.5,0,6.1,2.3,3.2,,,0,4.9,15.2,2.5,48.4,816,15.3,No,81.9
Haine MS,2.6,0,4.4,1.4,2.7,,,0,12.6,17,1,45.8,588,21.4,No,89
Halifax Area El Sch,1.3,0,1.3,2.9,3.2,,,0,1.6,40.1,0.3,43.6,314,20.1,Yes,91.4
