Name,DataElement,DisplayValue
Central PA Institute of Science & Techno,SupportServices,3023233.49
Central Pennsylvania Digital Learning Foundation CS,SupportServices,2061678.26
Central Valley SD,SupportServices,11580100.71
Central Westmoreland Career and Technology Center,SupportServices,3706034.56
Central York SD,SupportServices,28808986.92
Centre Learning Community CS,SupportServices,315772.54
Chambersburg Area SD,SupportServices,46346251
Charleroi SD,SupportServices,8364838.48
Chartiers Valley SD,SupportServices,20667212.23
Chartiers-Houston SD,SupportServices,7576482.42
Cheltenham SD,SupportServices,37566688.38
Chester Charter Scholars Academy CS,SupportServices,3189005
Chester Community CS,SupportServices,55604560.64
Chester County Technical College High School - Pickering Campus,SupportServices,11087842.28
Chester-Upland SD,SupportServices,30439655.45
Chestnut Ridge SD,SupportServices,7048907.09
Chichester SD,SupportServices,24157027.21
Christopher Columbus CS,SupportServices,4743253.7
Circle of Seasons CS,SupportServices,2121487.84
City CHS,SupportServices,4518295
Clairton City SD,SupportServices,6852843.96
Clarion Area SD,SupportServices,4578112.45
Clarion County Career Center,SupportServices,1427359.35
Clarion-Limestone Area SD,SupportServices,5251488.56
Claysburg-Kimmel SD,SupportServices,5189324.74
Clearfield Area SD,SupportServices,13347572.84
Clearfield County CTC,SupportServices,1880374.21
Coatesville Area SD,SupportServices,38467674.46
Cocalico SD,SupportServices,18756447.53
Collegium CS,SupportServices,13867012
Colonial SD,SupportServices,40425566.98
Columbia Borough SD,SupportServices,8257064.67
Columbia-Montour Area Vocational-Technical School,SupportServices,3687166
Commodore Perry SD,SupportServices,3307624.92
Commonwealth Charter Academy CS,SupportServices,88505012.35
Community Academy of Philadelphia CS,SupportServices,5660466
Conemaugh Township Area SD,SupportServices,5096662.16
Conemaugh Valley SD,SupportServices,5197855.97
Conestoga Valley SD,SupportServices,20119387.66
Conewago Valley SD,SupportServices,15920773.54
Conneaut SD,SupportServices,14759951.68
Connellsville Area Career & Technical Center,SupportServices,1075868.11
Connellsville Area SD,SupportServices,21969119.81
Conrad Weiser Area SD,SupportServices,14830483.22
Cornell SD,SupportServices,4829047
Cornwall-Lebanon SD,SupportServices,24536037.21
Corry Area SD,SupportServices,11102009.66
Coudersport Area SD,SupportServices,4323478.23
Council Rock SD,SupportServices,67389094.03
Cranberry Area SD,SupportServices,5991474.99
Crawford Central SD,SupportServices,21156593.96
Crawford County Career and Technical Center,SupportServices,2060665.57
Crestwood SD,SupportServices,10654447.69
Crispus Attucks CS,SupportServices,997338.32
CTC of Lackawanna County,SupportServices,3298017
Cumberland Perry Area Vocational Technical School,SupportServices,4270287.47
Cumberland Valley SD,SupportServices,54827443
Curwensville Area SD,SupportServices,5132465.38
Dallas SD,SupportServices,11728455.51
Dallastown Area SD,SupportServices,29092388.83
Daniel Boone Area SD,SupportServices,18391165.75
Danville Area SD,SupportServices,12225675.57
Dauphin County Technical School,SupportServices,6889761.9
Deep Roots CS,SupportServices,3790256
Deer Lakes SD,SupportServices,11938505.88
Delaware County Technical High School-As,SupportServices,6201952.14
Delaware Valley SD,SupportServices,26409295.62
Derry Area SD,SupportServices,11627048.39
Derry Township SD,SupportServices,22198266.88
Discovery CS,SupportServices,3943313
Donegal SD,SupportServices,13927290.77
Dover Area SD,SupportServices,19295160.35
Downingtown Area SD,SupportServices,71165099.47
Dr Robert Ketterer CS Inc,SupportServices,2000846
Dubois Area SD,SupportServices,18680354.23
Dunmore SD,SupportServices,8184560.34
Duquesne City SD,SupportServices,5969392
East Allegheny SD,SupportServices,11451279.01
East Lycoming SD,SupportServices,8053267.11
East Penn SD,SupportServices,43907616.2
East Pennsboro Area SD,SupportServices,13264025.12
East Stroudsburg Area SD,SupportServices,51102562.18
Eastern Center for Arts & Technology,SupportServices,4935230
Eastern Lancaster County SD,SupportServices,22406985.51
Eastern Lebanon County SD,SupportServices,14942964.37
Eastern Westmoreland Career and Technology Center,SupportServices,1601295.74
Eastern York SD,SupportServices,13768900.48
Easton Area SD,SupportServices,51279949.44
Easton Arts Academy Elementary CS,SupportServices,2223093
Elizabeth Forward SD,SupportServices,14712804.89
Elizabethtown Area SD,SupportServices,19464322.95
Elk Lake SD,SupportServices,6517572.88
Ellwood City Area SD,SupportServices,8782502.76
Environmental CS at Frick Park,SupportServices,9777387
Ephrata Area SD,SupportServices,24179358.99
Erie City SD,SupportServices,52732617.19
Erie County Technical School,SupportServices,3365202
Esperanza Academy CS,SupportServices,8491504.46
Esperanza Cyber CS,SupportServices,5318949
Eugenio Maria DE Hostos CS,SupportServices,2744707
Everett Area SD,SupportServices,7326441.92
Evergreen Community CS,SupportServices,415114
Executive Education Academy CS,SupportServices,61528809
Exeter Township SD,SupportServices,22633597.49
Fairfield Area SD,SupportServices,6478709.68
Fairview SD,SupportServices,8779763
Fannett-Metal SD,SupportServices,2906431.95
Farrell Area SD,SupportServices,6479152
Fayette County Career & Technical Instit,SupportServices,2658969.37
Fell CS,SupportServices,910588
Ferndale Area SD,SupportServices,4416397.58
First Philadelphia Preparatory CS,SupportServices,13026213
Fleetwood Area SD,SupportServices,13559812.54
Folk Arts-Cultural Treasures CS,SupportServices,2846098
Forbes Road Career and Technology Center,SupportServices,2895445.03
Forbes Road SD,SupportServices,3031468.71
Forest Area SD,SupportServices,5158937.05
Forest City Regional SD,SupportServices,5295519.85
Forest Hills SD,SupportServices,9058680.89
Fort Cherry SD,SupportServices,6751787.18
Fort LeBoeuf SD,SupportServices,10863539.27
Fox Chapel Area SD,SupportServices,31916865.23
Franklin Area SD,SupportServices,10232676.28
Franklin County Career and Technology Center,SupportServices,3740780.52
Franklin Regional SD,SupportServices,18530858.34
Franklin Towne Charter Elementary School,SupportServices,5135938
Franklin Towne CHS,SupportServices,6319644
Frazier SD,SupportServices,5458638.86
Frederick Douglass Mastery CS,SupportServices,4616061
Freedom Area SD,SupportServices,7309594.29
Freeport Area SD,SupportServices,10639267.34
Freire CS,SupportServices,7076911.56
Fulton County Center for Career and Tech,SupportServices,415768
Galeton Area SD,SupportServices,2555150.23
Garnet Valley SD,SupportServices,27556342.77
Gateway SD,SupportServices,23088001.9
General McLane SD,SupportServices,11376975.22
Gettysburg Area SD,SupportServices,19659450.6
Gettysburg Montessori CS,SupportServices,1222600
Gillingham Charter School,SupportServices,1760635
Girard SD,SupportServices,8936792.89
Glendale SD,SupportServices,4902172.2
Global Leadership Academy CS,SupportServices,5159152
Global Leadership Academy CS Southwest a,SupportServices,5602192
Governor Mifflin SD,SupportServices,21368104.84
Great Valley SD,SupportServices,29631742.59
Greater Altoona CTC,SupportServices,4564571.93
Greater Johnstown CTC,SupportServices,2570432.02
Greater Johnstown SD,SupportServices,14066457.64
Greater Latrobe SD,SupportServices,16908974.66
Greater Nanticoke Area SD,SupportServices,8226582.46
Green Woods CS,SupportServices,4020334
Greencastle-Antrim SD,SupportServices,12360898.07
Greene County CTC,SupportServices,1448853.04
Greensburg Salem SD,SupportServices,12624858.23
Greenville Area SD,SupportServices,6354147.6
Greenwood SD,SupportServices,4520001.05
Grove City Area SD,SupportServices,11844294.07
Halifax Area SD,SupportServices,6515985
Hamburg Area SD,SupportServices,13709121.29
Hampton Township SD,SupportServices,17651302.16
Hanover Area SD,SupportServices,9414587.82
Hanover Public SD,SupportServices,10219576
Harambee Institute of Science and Techno,SupportServices,3210107
Harbor Creek SD,SupportServices,10140386.41
Harmony Area SD,SupportServices,2239590.71
Harrisburg City SD,SupportServices,41522922.99
Hatboro-Horsham SD,SupportServices,35885285.96
Haverford Township SD,SupportServices,35604848.33
Hazleton Area Career Center,SupportServices,NULL
Hazleton Area SD,SupportServices,42526757.67
Hempfield Area SD,SupportServices,25199893.73
Hempfield SD,SupportServices,34726978.52
Hermitage SD,SupportServices,9710264.28
Highlands SD,SupportServices,14716359
Hollidaysburg Area SD,SupportServices,16196570.71
Homer-Center SD,SupportServices,5146165.32
HOPE for Hyndman CS,SupportServices,1189658
Hopewell Area SD,SupportServices,12247214.87
Howard Gardner Multiple Intelligence CS,SupportServices,1813407
Huntingdon Area SD,SupportServices,10851059.74
Huntingdon County CTC,SupportServices,1149796.21
Imhotep Institute CHS,SupportServices,4273104.13
Independence CS,SupportServices,5827040
Independence CS West,SupportServices,4429914
Indiana Area SD,SupportServices,14836343.27
Indiana County Technology Center,SupportServices,1899223.54
Infinity CS,SupportServices,868922
Innovative Arts Academy CS,SupportServices,4124081.05
Inquiry CS,SupportServices,1906858
Insight PA Cyber CS,SupportServices,20976058.21
Interboro SD,SupportServices,23083179.45
Iroquois SD,SupportServices,6945647.74
Jamestown Area SD,SupportServices,3959533.17
Jeannette City SD,SupportServices,5389704.33
Jefferson County-DuBois AVTS,SupportServices,3150448.22
Jefferson-Morgan SD,SupportServices,4777332.38
Jenkintown SD,SupportServices,5433731.71
Jersey Shore Area SD,SupportServices,12635005.1
Jim Thorpe Area SD,SupportServices,9609239.36
Johnsonburg Area SD,SupportServices,3847766.26
Juniata County SD,SupportServices,13595619.15
Juniata Valley SD,SupportServices,4072016.42
Kane Area SD,SupportServices,5777707.08
Karns City Area SD,SupportServices,8949805.48
Kennett Consolidated SD,SupportServices,29153235.59
Keystone Academy CS,SupportServices,3646827.21
Keystone Central CTC,SupportServices,NULL
Keystone Central SD,SupportServices,22792551.36
Keystone Education Center CS,SupportServices,1626075.39
Keystone Oaks SD,SupportServices,12881211
Keystone SD,SupportServices,5690500.06
KIPP DuBois CS,SupportServices,5259049
KIPP North Philadelphia CS,SupportServices,3473345
KIPP Philadelphia CS,SupportServices,7007623
KIPP West Philadelphia CS,SupportServices,6778478
Kiski Area SD,SupportServices,17540737.85
Kutztown Area SD,SupportServices,11291277.85
La Academia Partnership CS,SupportServices,2011310
Laboratory CS,SupportServices,5120246
Lackawanna Trail SD,SupportServices,5979247.97
Lake-Lehman SD,SupportServices,9566584.64
Lakeland SD,SupportServices,8157301.23
Lakeview SD,SupportServices,6179274.99
Lampeter-Strasburg SD,SupportServices,15429038.67
Lancaster County CTC-Brownstown Campus,SupportServices,10708312.91
Lancaster SD,SupportServices,77372927
Laurel Highlands SD,SupportServices,16665828.72
Laurel SD,SupportServices,5975001.05
Lawrence County Career and Technical Center,SupportServices,2591078.63
Lebanon County CTC,SupportServices,2696340.49
Lebanon SD,SupportServices,22444589.8
Leechburg Area SD,SupportServices,4614259.59
Lehigh Career and Technical Institute,SupportServices,10760096.89
Lehigh Valley Academy Regional CS,SupportServices,10199894
Lehigh Valley Charter High School for th,SupportServices,3918099.18
Lehigh Valley Dual Language CS,SupportServices,2764444
Lehighton Area SD,SupportServices,10591579.29
Lenape Tech,SupportServices,4778857.76
Lewisburg Area SD,SupportServices,11516187.12
Life Male STEAM Academy CS,SupportServices,1198578
Ligonier Valley SD,SupportServices,10245330.45
Lincoln CS,SupportServices,3940113.49
Lincoln Leadership Academy CS,SupportServices,4062812.92
Lincoln Park Performing Arts CS,SupportServices,3624430.27
Lindley Academy CS at Birney,SupportServices,8057822
Line Mountain SD,SupportServices,7200890.91
Littlestown Area SD,SupportServices,10294928.98
Lower Dauphin SD,SupportServices,19749253.12
Lower Merion SD,SupportServices,86367829.89
Lower Moreland Township SD,SupportServices,16064316.18
Loyalsock Township SD,SupportServices,7391463.61
Lycoming Career and Technology Center,SupportServices,488648.1
Mahanoy Area SD,SupportServices,6831394.11
Manchester Academic CS,SupportServices,3568542
Manheim Central SD,SupportServices,17414149.59
Manheim Township SD,SupportServices,31931208.72
Mariana Bracetti Academy CS,SupportServices,7029175
Marion Center Area SD,SupportServices,9003528.16
Maritime Academy CS,SupportServices,7601193.94
Marple Newtown SD,SupportServices,35035133.82
Mars Area SD,SupportServices,14549516.29
MAST Community CS,SupportServices,48460434
MaST Community CS II,SupportServices,55381153
MaST Community CS III,SupportServices,43707918
Mastery CHS-Lenfest Campus,SupportServices,4168573
Mastery CS - Mann Campus,SupportServices,3839192
Mastery CS - Shoemaker Campus,SupportServices,6553556
Mastery CS - Thomas Campus,SupportServices,7612152
Mastery CS John Wister Elementary,SupportServices,3710907
Mastery CS-Cleveland Elementary,SupportServices,4141333
Mastery CS-Clymer Elementary,SupportServices,3533419
Mastery CS-Francis D. Pastorius Elementary,SupportServices,3905809
Mastery CS-Gratz Campus,SupportServices,10166274
Mastery CS-Hardy Williams,SupportServices,7414874
Mastery CS-Harrity Campus,SupportServices,5006332
Mastery CS-Pickett Campus,SupportServices,6768476
Mastery CS-Smedley Campus,SupportServices,4350478
Mastery Prep Elementary CS,SupportServices,2879979
Math Civics and Sciences CS,SupportServices,4162849.91
McGuffey SD,SupportServices,11061185.98
McKeesport Area SD,SupportServices,17314124
McKeesport Area Technology Center,SupportServices,NULL
Mechanicsburg Area SD,SupportServices,22164630.61
Memphis Street Academy CS @ JP Jones,SupportServices,5275943
Mercer Area SD,SupportServices,5853382.2
Mercer County Career Center,SupportServices,2310710
Methacton SD,SupportServices,37927684.96
Meyersdale Area SD,SupportServices,5643090.45
Mid Valley SD,SupportServices,8636367.77
Midd-West SD,SupportServices,0
Middle Bucks Institute of Technology,SupportServices,4157610.56
Middletown Area SD,SupportServices,16266838.52
Midland Borough SD,SupportServices,2351984.11
Mifflin County Academy of Science and Te,SupportServices,1666528
Mifflin County SD,SupportServices,27299031.48
Mifflinburg Area SD,SupportServices,11229966.92
Millcreek Township SD,SupportServices,33697381.7
Millersburg Area SD,SupportServices,4355868.6
Millville Area SD,SupportServices,5127327.79
Milton Area SD,SupportServices,11871701.93
Minersville Area SD,SupportServices,5959398.87
Mohawk Area SD,SupportServices,7267965.96
Mon Valley CTC,SupportServices,1215996.51
Monessen City SD,SupportServices,5034693.49
Moniteau SD,SupportServices,8315355.72
Monroe Career & Tech Inst,SupportServices,4273109.1
Montessori Regional CS,SupportServices,2678998
Montgomery Area SD,SupportServices,5914630.11
Montour SD,SupportServices,21114142.48
Montoursville Area SD,SupportServices,9053256.75
Montrose Area SD,SupportServices,9843133.57
Moon Area SD,SupportServices,24455019.06
Morrisville Borough SD,SupportServices,5743090
Moshannon Valley SD,SupportServices,5591645.35
Mount Carmel Area SD,SupportServices,5466111.91
Mount Pleasant Area SD,SupportServices,10027501.53
Mount Union Area SD,SupportServices,6141577.8
Mountain View SD,SupportServices,6714173.8
Mt Lebanon SD,SupportServices,28568479.04
Muhlenberg SD,SupportServices,19415750.13
Multicultural Academy CS,SupportServices,1641208
Muncy SD,SupportServices,5805478.12
Nazareth Area SD,SupportServices,27407982.81
Neshaminy SD,SupportServices,52879407.79
Neshannock Township SD,SupportServices,6426902.92
New Brighton Area SD,SupportServices,7822738.8
New Castle Area SD,SupportServices,14443159.65
New Day CS,SupportServices,1554711.67
New Foundations CS,SupportServices,7126286
New Hope-Solebury SD,SupportServices,14637797.91
New Kensington-Arnold SD,SupportServices,9946829.21
Newport SD,SupportServices,6056024.44
Nittany Valley CS,SupportServices,175330
Norristown Area SD,SupportServices,52474191.42
North Allegheny SD,SupportServices,53987727.06
North Clarion County SD,SupportServices,3141555.75
North East SD,SupportServices,8246982.42
North Hills SD,SupportServices,22153521.79
North Montco Tech Career Center,SupportServices,5100409.46
North Penn SD,SupportServices,82328637.87
North Pocono SD,SupportServices,17794585.74
North Schuylkill SD,SupportServices,9937498.1
North Star SD,SupportServices,6585275.97
Northampton Area SD,SupportServices,33446918.9
Northeast Bradford SD,SupportServices,5114282.29
Northeastern York SD,SupportServices,19697874.94
Northern Bedford County SD,SupportServices,4101277.64
Northern Cambria SD,SupportServices,5795009.96
Northern Lebanon SD,SupportServices,11243309.3
Northern Lehigh SD,SupportServices,11657735.96
Northern Potter SD,SupportServices,3486765.88
Northern Tier Career Center,SupportServices,1325019.11
Northern Tioga SD,SupportServices,10331559.37
Northern Westmoreland CTC,SupportServices,1590876.23
Northern York County SD,SupportServices,17365735.79
Northgate SD,SupportServices,7922894
Northumberland County CTC,SupportServices,849132.81
Northwest Area SD,SupportServices,6979673.3
Northwestern Lehigh SD,SupportServices,14432866.94
Northwestern SD,SupportServices,6830719.34
Northwood Academy CS,SupportServices,4223014.29
Norwin SD,SupportServices,22430473.43
Octorara Area SD,SupportServices,15765307.04
Oil City Area SD,SupportServices,9657297.26
Old Forge SD,SupportServices,4369522.69
Oley Valley SD,SupportServices,12911655.15
Oswayo Valley SD,SupportServices,2906039.8
Otto-Eldred SD,SupportServices,3627168.65
Owen J Roberts SD,SupportServices,36123901.92
Oxford Area SD,SupportServices,18163791.8
Palisades SD,SupportServices,14879617.92
Palmerton Area SD,SupportServices,8574077.91
Palmyra Area SD,SupportServices,16255766.66
Pan American Academy CS,SupportServices,6698655
Panther Valley SD,SupportServices,6647497.94
Parkland SD,SupportServices,58125125.94
Parkway West CTC,SupportServices,2861648
Passport Academy CS,SupportServices,2014502
Pen Argyl Area SD,SupportServices,10317358.99
Penn Cambria SD,SupportServices,7544170.02
Penn Hills CS of Entrepreneurship,SupportServices,4507775
Penn Hills SD,SupportServices,23988101.03
Penn Manor SD,SupportServices,24726585.45
Penn-Delco SD,SupportServices,20718618.72
Penn-Trafford SD,SupportServices,19315066.31
Penncrest SD,SupportServices,16455721.62
Pennridge SD,SupportServices,42076338.97
Penns Manor Area SD,SupportServices,5730170.09
Penns Valley Area SD,SupportServices,9282538.27
Pennsbury SD,SupportServices,61949726.28
Pennsylvania Cyber CS,SupportServices,49383884.3
Pennsylvania Distance Learning CS,SupportServices,7694218
Pennsylvania Leadership CS,SupportServices,20249196
Pennsylvania STEAM Academy CS,SupportServices,1060147.76
Pennsylvania Virtual CS,SupportServices,19575789.04
People for People CS,SupportServices,4400565
Pequea Valley SD,SupportServices,13702657
Perkiomen Valley SD,SupportServices,35967616.34
Perseus House CS of Excellence,SupportServices,4518429.5
Peters Township SD,SupportServices,20509763.29
Philadelphia Academy CS,SupportServices,7589446.27
Philadelphia City SD,SupportServices,1036290157
Philadelphia Electrical & Tech CHS,SupportServices,4993963
Philadelphia Hebrew Public CS,SupportServices,2168757
Philadelphia Montessori CS,SupportServices,1262508
Philadelphia Performing Arts CS,SupportServices,13933447
Philipsburg-Osceola Area SD,SupportServices,11399293.82
Phoenixville Area SD,SupportServices,30106610.28
Pine Grove Area SD,SupportServices,7444226.65
Pine-Richland SD,SupportServices,24826597
Pittsburgh SD,SupportServices,208674269.5
Pittston Area SD,SupportServices,16049592.24
Pleasant Valley SD,SupportServices,33007985.75
Plum Borough SD,SupportServices,18562597.6
Pocono Mountain SD,SupportServices,75049488.94
Port Allegany SD,SupportServices,4477746.82
Portage Area SD,SupportServices,4901975.95
Pottsgrove SD,SupportServices,19331687
Pottstown SD,SupportServices,21453962.62
Pottsville Area SD,SupportServices,11513149.52
Premier Arts and Science CS,SupportServices,1740613.95
Preparatory CS of Mathematics Science Te,SupportServices,3849324.21
Propel CS-Braddock Hills,SupportServices,6783394
Propel CS-East,SupportServices,2487801
Propel CS-Hazelwood,SupportServices,2787596
Propel CS-Homestead,SupportServices,4631129
Propel CS-McKeesport,SupportServices,2759151
Propel CS-Montour,SupportServices,5948904
Propel CS-Northside,SupportServices,3484725
Propel CS-Pitcairn,SupportServices,1548396
Provident CS,SupportServices,4074083.4
Punxsutawney Area SD,SupportServices,12856188.45
Purchase Line SD,SupportServices,6746371.9
Quaker Valley SD,SupportServices,15479226.83
Quakertown Community SD,SupportServices,32705452.13
Radnor Township SD,SupportServices,35071556
Reach Cyber CS,SupportServices,26824164.98
Reading Muhlenberg Career and Technology Center,SupportServices,3777835
Reading SD,SupportServices,86036189.29
Red Lion Area SD,SupportServices,26539826
Redbank Valley SD,SupportServices,5713007.2
Renaissance Academy Charter School,SupportServices,4899459
Reynolds SD,SupportServices,6937770.38
Richard Allen Preparatory CS,SupportServices,3218508
Richland SD,SupportServices,7284247.02
Ridgway Area SD,SupportServices,4937970.15
Ridley SD,SupportServices,32058054.13
Ringgold SD,SupportServices,14876049.23
Riverside Beaver County SD,SupportServices,8132999.3
Riverside SD,SupportServices,7296436.75
Riverview SD,SupportServices,7976721
Robert Benjamin Wiley Community CS,SupportServices,3558350.28
Roberto Clemente CS,SupportServices,3544271
Rochester Area SD,SupportServices,6607227.48
Rockwood Area SD,SupportServices,4268517.07
Rose Tree Media SD,SupportServices,32672472.74
Russell Byers CS,SupportServices,4004374
Saint Clair Area SD,SupportServices,2991157.41
Saint Marys Area SD,SupportServices,10233304.82
Salisbury Township SD,SupportServices,14787166.77
Salisbury-Elk Lick SD,SupportServices,1906740.75
Sankofa Freedom Academy CS,SupportServices,4682070.92
Saucon Valley SD,SupportServices,16072323.54
Sayre Area SD,SupportServices,6691864.55
School Lane CS,SupportServices,6856468.88
Schuylkill Haven Area SD,SupportServices,7668410.31
Schuylkill Technology Centers-North Camp,SupportServices,3780733.35
Schuylkill Valley SD,SupportServices,11241866.17
Scranton SD,SupportServices,41265549.52
Selinsgrove Area SD,SupportServices,13559136.19
Seneca Highlands Career and Technical Ce,SupportServices,822278.01
Seneca Valley SD,SupportServices,38523982.16
Seven Generations CS,SupportServices,1599857
Shade-Central City SD,SupportServices,2877034.54
Shaler Area SD,SupportServices,24864297.91
Shamokin Area SD,SupportServices,9839918.53
Shanksville-Stonycreek SD,SupportServices,2444860.19
Sharon City SD,SupportServices,9609495.59
Sharpsville Area SD,SupportServices,5175921.98
Shenandoah Valley SD,SupportServices,6846833.23
Shenango Area SD,SupportServices,5569679.26
Shikellamy SD,SupportServices,12703242.81
Shippensburg Area SD,SupportServices,15784179.53
Slippery Rock Area SD,SupportServices,9258636.82
Smethport Area SD,SupportServices,5327943.07
Solanco SD,SupportServices,20547514.85
Somerset Area SD,SupportServices,11871761.87
Somerset County Technology Center,SupportServices,3030221.11
Souderton Area SD,SupportServices,39734165.95
Souderton CS Collaborative,SupportServices,703133
South Allegheny SD,SupportServices,8593383.71
South Butler County SD,SupportServices,13713428.96
South Eastern SD,SupportServices,16845387.25
South Fayette Township SD,SupportServices,20187943
South Middleton SD,SupportServices,12521000.35
South Park SD,SupportServices,10229489.87
South Side Area SD,SupportServices,8983148
South Western SD,SupportServices,21990194.8
South Williamsport Area SD,SupportServices,6349166.75
Southeast Delco SD,SupportServices,23927555.78
Southeastern Greene SD,SupportServices,4635089.42
Southern Columbia Area SD,SupportServices,7006559.1
Southern Fulton SD,SupportServices,4901484.55
Southern Huntingdon County SD,SupportServices,6024996.98
Southern Lehigh SD,SupportServices,20546184.04
Southern Tioga SD,SupportServices,11470534.01
Southern York County SD,SupportServices,18411527.02
Southmoreland SD,SupportServices,9761423.07
Southwest Leadership Academy CS,SupportServices,4683421
Spectrum CS,SupportServices,702666
Spring Cove SD,SupportServices,8795876.6
Spring Grove Area SD,SupportServices,27016626.26
Spring-Ford Area SD,SupportServices,54182405.76
Springfield SD,SupportServices,22634801.58
Springfield Township SD,SupportServices,21105358.93
State College Area SD,SupportServices,49696699.07
Steel Center for Career and Technical Ed,SupportServices,2632084
Steel Valley SD,SupportServices,10931744.33
Steelton-Highspire SD,SupportServices,9620043
Sto-Rox SD,SupportServices,8308017.19
Stone Valley Community CS,SupportServices,509594.92
Stroudsburg Area SD,SupportServices,32195256.14
Sugar Valley Rural CS,SupportServices,3071919.33
Sullivan County SD,SupportServices,5319840.61
SUN Area Technical Institute,SupportServices,2300368.33
Susquehanna Community SD,SupportServices,6036185.91
Susquehanna County CTC,SupportServices,2874253.78
Susquehanna Township SD,SupportServices,15918947.4
Susquenita SD,SupportServices,10177509.61
Sylvan Heights Science CS,SupportServices,1039921
Tacony Academy CS,SupportServices,11058230
Tamaqua Area SD,SupportServices,10366312.77
TECH Freire CS,SupportServices,4813192.72
The New Academy CS,SupportServices,947261
The Philadelphia CS for Arts and Sciences at HR Edmunds,SupportServices,6055918
Tidioute Community CS,SupportServices,2259958.05
Titusville Area SD,SupportServices,12226597.31
Towanda Area SD,SupportServices,8437284.95
Tredyffrin-Easttown SD,SupportServices,44537967.77
Tri-Valley SD,SupportServices,4324463.65
Trinity Area SD,SupportServices,21747774.19
Troy Area SD,SupportServices,8169682.59
Tulpehocken Area SD,SupportServices,9827799.68
Tunkhannock Area SD,SupportServices,14958184.81
Turkeyfoot Valley Area SD,SupportServices,2435283.98
Tuscarora SD,SupportServices,14203987
Tussey Mountain SD,SupportServices,5369690.79
Twin Valley SD,SupportServices,18868674.54
Tyrone Area SD,SupportServices,9053415.17
Union Area SD,SupportServices,3721337
Union City Area SD,SupportServices,6318960.59
Union SD,SupportServices,4217468.38
Uniontown Area SD,SupportServices,15546846.67
Unionville-Chadds Ford SD,SupportServices,29292897.42
United SD,SupportServices,6599364.67
Universal Alcorn CS,SupportServices,3564693
Universal Audenried CS,SupportServices,4287521
Universal Creighton CS,SupportServices,3631716.04
Universal Institute CS,SupportServices,5546886
Universal Vare CS,SupportServices,2906466
Upper Adams SD,SupportServices,8742424.05
Upper Bucks County Technical School,SupportServices,3736916.44
Upper Darby SD,SupportServices,56886325.17
Upper Dauphin Area SD,SupportServices,6298936.15
Upper Dublin SD,SupportServices,31868999.58
Upper Merion Area SD,SupportServices,37535405.78
Upper Moreland Township SD,SupportServices,20204884.1
Upper Perkiomen SD,SupportServices,19988819.59
Upper Saint Clair SD,SupportServices,32795495.81
Urban Academy of Greater Pittsburgh CS,SupportServices,3475524
Urban Pathways 6-12 CS,SupportServices,3076286
Urban Pathways K-5 College CS,SupportServices,3865940
Valley Grove SD,SupportServices,4981315.59
Valley View SD,SupportServices,11305467
Venango Technology Center,SupportServices,2458338.83
Vida CS,SupportServices,1069387
Vision Academy CS,SupportServices,2829925
Wallenpaupack Area SD,SupportServices,25348246.41
Wallingford-Swarthmore SD,SupportServices,25554555.36
Warren County AVTS,SupportServices,NULL
Warren County SD,SupportServices,34275839.55
Warrior Run SD,SupportServices,7540585.26
Warwick SD,SupportServices,20005075.21
Washington SD,SupportServices,8850792.56
Wattsburg Area SD,SupportServices,9150689.61
Wayne Highlands SD,SupportServices,18169344.3
Waynesboro Area SD,SupportServices,17798303.53
Weatherly Area SD,SupportServices,5072957.85
Wellsboro Area SD,SupportServices,8593469
West Allegheny SD,SupportServices,23299804.09
West Branch Area SD,SupportServices,5830429.32
West Chester Area SD,SupportServices,72265153.65
West Greene SD,SupportServices,5377249.09
West Jefferson Hills SD,SupportServices,18716522.12
West Middlesex Area SD,SupportServices,4885452.24
West Mifflin Area SD,SupportServices,17633782.35
West Oak Lane CS,SupportServices,8641596
West Perry SD,SupportServices,14365755.92
West Phila. Achievement CES,SupportServices,4229869
West Shore SD,SupportServices,34442711.51
West Side CTC,SupportServices,2725107.67
West York Area SD,SupportServices,18151460
Western Area CTC,SupportServices,1891214.06
Western Beaver County SD,SupportServices,4821339.93
Western Montgomery CTC,SupportServices,2990342.77
Western Wayne SD,SupportServices,16380928.73
Westinghouse Arts Academy CS,SupportServices,20524701
Westmont Hilltop SD,SupportServices,6833393.95
Whitehall-Coplay SD,SupportServices,23708471.29
Wilkes-Barre Area Career & Technical Center,SupportServices,3674219.86
Wilkes-Barre Area SD,SupportServices,29014328.41
Wilkinsburg Borough SD,SupportServices,9112167.51
William Penn SD,SupportServices,31201694.12
Williams Valley SD,SupportServices,5995239.16
Williamsburg Community SD,SupportServices,2807810.77
Williamsport Area SD,SupportServices,27978890.77
Wilmington Area SD,SupportServices,7507790.31
Wilson Area SD,SupportServices,11798537.31
Wilson SD,SupportServices,31405187.6
Windber Area SD,SupportServices,5283346.56
Wissahickon CS,SupportServices,7999554
Wissahickon SD,SupportServices,30854582.36
Woodland Hills SD,SupportServices,25736598.1
Wyalusing Area SD,SupportServices,8145879.35
Wyoming Area SD,SupportServices,11885377.72
Wyoming Valley West SD,SupportServices,17791329.41
Wyomissing Area SD,SupportServices,12001102.55
York Academy Regional CS,SupportServices,6749365.32
York City SD,SupportServices,39158628.07
York Co School of Technology,SupportServices,10534269.57
