Name,DataElement,DisplayValue
Sharon City SD,FacilitiesAcquisition&Construction,1944415
Sharpsville Area SD,FacilitiesAcquisition&Construction,0
Shenandoah Valley SD,FacilitiesAcquisition&Construction,0
Shenango Area SD,FacilitiesAcquisition&Construction,0
Shikellamy SD,FacilitiesAcquisition&Construction,2068240.74
Shippensburg Area SD,FacilitiesAcquisition&Construction,16244.89
Slippery Rock Area SD,FacilitiesAcquisition&Construction,0
Smethport Area SD,FacilitiesAcquisition&Construction,480000
Solanco SD,FacilitiesAcquisition&Construction,0
Somerset Area SD,FacilitiesAcquisition&Construction,32580
Somerset County Technology Center,FacilitiesAcquisition&Construction,284.12
Souderton Area SD,FacilitiesAcquisition&Construction,15180
Souderton CS Collaborative,FacilitiesAcquisition&Construction,21757
South Allegheny SD,FacilitiesAcquisition&Construction,0
South Butler County SD,FacilitiesAcquisition&Construction,0
South Eastern SD,FacilitiesAcquisition&Construction,1692804.53
South Fayette Township SD,FacilitiesAcquisition&Construction,0
South Middleton SD,FacilitiesAcquisition&Construction,0
South Park SD,FacilitiesAcquisition&Construction,0
South Side Area SD,FacilitiesAcquisition&Construction,18049.64
South Western SD,FacilitiesAcquisition&Construction,0
South Williamsport Area SD,FacilitiesAcquisition&Construction,0
Southeast Delco SD,FacilitiesAcquisition&Construction,6727578
Southeastern Greene SD,FacilitiesAcquisition&Construction,0
Southern Columbia Area SD,FacilitiesAcquisition&Construction,0
Southern Fulton SD,FacilitiesAcquisition&Construction,0
Southern Huntingdon County SD,FacilitiesAcquisition&Construction,0
Southern Lehigh SD,FacilitiesAcquisition&Construction,0
Southern Tioga SD,FacilitiesAcquisition&Construction,13884.09
Southern York County SD,FacilitiesAcquisition&Construction,0
Southmoreland SD,FacilitiesAcquisition&Construction,1053123.61
Southwest Leadership Academy CS,FacilitiesAcquisition&Construction,2800
Spectrum CS,FacilitiesAcquisition&Construction,23241
Spring Cove SD,FacilitiesAcquisition&Construction,0
Spring Grove Area SD,FacilitiesAcquisition&Construction,0
Spring-Ford Area SD,FacilitiesAcquisition&Construction,291269.32
Springfield SD,FacilitiesAcquisition&Construction,0
Springfield Township SD,FacilitiesAcquisition&Construction,39432
State College Area SD,FacilitiesAcquisition&Construction,34133.97
Steel Center for Career and Technical Ed,FacilitiesAcquisition&Construction,0
Steel Valley SD,FacilitiesAcquisition&Construction,69947.5
Steelton-Highspire SD,FacilitiesAcquisition&Construction,0
Sto-Rox SD,FacilitiesAcquisition&Construction,0
Stone Valley Community CS,FacilitiesAcquisition&Construction,0
Stroudsburg Area SD,FacilitiesAcquisition&Construction,0
Sugar Valley Rural CS,FacilitiesAcquisition&Construction,28438.79
Sullivan County SD,FacilitiesAcquisition&Construction,0
SUN Area Technical Institute,FacilitiesAcquisition&Construction,730428.99
Susquehanna Community SD,FacilitiesAcquisition&Construction,228870
Susquehanna County CTC,FacilitiesAcquisition&Construction,0
Susquehanna Township SD,FacilitiesAcquisition&Construction,0
Susquenita SD,FacilitiesAcquisition&Construction,1775.31
Sylvan Heights Science CS,FacilitiesAcquisition&Construction,0
Tacony Academy CS,FacilitiesAcquisition&Construction,0
Tamaqua Area SD,FacilitiesAcquisition&Construction,1460342.7
TECH Freire CS,FacilitiesAcquisition&Construction,0
The New Academy CS,FacilitiesAcquisition&Construction,0
The Philadelphia CS for Arts and Science,FacilitiesAcquisition&Construction,1050137
Tidioute Community CS,FacilitiesAcquisition&Construction,0
Titusville Area SD,FacilitiesAcquisition&Construction,1000000
Towanda Area SD,FacilitiesAcquisition&Construction,449968
Tredyffrin-Easttown SD,FacilitiesAcquisition&Construction,0
Tri-Valley SD,FacilitiesAcquisition&Construction,0
Trinity Area SD,FacilitiesAcquisition&Construction,30123.52
Troy Area SD,FacilitiesAcquisition&Construction,0
Tulpehocken Area SD,FacilitiesAcquisition&Construction,0
Tunkhannock Area SD,FacilitiesAcquisition&Construction,0
Turkeyfoot Valley Area SD,FacilitiesAcquisition&Construction,0
Tuscarora SD,FacilitiesAcquisition&Construction,0
Tussey Mountain SD,FacilitiesAcquisition&Construction,278584.45
Twin Valley SD,FacilitiesAcquisition&Construction,43398.04
Tyrone Area SD,FacilitiesAcquisition&Construction,32731.94
Union Area SD,FacilitiesAcquisition&Construction,732429
Union City Area SD,FacilitiesAcquisition&Construction,124119.71
Union SD,FacilitiesAcquisition&Construction,1298177.13
Uniontown Area SD,FacilitiesAcquisition&Construction,23980.44
Unionville-Chadds Ford SD,FacilitiesAcquisition&Construction,0
United SD,FacilitiesAcquisition&Construction,13194.25
Universal Alcorn CS,FacilitiesAcquisition&Construction,0
Universal Audenried CS,FacilitiesAcquisition&Construction,0
Universal Creighton CS,FacilitiesAcquisition&Construction,1074876
Universal Institute CS,FacilitiesAcquisition&Construction,0
Universal Vare CS,FacilitiesAcquisition&Construction,0
Upper Adams SD,FacilitiesAcquisition&Construction,0
Upper Bucks County Technical School,FacilitiesAcquisition&Construction,0
Upper Darby SD,FacilitiesAcquisition&Construction,168621.6
Upper Dauphin Area SD,FacilitiesAcquisition&Construction,1638471
Upper Dublin SD,FacilitiesAcquisition&Construction,0
Upper Merion Area SD,FacilitiesAcquisition&Construction,0
Upper Moreland Township SD,FacilitiesAcquisition&Construction,109860
Upper Perkiomen SD,FacilitiesAcquisition&Construction,27751.4
Upper Saint Clair SD,FacilitiesAcquisition&Construction,0
Urban Academy of Greater Pittsburgh CS,FacilitiesAcquisition&Construction,9211763
Urban Pathways 6-12 CS,FacilitiesAcquisition&Construction,0
Urban Pathways K-5 College CS,FacilitiesAcquisition&Construction,0
Valley Grove SD,FacilitiesAcquisition&Construction,4668.33
Valley View SD,FacilitiesAcquisition&Construction,239630
Venango Technology Center,FacilitiesAcquisition&Construction,52249.15
Vida CS,FacilitiesAcquisition&Construction,3119991
Vision Academy CS,FacilitiesAcquisition&Construction,4455044
Wallenpaupack Area SD,FacilitiesAcquisition&Construction,0
Wallingford-Swarthmore SD,FacilitiesAcquisition&Construction,0
Warren County AVTS,FacilitiesAcquisition&Construction,NULL
Warren County SD,FacilitiesAcquisition&Construction,0
Warrior Run SD,FacilitiesAcquisition&Construction,295318.19
Warwick SD,FacilitiesAcquisition&Construction,702544.29
Washington SD,FacilitiesAcquisition&Construction,161304.81
Wattsburg Area SD,FacilitiesAcquisition&Construction,0
Wayne Highlands SD,FacilitiesAcquisition&Construction,1474882.22
Waynesboro Area SD,FacilitiesAcquisition&Construction,209139.04
Weatherly Area SD,FacilitiesAcquisition&Construction,0
Wellsboro Area SD,FacilitiesAcquisition&Construction,0
West Allegheny SD,FacilitiesAcquisition&Construction,46066.4
West Branch Area SD,FacilitiesAcquisition&Construction,562523.31
West Chester Area SD,FacilitiesAcquisition&Construction,0
West Greene SD,FacilitiesAcquisition&Construction,0
West Jefferson Hills SD,FacilitiesAcquisition&Construction,207668.23
West Middlesex Area SD,FacilitiesAcquisition&Construction,0
West Mifflin Area SD,FacilitiesAcquisition&Construction,13292.61
West Oak Lane CS,FacilitiesAcquisition&Construction,0
West Perry SD,FacilitiesAcquisition&Construction,0
West Phila. Achievement CES,FacilitiesAcquisition&Construction,0
West Shore SD,FacilitiesAcquisition&Construction,38025.66
West Side CTC,FacilitiesAcquisition&Construction,319008.64
West York Area SD,FacilitiesAcquisition&Construction,0
Western Area CTC,FacilitiesAcquisition&Construction,0
Western Beaver County SD,FacilitiesAcquisition&Construction,0
Western Montgomery CTC,FacilitiesAcquisition&Construction,0
Western Wayne SD,FacilitiesAcquisition&Construction,0
Westinghouse Arts Academy CS,FacilitiesAcquisition&Construction,128508.25
Westmont Hilltop SD,FacilitiesAcquisition&Construction,236493.61
Whitehall-Coplay SD,FacilitiesAcquisition&Construction,0
Wilkes-Barre Area CTC,FacilitiesAcquisition&Construction,0
Wilkes-Barre Area SD,FacilitiesAcquisition&Construction,0
Wilkinsburg Borough SD,FacilitiesAcquisition&Construction,437261.12
William Penn SD,FacilitiesAcquisition&Construction,0
Williams Valley SD,FacilitiesAcquisition&Construction,23560
Williamsburg Community SD,FacilitiesAcquisition&Construction,611809.31
Williamsport Area SD,FacilitiesAcquisition&Construction,1675163.75
Wilmington Area SD,FacilitiesAcquisition&Construction,969428.28
Wilson Area SD,FacilitiesAcquisition&Construction,13532.25
Wilson SD,FacilitiesAcquisition&Construction,0
Windber Area SD,FacilitiesAcquisition&Construction,0
Wissahickon CS,FacilitiesAcquisition&Construction,63801
Wissahickon SD,FacilitiesAcquisition&Construction,0
Woodland Hills SD,FacilitiesAcquisition&Construction,0
Wyalusing Area SD,FacilitiesAcquisition&Construction,0
Wyoming Area SD,FacilitiesAcquisition&Construction,0
Wyoming Valley West SD,FacilitiesAcquisition&Construction,3755382.28
Wyomissing Area SD,FacilitiesAcquisition&Construction,0
York Academy Regional CS,FacilitiesAcquisition&Construction,0
York City SD,FacilitiesAcquisition&Construction,123328
York Co School of Technology,FacilitiesAcquisition&Construction,0
York Suburban SD,FacilitiesAcquisition&Construction,1161402.9
Yough SD,FacilitiesAcquisition&Construction,572548
Young Scholars CS,FacilitiesAcquisition&Construction,0
Young Scholars of Central PA CS,FacilitiesAcquisition&Construction,93051
Young Scholars of Greater Allegheny CS,FacilitiesAcquisition&Construction,0
Young Scholars of Western Pennsylvania C,FacilitiesAcquisition&Construction,0
YouthBuild Phila CS,FacilitiesAcquisition&Construction,3775354.79
21st Century Cyber CS,Federal Revenue,0
A W Beattie Career Center,Federal Revenue,631130.2
Abington Heights SD,Federal Revenue,2304663.26
Abington SD,Federal Revenue,4747098.9
Achievement House CS,Federal Revenue,2120466
Ad Prima CS,Federal Revenue,2701359
Adams County Technical Institute,Federal Revenue,0
Admiral Peary AVTS,Federal Revenue,441758.68
Agora Cyber CS,Federal Revenue,10391278
Albert Gallatin Area SD,Federal Revenue,8719671.02
Aliquippa SD,Federal Revenue,458704.63
Allegheny Valley SD,Federal Revenue,839502.1
Allegheny-Clarion Valley SD,Federal Revenue,1460264.76
Allentown City SD,Federal Revenue,63649571
Alliance for Progress CS,Federal Revenue,2098346
Altoona Area SD,Federal Revenue,15863826.8
Ambridge Area SD,Federal Revenue,4493201.12
Annville-Cleona SD,Federal Revenue,1125832.87
Antietam SD,Federal Revenue,1334315.7
Antonia Pantoja Community CS,Federal Revenue,3755422
Apollo-Ridge SD,Federal Revenue,1618604.67
Armstrong SD,Federal Revenue,8321491.6
Arts Academy CS,Federal Revenue,520429.05
Arts Academy Elementary CS,Federal Revenue,872813.69
ASPIRA Bilingual Cyber CS,Federal Revenue,2583669
Athens Area SD,Federal Revenue,2785687
Austin Area SD,Federal Revenue,424899
Avella Area SD,Federal Revenue,711785.1
Avon Grove CS,Federal Revenue,1741525
Avon Grove SD,Federal Revenue,3802261.69
Avonworth SD,Federal Revenue,517020.51
Baden Academy CS,Federal Revenue,869786.23
Bald Eagle Area SD,Federal Revenue,1183736.08
Baldwin-Whitehall SD,Federal Revenue,2992665.91
Bangor Area SD,Federal Revenue,3371621.98
Bear Creek Community CS,Federal Revenue,1036351.16
Beaver Area SD,Federal Revenue,1622824.6
Beaver County CTC,Federal Revenue,391863.88
Bedford Area SD,Federal Revenue,2888332.66
Bedford County Technical Center,Federal Revenue,236645.56
Belle Vernon Area SD,Federal Revenue,2317274.98
Bellefonte Area SD,Federal Revenue,2049785.69
Bellwood-Antis SD,Federal Revenue,1146359.82
Belmont CS,Federal Revenue,4896028
Bensalem Township SD,Federal Revenue,9302443.41
Benton Area SD,Federal Revenue,1000730.9
Bentworth SD,Federal Revenue,1501524.37
Berks Career and Technology Center-East Campus,Federal Revenue,1013909.16
Berlin Brothersvalley SD,Federal Revenue,786764.81
Bermudian Springs SD,Federal Revenue,1327671.67
Berwick Area SD,Federal Revenue,2885172.7
Bethel Park SD,Federal Revenue,2113171.48
Bethlehem Area SD,Federal Revenue,16906946.44
Bethlehem Area Vocational-Technical School,Federal Revenue,639928.58
Bethlehem-Center SD,Federal Revenue,0
Big Beaver Falls Area SD,Federal Revenue,4274869.57
Big Spring SD,Federal Revenue,3528119.66
Blackhawk SD,Federal Revenue,779921.97
Blacklick Valley SD,Federal Revenue,1588909.94
Blairsville-Saltsburg SD,Federal Revenue,3373423
Bloomsburg Area SD,Federal Revenue,640402.44
Blue Mountain SD,Federal Revenue,1055850.82
Blue Ridge SD,Federal Revenue,2249651.81
Boyertown Area SD,Federal Revenue,4159833.39
Boys Latin of Philadelphia CS,Federal Revenue,4325710
Bradford Area SD,Federal Revenue,9136838.54
Brandywine Heights Area SD,Federal Revenue,1437656.65
Brentwood Borough SD,Federal Revenue,1810678.64
Bristol Borough SD,Federal Revenue,2916389.85
Bristol Township SD,Federal Revenue,12773788.82
Brockway Area SD,Federal Revenue,1302664.7
Brookville Area SD,Federal Revenue,2379214.43
Brownsville Area SD,Federal Revenue,3784911.5
Bucks County Montessori CS,Federal Revenue,26504
Bucks County Technical High School,Federal Revenue,1436889
Burgettstown Area SD,Federal Revenue,896408.06
Burrell SD,Federal Revenue,1321247.88
Butler Area SD,Federal Revenue,5871681
Butler County Area Vocational Technical School,Federal Revenue,595734
California Area SD,Federal Revenue,745122.56
Cambria Heights SD,Federal Revenue,989046.21
Cameron County SD,Federal Revenue,802843
Camp Hill SD,Federal Revenue,900626.61
Canon-McMillan SD,Federal Revenue,2888724.65
Canton Area SD,Federal Revenue,2385464.13
Capital Area School for the Arts CS,Federal Revenue,32806.74
Carbon Career & Technical Institute,Federal Revenue,333969
Carbondale Area SD,Federal Revenue,3462615.08
Career Institute of Technology,Federal Revenue,556413
Carlisle Area SD,Federal Revenue,5452965.18
Carlynton SD,Federal Revenue,2588235.11
Carmichaels Area SD,Federal Revenue,1998059.53
Catalyst Academy CS,Federal Revenue,1069653.21
Catasauqua Area SD,Federal Revenue,3423908.97
Centennial SD,Federal Revenue,4620768.99
Center for Student Lrng CS Pennsbury,Federal Revenue,273643
Central Bucks SD,Federal Revenue,4942954.25
Central Cambria SD,Federal Revenue,0
Central Columbia SD,Federal Revenue,2041725.68
Central Dauphin SD,Federal Revenue,13728098.94
Central Fulton SD,Federal Revenue,1437637.99
Central Greene SD,Federal Revenue,1376970.87
Central Montco Technical High School,Federal Revenue,530655
Central PA Digital Lrng Foundation CS,Federal Revenue,326428.41
Central PA Institute of Science & Techno,Federal Revenue,797739.42
Central Valley SD,Federal Revenue,1941990.35
Central Westmoreland Career and Technology Center,Federal Revenue,1000958.71
Central York SD,Federal Revenue,5253340.55
Centre Learning Community CS,Federal Revenue,0
Chambersburg Area SD,Federal Revenue,14362585
Charleroi SD,Federal Revenue,2525967.82
Chartiers Valley SD,Federal Revenue,1644253.05
Chartiers-Houston SD,Federal Revenue,906459.7
Cheltenham SD,Federal Revenue,2749266.58
Chester Charter Scholars Academy CS,Federal Revenue,3299737
Chester Co Technical College HS-Pickerin,Federal Revenue,2647496.57
Chester Community CS,Federal Revenue,21130016.55
Chester-Upland SD,Federal Revenue,9443281.58
Chestnut Ridge SD,Federal Revenue,1186771.87
Chichester SD,Federal Revenue,4609685.97
Christopher Columbus CS,Federal Revenue,2568874.06
Circle of Seasons CS,Federal Revenue,416477.65
City CHS,Federal Revenue,843464
Clairton City SD,Federal Revenue,2688061.06
Clarion Area SD,Federal Revenue,1145281.96
Clarion County Career Center,Federal Revenue,235843
Clarion-Limestone Area SD,Federal Revenue,1290346.11
Claysburg-Kimmel SD,Federal Revenue,2031820.9
Clearfield Area SD,Federal Revenue,4284672.02
Clearfield County CTC,Federal Revenue,609166.27
Coatesville Area SD,Federal Revenue,8304800.58
Cocalico SD,Federal Revenue,3077772.12
Collegium CS,Federal Revenue,2858311
Colonial SD,Federal Revenue,2406375.53
Columbia Borough SD,Federal Revenue,4831285.8
Columbia-Montour AVTS,Federal Revenue,420517
Commodore Perry SD,Federal Revenue,2294916
Commonwealth Charter Academy CS,Federal Revenue,48287366.46
Community Academy of Philadelphia CS,Federal Revenue,5918358
Conemaugh Township Area SD,Federal Revenue,655935.36
Conemaugh Valley SD,Federal Revenue,776010.22
Conestoga Valley SD,Federal Revenue,3491351.42
Conewago Valley SD,Federal Revenue,1513603.66
Conneaut SD,Federal Revenue,4348023.45
Connellsville Area Career & Technical Ce,Federal Revenue,279055.49
Connellsville Area SD,Federal Revenue,15112388.83
Conrad Weiser Area SD,Federal Revenue,3730163.23
Cornell SD,Federal Revenue,1865062
